Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21649	-	1	+	1604161	1611958	354.415955	309.630707	507.036865
g21650	-	1	-	1624523	1637721	86.569351	75.630142	123.848404
g21651	-	1	-	1639760	1648770	15.132039	13.219901	21.648294
g21652	-	1	+	1664341	1667185	25.537800	22.310753	36.535053
g21653	-	1	+	1671954	1700430	17.047350	14.893187	24.388390
g21655	-	1	-	1709460	1721830	0.557315	0.486891	0.797310
g21656	-	1	+	1721906	1725879	2.396869	2.093992	3.429024
g21657	-	1	-	1726722	1735015	35.702793	31.191261	51.077358
g21658	-	1	+	1737732	1742672	765.145752	668.459229	1094.637695
g21659	-	1	-	1749946	1765665	5.999642	5.241506	8.583246
g21660	-	1	+	1765998	1773941	0.000000	0.000000	0.000000
g21661	-	1	-	1775583	1779292	184.791672	161.440750	264.367828
g21662	-	1	+	1779355	1781634	1104.097412	964.579773	1579.550903
g21663	-	1	+	1788594	1809349	1.720939	1.503475	2.462021
g21664	-	1	+	1817015	1818862	0.235160	0.205444	0.336426
g21665	-	1	+	1821776	1822537	17.401575	15.202651	24.895155
g21666	-	1	-	1823732	1824430	1.353362	1.182346	1.936155
g21667	-	1	+	1824608	1835679	6.568383	5.738379	9.396902
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	18.001883	15.727101	25.753969
g21669	-	1	+	1847388	1850319	47.564304	41.553909	68.046753
g21672	-	1	+	1869053	1873028	15.169074	13.252256	21.701279
g21673	-	1	-	1874738	1876989	14.164103	12.374276	20.263540
g21674	-	1	+	1877095	1882171	7.835391	6.845283	11.209517
g21675	-	1	-	1883336	1889435	25.389967	22.181601	36.323559
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	18.001923	15.727136	25.754026
g21677	-	1	-	1902335	1909826	6.917671	6.043530	9.896604
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	3.900585	3.407693	5.580280
g21681	-	1	-	1938653	1940964	145.924530	127.484985	208.763489
g21682	-	1	-	1944937	1947079	0.000000	0.000000	0.000000
g21683	-	1	+	1953301	1968254	11.583733	10.119971	16.571995
g21686	-	1	+	2007243	2036975	18.430496	16.101555	26.367155
g21687	-	1	+	2041709	2042566	1.803030	1.575193	2.579463
g21688	-	1	+	2049578	2050600	0.000000	0.000000	0.000000
g21689	-	1	-	2059983	2060780	0.000000	0.000000	0.000000
g21690	-	1	+	2064873	2065865	27.183990	23.748926	38.890137
g21691	-	1	-	2071531	2083593	4.978261	4.349190	7.122032
g21692	-	1	+	2084265	2098448	21.597912	18.868723	30.898544
g21693	-	1	+	2103413	2104172	3.623563	3.165677	5.183965
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	4.972746	4.344372	7.114142
g21696	-	1	-	2175815	2178349	109.366074	95.546188	156.461990
g21697	-	1	-	2183490	2184443	0.981132	0.857153	1.403633
g21698	-	1	-	2192681	2201442	23.050724	20.137953	32.976974
g21699	-	1	-	2206921	2207271	15.595443	13.624748	22.311253
g21700	-	1	-	2209757	2223543	26.966269	23.558714	38.578655
g21701	-	1	-	2230513	2232206	25.559387	22.329613	36.565937
g21702	-	1	+	2232380	2254937	28.450071	24.855019	40.701427
g21703	-	1	-	2256857	2267938	6.394578	5.586536	9.148252
g21704	-	1	+	2277230	2304315	5.359083	4.681890	7.666846
g21705	-	1	-	2311594	2345468	21.217134	18.536062	30.353794
g21706	-	1	+	2370843	2371787	114.726982	100.229675	164.131454
g21708	-	1	-	2398989	2401514	21.889706	19.123646	31.315992
g21709	-	1	+	2402222	2416695	3.774657	3.297678	5.400124
g21710	-	1	-	2423039	2426056	0.000000	0.000000	0.000000
g21713	-	1	-	2457801	2480051	2.480946	2.167445	3.549307
g21714	-	1	+	2483360	2488971	55.267994	48.284138	79.067848
g21716	-	1	-	2506259	2521776	53.848419	47.043941	77.036972
g21721	-	1	+	2548946	2617412	0.000000	0.000000	0.000000
g21723	-	1	+	2619255	2625409	0.000000	0.000000	0.000000
g21727	-	1	+	2680167	2723369	18.216034	15.914191	26.060341
g21730	-	1	-	2748256	2760020	5.425550	4.739958	7.761935
g21733	-	1	+	2802080	2810921	2.089286	1.825276	2.988988
g21739	-	1	+	2861041	2874369	0.779473	0.680976	1.115135
g21740	-	1	-	2881617	2888372	2.140699	1.870193	3.062541
g21742	-	1	-	2898393	2899355	1.025961	0.896317	1.467767
g21743	-	1	+	2902908	2918764	30.068665	26.269081	43.017025
g21744	-	1	-	2920847	2924472	6.693215	5.847436	9.575490
g21745	-	1	-	2937235	2955005	32.149452	28.086933	45.993858
adi2mcaRNA331_R0	-	1	-	2991798	3049901	29.819904	26.051756	42.661144
g21750	-	1	-	3062915	3067597	13.123457	11.465131	18.774765
g21751	-	1	+	3068049	3089658	21.177114	18.501099	30.296539
g21752	-	1	-	3091241	3097303	11.585322	10.121360	16.574268
g21753	-	1	+	3098199	3120601	15.527047	13.564995	22.213404
g21754	-	1	+	3125992	3152597	509.022766	444.700836	728.221436
g21755	-	1	+	3165614	3172746	117.655457	102.788094	168.321014
g21756	-	1	+	3176728	3177291	0.897499	0.784088	1.283986
g21761	-	1	+	3194175	3199090	178.882828	156.278549	255.914505
g21763	-	1	-	3217532	3220768	8.478551	7.407171	12.129640
g21784	-	2	-	124679	125244	0.000000	0.000000	0.000000
g21856	-	2	-	443526	445142	0.150000	0.131045	0.214594
g21878	-	2	+	553648	598651	0.753349	0.658153	1.077761
g21879	-	2	-	607474	624823	10.550237	9.217072	15.093449
g21885	-	2	+	728410	732054	2.084066	1.820716	2.981520
g21892	-	2	-	765502	766458	0.208986	0.182578	0.298981
g21894	-	2	+	781138	820334	61.248112	53.508583	87.623169
g21898	-	2	+	884061	886955	0.080546	0.070368	0.115231
g21901	-	2	-	961956	987338	9.335182	8.155556	13.355159
g21903	-	2	+	1009003	1029567	589.981873	515.429688	844.043701
g21904	-	2	-	1041522	1062656	165.346100	144.452377	236.548492
g21905	-	2	+	1067970	1068872	1.503876	1.313841	2.151485
g21906	-	2	-	1071974	1129475	184.014969	160.762177	263.256683
g21907	-	2	-	1145506	1156476	16.592140	14.495499	23.737154
g21908	-	2	+	1156860	1160519	0.000000	0.000000	0.000000
g21909	-	2	+	1177892	1219935	0.000000	0.000000	0.000000
g21910	-	2	-	1234675	1235748	2.630354	2.297973	3.763054
g21947	-	2	+	1677919	1693133	0.000000	0.000000	0.000000
g21992	-	2	+	2053022	2054013	0.320285	0.279813	0.458208
g22020	-	2	+	2245719	2252833	0.000000	0.000000	0.000000
adi2mcaRNA39219_R2	-	2	+	2319828	2323168	0.000000	0.000000	0.000000
g22044	-	2	-	2388599	2389980	4.767426	4.164997	6.820406
adi2mcaRNA5137_R2	-	2	+	2432300	2433016	0.000000	0.000000	0.000000
g22055	-	2	-	2433275	2433961	2.220523	1.939930	3.176739
g22056	-	2	-	2434014	2439746	0.474843	0.414840	0.679323
g22069	-	2	-	2486832	2487812	0.068637	0.059964	0.098194
adi2mcaRNA9235_R5	-	2	-	2550355	2552309	0.000000	0.000000	0.000000
adi2mcaRNA13580_R0	-	2	-	2784406	2799781	22.988821	20.083872	32.888416
g22197	-	2	+	3122679	3123422	0.151210	0.132103	0.216325
g22211	-	2	-	3268131	3269477	0.111359	0.097287	0.159313
g22248	-	3	-	39993	42230	0.324395	0.283403	0.464088
g22250	-	3	+	55562	57264	0.000000	0.000000	0.000000
g22252	-	3	+	72739	103818	13.017324	11.372409	18.622929
g22253	-	3	-	105498	107241	942.356750	823.277222	1348.160522
g22254	-	3	+	108354	114468	7.160292	6.255493	10.243703
g22255	-	3	+	123378	124586	0.248139	0.216783	0.354994
g22257	-	3	+	140676	153160	0.000000	0.000000	0.000000
g22258	-	3	+	153185	202767	1.207012	1.054490	1.726783
g22260	-	3	+	222203	225087	6.749123	5.896280	9.655474
adi2mcaRNA4380_R0	-	3	-	230132	254017	24.706573	21.584564	35.345879
g22264	-	3	+	273299	288416	14.315990	12.506970	20.480835
g22265	-	3	+	288805	292767	0.758028	0.662241	1.084455
g22266	-	3	-	293033	360001	15.666833	13.687117	22.413385
g22267	-	3	-	363434	374928	8.352187	7.296775	11.948859
g22269	-	3	+	402702	405516	21.993769	19.214558	31.464867
g22270	-	3	-	407601	408480	100.915207	88.163208	144.371964
g22271	-	3	+	409065	421159	1.714286	1.497663	2.452503
g22272	-	3	-	423585	431119	3.875715	3.385966	5.544701
g22273	-	3	+	433538	451455	3.540731	3.093312	5.065464
g22275	-	3	+	463107	464282	20.840136	18.206701	29.814449
g22276	-	3	+	466494	485984	46.631035	40.738571	66.711594
g22277	-	3	+	488690	499775	23.849602	20.835880	34.119873
g22278	-	3	+	502726	527931	20.949785	18.302496	29.971317
g22279	-	3	-	529848	530441	1.397119	1.220574	1.998755
g22281	-	3	-	537718	538995	45.321430	39.594452	64.838043
g22283	-	3	-	546510	547058	0.719490	0.628573	1.029321
g22285	-	3	-	560929	561477	0.828780	0.724052	1.185675
g22288	-	3	-	640493	657587	30.204624	26.387861	43.211533
g22289	-	3	-	659016	662048	78.406731	68.498978	112.170738
adi2mcaRNA4360_R0	-	3	+	662247	692572	4.426825	3.867436	6.333133
adi2mcaRNA4352_R9	-	3	-	694822	699876	5.347345	4.671636	7.650053
g22292	-	4	+	150	1549	44.191666	38.607452	63.221764
g22293	-	4	+	3966	5045	0.256172	0.223801	0.366486
g22294	-	4	-	5852	6586	0.000000	0.000000	0.000000
g22295	-	4	+	9618	19952	29.069687	25.396338	41.587860
g22296	-	4	-	24805	79004	1.714993	1.498280	2.453514
g22297	-	4	+	81907	151576	39.226517	34.269714	56.118492
g22301	-	4	-	223874	307635	8.587645	7.502479	12.285712
g22305	-	4	-	351949	352578	0.388889	0.339748	0.556355
adi2mcaRNA23975_R0	-	4	-	355546	394427	44.392395	38.782814	63.508938
g22307	-	4	+	402886	416463	0.267661	0.233838	0.382923
g22315	-	4	+	471405	519898	2.951049	2.578144	4.221849
g22316	-	4	+	526459	529793	0.000000	0.000000	0.000000
g22317	-	4	-	553046	574067	12.884482	11.256353	18.432880
g22318	-	4	+	581748	614954	0.233515	0.204007	0.334073
g22319	-	4	+	621279	625110	141.728882	123.819511	202.761078
g22320	-	4	-	626703	634084	0.623053	0.544322	0.891356
g22325	-	4	-	732096	736329	25.755793	22.501200	36.846916
g22326	-	4	+	736760	741666	0.000000	0.000000	0.000000
g22329	-	4	-	778251	779183	8.867095	7.746617	12.685501
g22330	-	4	-	784630	817728	131.954269	115.280060	188.777267
g22331	-	4	+	818147	834774	1.503284	1.313324	2.150638
g22333	-	4	-	853818	865690	53.532764	46.768177	76.585388
g22334	-	4	+	865818	866129	183.826920	160.597900	262.987640
g22335	-	4	-	867417	871776	1.368116	1.195236	1.957263
g22336	-	4	+	872020	886138	38.497059	33.632435	55.074913
g22343	-	4	+	973589	984814	2107.097412	1840.837036	3014.469482
g22346	-	4	+	1026576	1040653	1.002517	0.875835	1.434227
g22347	-	4	-	1047763	1054019	9.143600	7.988183	13.081076
g22348	-	4	-	1058877	1062379	26.197779	22.887335	37.479233
g22350	-	4	-	1075926	1095229	16.254248	14.200304	23.253757
g22351	-	4	+	1095595	1146880	1.935508	1.690930	2.768989
g22353	-	4	+	1187854	1193900	17.032240	14.879986	24.366774
g22354	-	4	-	1194025	1197569	0.000000	0.000000	0.000000
g22359	-	4	-	1237960	1239024	1.244131	1.086918	1.779887
g22360	-	4	+	1254374	1255534	0.000000	0.000000	0.000000
g22361	-	4	+	1269848	1270849	0.425150	0.371427	0.608231
g22364	-	4	-	1310495	1311508	0.416174	0.363585	0.595390
g22366	-	4	+	1364911	1389158	29.092447	25.416224	41.620426
adi2mcaRNA40047_R0	-	4	-	1447681	1460218	9.178022	8.018254	13.130322
adi2mcaRNA29437_R0	-	4	+	1466800	1496430	40.730339	35.583508	58.269901
g22377	-	4	+	1513561	1520610	0.000000	0.000000	0.000000
g22380	-	4	+	1548875	1552126	162.933228	142.344406	233.096588
g22381	-	4	+	1554108	1564633	3.846065	3.360063	5.502282
g22388	-	4	+	1655986	1669430	0.000000	0.000000	0.000000
g22389	-	4	-	1671826	1678256	29.650602	25.903847	42.418934
g22391	-	4	-	1688435	1696501	147.786270	129.111465	211.426956
adi2mcaRNA29427_R0	-	4	-	1704859	1707158	4.841202	4.229450	6.925951
g22393	-	4	+	1708722	1725473	18.572557	16.225664	26.570393
g22394	-	4	+	1730790	1735611	3.027174	2.644650	4.330755
g22395	-	4	-	1736123	1742020	0.000000	0.000000	0.000000
g22396	-	4	-	1744830	1751346	15.428070	13.478525	22.071806
g22397	-	4	-	1780976	1787081	12.815705	11.196267	18.334486
g22398	-	4	+	1787294	1797526	1.785156	1.559577	2.553891
g22399	-	4	+	1802135	1821403	2.499577	2.183722	3.575961
g22400	-	4	+	1825396	1831729	0.433134	0.378402	0.619653
g22401	-	4	-	1846639	1852836	5.995555	5.237935	8.577399
g22402	-	4	+	1854404	1890013	32.967609	28.801706	47.164333
adi2mcaRNA29409_R0	-	4	-	1910075	1919638	0.000000	0.000000	0.000000
adi2mcaRNA29406_R0	-	4	+	1977771	2026497	3.494587	3.052999	4.999449
adi2mcaRNA34697_R2	-	4	-	2060396	2061081	1.940092	1.694935	2.775547
g22416	-	4	+	2069113	2098687	6.863172	5.995917	9.818635
g22417	-	4	+	2106181	2134255	4.977675	4.348678	7.121193
g22421	-	4	-	2190065	2196919	9.044177	7.901323	12.938839
g22422	-	4	-	2199537	2208160	2.785786	2.433764	3.985419
g22423	-	4	-	2210453	2220683	26.196135	22.885897	37.476883
g22424	-	4	-	2222636	2232384	54.669945	47.761654	78.212265
g22425	-	4	-	2239498	2249778	3.306477	2.888659	4.730333
g22426	-	4	+	2253083	2254687	0.834891	0.729391	1.194417
g22427	-	4	-	2260673	2270395	19.698776	17.209568	28.181591
g22428	-	4	+	2270971	2275675	1913.204102	1671.444824	2737.080322
g22433	-	4	-	2322988	2334653	60.136150	52.537132	86.032372
g22434	-	4	-	2334733	2338427	1.707071	1.491359	2.442181
g22437	-	4	+	2389968	2395225	0.275591	0.240766	0.394268
g22438	-	4	+	2405844	2433779	0.000000	0.000000	0.000000
g22439	-	4	+	2436500	2464297	0.000000	0.000000	0.000000
g22442	-	4	+	2484805	2485857	0.000000	0.000000	0.000000
g22443	-	4	-	2486778	2495675	25.162699	21.983051	35.998421
g22444	-	4	+	2498727	2509025	5.732503	5.008124	8.201071
g22446	-	4	-	2527002	2528013	6.468750	5.651336	9.254365
g22447	-	4	+	2528104	2535237	9.871714	8.624289	14.122735
adi2mcaRNA41381_R0	-	4	-	2538305	2581160	812.857910	710.142273	1162.895996
g22451	-	4	-	2592812	2594078	0.000000	0.000000	0.000000
g22452	-	4	-	2625510	2632579	714.653198	624.347046	1022.401733
g22454	-	4	-	2662831	2664082	893.076660	780.224304	1277.659058
g22455	-	4	-	2665506	2669830	131.329102	114.733887	187.882889
g22458	-	4	+	2742022	2742744	0.278008	0.242878	0.397726
g22463	-	4	+	2807452	2807901	0.000000	0.000000	0.000000
g22464	-	4	+	2808125	2808502	0.000000	0.000000	0.000000
g22465	-	4	+	2808511	2808873	0.000000	0.000000	0.000000
g22466	-	4	+	2815572	2832137	0.000000	0.000000	0.000000
g22467	-	4	+	2834592	2844559	0.713178	0.623058	1.020291
g22468	-	4	-	2846299	2852039	0.767267	0.670312	1.097672
g22469	-	4	-	2853334	2866440	4.498750	3.930272	6.436031
g22470	-	4	+	2867011	2876607	19.465374	17.005661	27.847679
g22471	-	4	+	2879517	2880323	0.299876	0.261983	0.429011
g22472	-	4	-	2885258	2889395	4.430712	3.870832	6.338694
g22473	-	4	+	2909557	2923061	5.329597	4.656130	7.624662
g22474	-	5	-	12203	13165	0.890966	0.778380	1.274639
adi2mcaRNA3109_R0	-	5	-	15643	20765	0.000000	0.000000	0.000000
adi2mcaRNA3106_R0	-	5	+	26011	53961	45.429863	39.689182	64.993164
adi2mcaRNA3101_R0	-	5	+	63261	67639	0.000000	0.000000	0.000000
g22478	-	5	-	70717	71934	0.137931	0.120502	0.197328
g22480	-	5	+	80117	98451	0.000000	0.000000	0.000000
g22482	-	5	+	118522	134550	81.092201	70.845100	116.012650
g22483	-	5	-	140128	146093	344.770660	301.204224	493.238007
g22484	-	5	+	146222	151203	60.130497	52.532192	86.024277
g22485	-	5	-	152808	158239	0.000000	0.000000	0.000000
g22486	-	5	+	164292	173314	3.076459	2.687707	4.401264
g22487	-	5	+	176681	195812	169.971436	148.493240	243.165634
g22488	-	5	+	199636	200691	39.137310	34.191780	55.990875
g22490	-	5	+	219450	221486	18.943544	16.549772	27.101135
adi2mcaRNA3062_R0	-	5	+	223509	260634	82.253716	71.859848	117.674339
g22493	-	5	-	262405	285150	76.727554	67.031990	109.768463
g22494	-	5	+	285618	290677	18.872108	16.487362	26.998938
g22495	-	5	-	294961	300624	191.650513	167.432877	274.180298
adi2mcaRNA3051_R0	-	5	-	311788	317788	5.813992	5.079315	8.317651
g22498	-	5	+	323384	334750	56.910416	49.719013	81.417549
adi2mcaRNA3045_R0	-	5	-	335166	336172	3.368750	2.943063	4.819423
g22500	-	5	+	337099	361702	62.490395	54.593887	89.400414
g22501	-	5	-	362885	380052	688.318604	601.340210	984.726807
adi2mcaRNA30403_R0	-	5	-	395986	403702	6.908823	6.035800	9.883945
g22504	-	5	-	415197	447598	14.496000	12.664234	20.738361
adi2mcaRNA30850_R0	-	5	+	454067	471423	1.831491	1.600057	2.620179
g22507	-	5	+	473336	477823	8.067114	7.047725	11.541027
g22508	-	5	+	479044	496694	1.668070	1.457287	2.386385
g22509	-	5	-	497123	505338	0.000000	0.000000	0.000000
adi2mcaRNA25353_R0	-	5	-	507554	530121	4.536424	3.963185	6.489928
g22513	-	5	-	536239	537627	0.773938	0.676140	1.107216
adi2mcaRNA25351_R0	-	5	-	541584	573785	10.441436	9.122020	14.937795
g22518	-	5	+	605186	641127	0.555921	0.485673	0.795315
g22519	-	5	-	649282	654591	0.000000	0.000000	0.000000
adi2mcaRNA25339_R1	-	5	+	664303	680109	0.622222	0.543596	0.890167
g22521	-	5	-	680162	690785	0.000000	0.000000	0.000000
g22524	-	5	-	712236	724927	0.732811	0.640210	1.048379
g22526	-	5	-	727609	738783	11.034689	9.640306	15.786518
g22527	-	5	-	740712	752932	16.912033	14.774968	24.194803
g22528	-	5	-	755834	762215	6.809524	5.949049	9.741885
g22529	-	5	+	787181	793678	186.735367	163.138824	267.148560
g22530	-	5	+	795295	822247	79.334572	69.309578	113.498131
g22531	-	5	-	829228	831511	13.478458	11.775272	19.282639
g22532	-	5	-	834561	834953	4.300254	3.756858	6.152057
g22533	-	5	+	842295	858915	0.253099	0.221117	0.362090
g22534	-	5	-	862425	865073	1.447837	1.264883	2.071314
g22535	-	5	+	865508	872624	7.229759	6.316181	10.343084
g22538	-	5	-	888920	893796	0.822657	0.718703	1.176915
g22541	-	5	+	911554	924321	549.957275	480.462738	786.783386
g22543	-	5	+	937398	943471	18.222536	15.919872	26.069643
g22544	-	5	+	944549	945739	63.275398	55.279694	90.523460
g22545	-	5	+	946782	961867	0.461443	0.403133	0.660153
g22547	-	5	-	973077	973424	1.994253	1.742252	2.853031
g22550	-	5	-	1000752	1002002	7.055156	6.163642	10.093293
g22551	-	5	-	1005819	1008977	119.662231	104.541290	171.191956
g22552	-	5	-	1009194	1013856	37.696968	32.933445	53.930279
g22553	-	5	+	1013894	1032396	87.252899	76.227318	124.826302
g22554	-	5	-	1033096	1038341	0.000000	0.000000	0.000000
g22560	-	5	-	1060973	1070464	0.000000	0.000000	0.000000
g22561	-	5	-	1071083	1072352	1.776119	1.551682	2.540963
g22563	-	5	+	1101557	1102546	0.160606	0.140311	0.229767
g22566	-	5	-	1123252	1128529	8.950897	7.819830	12.805390
g22567	-	5	-	1141155	1153042	15.807381	13.809904	22.614458
g22568	-	5	+	1153105	1154021	211.992432	185.204315	303.281982
g22569	-	5	-	1155509	1156687	117.570824	102.714157	168.199936
g22570	-	5	-	1156726	1162597	13.652705	11.927501	19.531921
g22571	-	5	+	1163184	1176230	8.828119	7.712567	12.629741
g22574	-	5	+	1241713	1242360	0.500000	0.436818	0.715313
g22576	-	5	-	1265877	1269916	7.960648	6.954712	11.388714
g22577	-	5	+	1275116	1283027	0.298814	0.261055	0.427491
g22581	-	5	-	1320795	1325935	0.000000	0.000000	0.000000
adi2mcaRNA4781_R0	-	5	-	1338065	1348759	19.760672	17.263643	28.270140
g22584	-	5	-	1352306	1364319	13.621074	11.899867	19.486670
g22585	-	5	+	1364727	1370312	7.207865	6.297054	10.311763
g22586	-	5	-	1373287	1377074	109.495705	95.659439	156.647446
g22587	-	5	+	1386527	1400996	0.000000	0.000000	0.000000
g22588	-	5	+	1401734	1448798	10.096658	8.820808	14.444546
g22591	-	5	+	1481524	1492151	0.474295	0.414361	0.678539
g22592	-	5	+	1499411	1508920	0.000000	0.000000	0.000000
g22593	-	5	-	1528585	1528953	0.000000	0.000000	0.000000
g22594	-	5	+	1532350	1543651	0.000000	0.000000	0.000000
g22595	-	5	-	1545215	1552474	0.321285	0.280686	0.459639
g22596	-	5	-	1560096	1562701	0.380952	0.332814	0.545000
g22598	-	5	-	1580663	1588223	2.420962	2.115041	3.463492
adi2mcaRNA35816_R0	-	5	+	1603965	1639593	1.025010	0.895486	1.466406
g22602	-	5	-	1653223	1658805	1.938918	1.693910	2.773867
g22603	-	5	-	1675474	1740514	1.200493	1.048794	1.717457
g22604	-	5	+	1740885	1745011	48.307137	42.202877	69.109467
adi2mcaRNA34027_R2	-	5	-	1748038	1769163	0.000000	0.000000	0.000000
g22608	-	5	-	1776520	1783091	0.000000	0.000000	0.000000
g22610	-	5	-	1800356	1811293	87.486511	76.431404	125.160515
g22611	-	5	+	1811488	1813935	7.102636	6.205122	10.161219
adi2mcaRNA544_R0	-	5	-	1824658	1826116	3.533477	3.086974	5.055086
g22616	-	5	-	1847497	1851385	407.826172	356.291809	583.446899
g22617	-	5	+	1851630	1854430	76.990494	67.261703	110.144638
g22618	-	5	+	1855305	1861115	63.962536	55.880001	91.506493
g22622	-	5	+	1879134	1891016	17.489777	15.279707	25.021336
g22623	-	5	+	1898826	1899677	22.115023	19.320490	31.638336
g22624	-	5	+	1913331	1933921	0.000000	0.000000	0.000000
g22625	-	5	+	1942072	1960105	64.175621	56.066162	91.811340
g22626	-	5	+	1966884	1974084	3.571014	3.119768	5.108787
g22627	-	5	-	1983878	1995166	24.713470	21.590588	35.355743
g22628	-	5	+	1995466	2008642	152.630112	133.343231	218.356674
g22630	-	5	-	2012937	2014115	0.000000	0.000000	0.000000
g22634	-	5	-	2051371	2052180	6.080864	5.312464	8.699445
g22635	-	5	+	2061576	2061896	0.000000	0.000000	0.000000
g22645	-	5	+	2150647	2156818	1.161659	1.014868	1.661900
g22647	-	5	-	2167464	2168606	0.000000	0.000000	0.000000
g22649	-	5	+	2187936	2188964	0.000000	0.000000	0.000000
g22655	-	5	-	2225450	2235314	0.000000	0.000000	0.000000
adi2mcaRNA22160_R0	-	5	-	2275675	2276352	0.292035	0.255132	0.417793
g22662	-	5	+	2370023	2388650	20.408409	17.829531	29.196812
g22663	-	5	+	2395381	2398532	22.006124	19.225353	31.482544
g22665	-	6	+	24839	26732	0.847737	0.740614	1.212795
adi2mcaRNA12045_R0	-	6	-	53939	112690	7.909388	6.909930	11.315380
g22674	-	6	+	122868	141921	2.978514	2.602138	4.261141
g22675	-	6	-	148916	156334	61.256527	53.515938	87.635208
g22676	-	6	+	158054	183974	39.918262	34.874050	57.108124
g22678	-	6	+	221590	228630	0.311031	0.271728	0.444969
g22680	-	6	-	241614	243743	9.218966	8.054025	13.188897
g22681	-	6	-	256566	261568	37.530926	32.788387	53.692734
adi2mcaRNA12031_R0	-	6	-	299524	338842	0.132261	0.115548	0.189216
g22691	-	6	-	399107	427892	0.000000	0.000000	0.000000
g22693	-	6	+	466168	499681	0.000000	0.000000	0.000000
adi2mcaRNA12030_R2	-	6	+	529811	541634	0.084507	0.073828	0.120898
g22717	-	6	+	713936	714340	0.693827	0.606153	0.992607
g22734	-	6	-	856914	926825	0.232404	0.203037	0.332483
g22735	-	6	-	936740	949341	4.342233	3.793533	6.212113
g22738	-	6	-	962033	972899	6.466823	5.649652	9.251608
g22740	-	6	-	1005562	1014516	1.791957	1.565519	2.563621
g22746	-	6	-	1107285	1114242	42.651470	37.261879	61.018326
g22747	-	6	-	1123389	1124876	4.788307	4.183239	6.850279
g22750	-	6	-	1174039	1202034	11.621556	10.153015	16.626106
g22751	-	6	-	1202432	1206316	0.435323	0.380314	0.622785
g22752	-	6	+	1207609	1210953	0.698655	0.610371	0.999514
g22754	-	6	-	1233150	1250247	9.229236	8.062996	13.203589
g22755	-	6	-	1255816	1334093	52.419518	45.795601	74.992744
g22757	-	6	-	1349783	1358285	19.760582	17.263565	28.270012
