Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21658	-	1	+	1737732	1742672	435.303558	323.011719	490.183105
g21659	-	1	-	1749946	1765665	8.923201	6.621353	10.048166
g21660	-	1	+	1765998	1773941	4.905824	3.640307	5.524311
g21661	-	1	-	1775583	1779292	539.681458	400.464081	607.720154
g21662	-	1	+	1779355	1781634	1417.711182	1051.995361	1596.444824
g21663	-	1	+	1788594	1809349	1.995966	1.481082	2.247601
g21664	-	1	+	1817015	1818862	0.490868	0.364243	0.552753
g21665	-	1	+	1821776	1822537	93.628609	69.475975	105.432549
g21666	-	1	-	1823732	1824430	10.486409	7.781312	11.808451
g21667	-	1	+	1824608	1835679	9.766251	7.246928	10.997501
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	14.744350	10.940866	16.603199
g21669	-	1	+	1847388	1850319	2.230971	1.655465	2.512234
g21670	-	1	-	1851564	1852055	1.164634	0.864202	1.311462
g21671	-	1	+	1856734	1862442	2.142379	1.589726	2.412473
g21672	-	1	+	1869053	1873028	27.589285	20.472294	31.067518
g21673	-	1	-	1874738	1876989	87.141029	64.661942	98.127068
g21674	-	1	+	1877095	1882171	2.618313	1.942887	2.948409
g21675	-	1	-	1883336	1889435	12.292880	9.121782	13.842667
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	8.258974	6.128471	9.300199
g21677	-	1	-	1902335	1909826	4.164659	3.090335	4.689705
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	4.545809	3.373162	5.118908
g21681	-	1	-	1938653	1940964	269.735840	200.154205	303.741943
g21682	-	1	-	1944937	1947079	0.000000	0.000000	0.000000
g21683	-	1	+	1953301	1968254	35.216190	26.131746	39.655964
g21684	-	1	+	1970772	1974318	1.287785	0.955585	1.450139
g21685	-	1	+	1984567	2003518	5.556439	4.123088	6.256950
g21686	-	1	+	2007243	2036975	25.601994	18.997648	28.829687
g21687	-	1	+	2041709	2042566	0.631702	0.468747	0.711342
g21690	-	1	+	2064873	2065865	9.323775	6.918594	10.499241
g21691	-	1	-	2071531	2083593	3.762681	2.792052	4.237050
g21692	-	1	+	2084265	2098448	4.142733	3.074065	4.665015
g21693	-	1	+	2103413	2104172	3.540230	2.626985	3.986554
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	3.203354	2.377010	3.607207
g21696	-	1	-	2175815	2178349	980.480469	727.553650	1104.091553
g21697	-	1	-	2183490	2184443	1.015723	0.753705	1.143777
g21698	-	1	-	2192681	2201442	104.272461	77.374115	117.418297
g21699	-	1	-	2206921	2207271	9.846154	7.306219	11.087478
g21700	-	1	-	2209757	2223543	153.189529	113.672432	172.502441
g21701	-	1	-	2230513	2232206	38.544060	28.601152	43.403385
g21702	-	1	+	2232380	2254937	86.790878	64.402122	97.732773
g21703	-	1	-	2256857	2267938	4.788153	3.552991	5.391805
g21704	-	1	+	2277230	2304315	1.665393	1.235785	1.875352
g21705	-	1	-	2311594	2345468	34.557011	25.642609	38.913681
g21706	-	1	+	2370843	2371787	67.274071	49.919907	75.755440
g21707	-	1	+	2390569	2392153	0.690058	0.512049	0.777055
g21708	-	1	-	2398989	2401514	47.522060	35.263168	53.513256
g21709	-	1	+	2402222	2416695	4.428215	3.285903	4.986488
g21710	-	1	-	2423039	2426056	105.919617	78.596367	119.273102
g21713	-	1	-	2457801	2480051	23.197166	17.213175	26.121677
g21714	-	1	+	2483360	2488971	59.542614	44.182873	67.049263
g21715	-	1	-	2492735	2501708	0.505287	0.374942	0.568990
g21716	-	1	-	2506259	2521776	30.033234	22.285797	33.819580
g21717	-	1	-	2531062	2533957	0.000000	0.000000	0.000000
g21721	-	1	+	2548946	2617412	0.000000	0.000000	0.000000
g21723	-	1	+	2619255	2625409	0.000000	0.000000	0.000000
adi2mcaRNA38266_R0	-	1	+	2645879	2655436	0.000000	0.000000	0.000000
g21727	-	1	+	2680167	2723369	21.811157	16.184704	24.560932
g21728	-	1	+	2731650	2732693	0.000000	0.000000	0.000000
g21730	-	1	-	2748256	2760020	28.285955	20.989250	31.852020
g21731	-	1	+	2762550	2764304	0.209231	0.155257	0.235609
g21732	-	1	-	2779907	2789826	11.108465	8.242902	12.508930
g21733	-	1	+	2802080	2810921	56.883930	42.210030	64.055397
g21738	-	1	+	2842437	2846764	0.532338	0.395015	0.599451
g21739	-	1	+	2861041	2874369	2.084525	1.546797	2.347325
g21740	-	1	-	2881617	2888372	59.086876	43.844700	66.536072
adi2mcaRNA32123_R6	-	1	+	2896312	2897842	1.366527	1.014015	1.538808
g21742	-	1	-	2898393	2899355	6.811106	5.054099	7.669795
g21743	-	1	+	2902908	2918764	45.058140	33.434845	50.738705
g21744	-	1	-	2920847	2924472	5.042281	3.741563	5.677971
g21745	-	1	-	2937235	2955005	11.466666	8.508700	12.912291
adi2mcaRNA331_R0	-	1	-	2991798	3049901	16.386091	12.159100	18.451918
g21750	-	1	-	3062915	3067597	22.922400	17.009289	25.812271
g21751	-	1	+	3068049	3089658	5.616972	4.168005	6.325114
g21752	-	1	-	3091241	3097303	19.994696	14.836822	22.515465
g21753	-	1	+	3098199	3120601	8.245240	6.118280	9.284733
g21754	-	1	+	3125992	3152597	97.155945	72.093391	109.404579
g21755	-	1	+	3165614	3172746	19.229881	14.269300	21.654230
g21756	-	1	+	3176728	3177291	0.000000	0.000000	0.000000
g21761	-	1	+	3194175	3199090	29.584751	21.953005	33.314560
g21763	-	1	-	3217532	3220768	1.707976	1.267383	1.923304
g21775	-	2	+	52673	65252	0.000000	0.000000	0.000000
g21799	-	2	-	208892	211608	0.320381	0.237735	0.360772
g21810	-	2	-	280449	280754	0.453159	0.336261	0.510290
g21826	-	2	+	332212	334114	0.425324	0.315607	0.478945
adi2mcaRNA32128_R8	-	2	+	381490	384988	0.010592	0.007860	0.011927
g21856	-	2	-	443526	445142	0.686905	0.509710	0.773504
g21864	-	2	-	472376	478155	0.000000	0.000000	0.000000
g21867	-	2	+	485734	488498	0.089684	0.066549	0.100991
g21868	-	2	+	488675	489445	0.116730	0.086618	0.131446
adi2mcaRNA27525_R0	-	2	+	490606	492350	0.000000	0.000000	0.000000
adi2mcaRNA26527_R5	-	2	+	500287	503943	0.000000	0.000000	0.000000
g21878	-	2	+	553648	598651	1.655634	1.228543	1.864363
g21879	-	2	-	607474	624823	17.515957	12.997502	19.724226
g21880	-	2	+	625616	647606	2.021583	1.500091	2.276448
g21881	-	2	+	685854	686894	8.051873	5.974795	9.066988
g21883	-	2	+	707569	709703	7.581081	5.625449	8.536842
g21884	-	2	+	710149	722230	12.150417	9.016069	13.682243
g21885	-	2	+	728410	732054	68.791298	51.045746	77.463943
g21886	-	2	-	736763	739427	5.399273	4.006465	6.079970
g21887	-	2	-	744846	745238	0.000000	0.000000	0.000000
g21888	-	2	-	748514	750619	0.000000	0.000000	0.000000
g21889	-	2	+	752337	753564	0.000000	0.000000	0.000000
adi2mcaRNA37122_R4	-	2	+	764157	765308	0.000000	0.000000	0.000000
g21892	-	2	-	765502	766458	0.521682	0.387108	0.587451
g21893	-	2	+	769271	777949	0.840625	0.623776	0.946604
g21894	-	2	+	781138	820334	76.688385	56.905685	86.356636
g21898	-	2	+	884061	886955	0.000000	0.000000	0.000000
g21900	-	2	-	953681	957634	0.168865	0.125304	0.190154
g21901	-	2	-	961956	987338	15.862344	11.770459	17.862141
g21902	-	2	-	990398	1006841	0.000000	0.000000	0.000000
g21903	-	2	+	1009003	1029567	287.151917	213.077591	323.353699
g21904	-	2	-	1041522	1062656	75.535461	56.050171	85.058365
g21905	-	2	+	1067970	1068872	0.800664	0.594123	0.901605
g21906	-	2	-	1071974	1129475	105.862717	78.554146	119.209038
g21907	-	2	-	1145506	1156476	19.243902	14.279704	21.670017
g21908	-	2	+	1156860	1160519	0.000000	0.000000	0.000000
g21909	-	2	+	1177892	1219935	5.316055	3.944714	5.986260
g21910	-	2	-	1234675	1235748	36.944134	27.413946	41.601749
g21913	-	2	-	1290848	1291675	0.543478	0.403281	0.611995
g21914	-	2	-	1297861	1299294	0.202233	0.150065	0.227729
g21915	-	2	+	1299552	1300028	0.415094	0.308015	0.467426
g21916	-	2	-	1304194	1322331	0.000000	0.000000	0.000000
g21921	-	2	-	1420387	1425461	0.000000	0.000000	0.000000
g21922	-	2	-	1438738	1439664	0.510464	0.378784	0.574819
adi2mcaRNA31266_R0	-	2	+	1456498	1458105	1.232040	0.914220	1.387366
g21926	-	2	+	1479550	1483095	0.080012	0.059372	0.090099
g21927	-	2	+	1483176	1483742	0.619047	0.459356	0.697091
g21940	-	2	+	1540851	1545611	0.092779	0.068846	0.104476
g21947	-	2	+	1677919	1693133	0.000000	0.000000	0.000000
g21952	-	2	+	1845692	1846126	0.758621	0.562926	0.854262
adi2mcaRNA13897_R4	-	2	-	1861863	1866688	0.000000	0.000000	0.000000
g21964	-	2	-	1903222	1904659	0.000000	0.000000	0.000000
g21973	-	2	-	1980495	1982276	0.505893	0.375392	0.569672
g21998	-	2	-	2086836	2087288	0.139073	0.103197	0.156606
g21999	-	2	-	2087875	2096656	0.400407	0.297117	0.450887
g22017	-	2	+	2209786	2210778	1.351964	1.003209	1.522409
g22020	-	2	+	2245719	2252833	0.000000	0.000000	0.000000
adi2mcaRNA39219_R2	-	2	+	2319828	2323168	0.879227	0.652420	0.990073
g22043	-	2	+	2381002	2387851	1.738972	1.290383	1.958207
g22044	-	2	-	2388599	2389980	1.455835	1.080285	1.639375
g22049	-	2	+	2404423	2406566	0.188459	0.139844	0.212218
g22055	-	2	-	2433275	2433961	1.721739	1.277596	1.938802
g22056	-	2	-	2434014	2439746	1.171224	0.869093	1.318882
g22057	-	2	+	2439781	2442704	0.000000	0.000000	0.000000
adi2mcaRNA3707_R2	-	2	+	2522420	2524977	0.000000	0.000000	0.000000
adi2mcaRNA9235_R5	-	2	-	2550355	2552309	0.000000	0.000000	0.000000
g22086	-	2	+	2557103	2558229	0.000000	0.000000	0.000000
adi2mcaRNA3707_R9	-	2	-	2568200	2571475	0.000000	0.000000	0.000000
g22095	-	2	-	2607821	2611811	0.000000	0.000000	0.000000
g22105	-	2	+	2690640	2691542	0.008638	0.006410	0.009727
adi2mcaRNA13580_R0	-	2	-	2784406	2799781	27.639736	20.509731	31.124331
g22122	-	2	-	2834451	2834975	0.000000	0.000000	0.000000
g22123	-	2	+	2843719	2845957	0.664583	0.493146	0.748368
g22129	-	2	+	2867677	2878251	0.000000	0.000000	0.000000
g22134	-	2	-	2893780	2896901	0.000000	0.000000	0.000000
adi2mcaRNA13572_R6	-	2	+	2907627	2909363	0.498371	0.369810	0.561202
g22140	-	2	+	2928969	2931902	0.140632	0.104354	0.158362
g22141	-	2	-	2933863	2934306	0.084459	0.062672	0.095107
g22145	-	2	+	2957956	2958492	0.491620	0.364801	0.553599
g22166	-	2	-	3034455	3035221	14.845574	11.015978	16.717184
g22168	-	2	+	3036135	3036719	0.834188	0.618999	0.939356
g22175	-	2	+	3054938	3056937	0.000000	0.000000	0.000000
g22179	-	2	+	3069944	3072761	0.556650	0.413055	0.626828
g22186	-	2	+	3089325	3091650	0.000000	0.000000	0.000000
g22188	-	2	-	3096141	3100155	0.000000	0.000000	0.000000
g22190	-	2	-	3105095	3107212	0.202644	0.150370	0.228192
g22197	-	2	+	3122679	3123422	0.295699	0.219420	0.332978
g22203	-	2	+	3192695	3195187	1.504053	1.116064	1.693672
g22205	-	2	+	3212722	3215133	0.000000	0.000000	0.000000
g22212	-	2	+	3271305	3275602	0.213917	0.158735	0.240886
g22214	-	2	+	3294635	3298608	0.000000	0.000000	0.000000
g22221	-	2	-	3325764	3328173	0.000000	0.000000	0.000000
g22223	-	2	+	3340291	3343569	0.000000	0.000000	0.000000
g22244	-	3	-	21794	22282	0.327197	0.242793	0.368447
g22248	-	3	-	39993	42230	0.388083	0.287972	0.437009
g22249	-	3	+	46351	55333	1.704239	1.264610	1.919096
g22250	-	3	+	55562	57264	3.742025	2.776724	4.213789
g22252	-	3	+	72739	103818	24.336542	18.058636	27.404697
g22253	-	3	-	105498	107241	1331.808960	988.252686	1499.712646
g22254	-	3	+	108354	114468	46.021858	34.149960	51.823925
g22255	-	3	+	123378	124586	1.141439	0.846991	1.285342
g22256	-	3	+	134917	136281	0.000000	0.000000	0.000000
g22257	-	3	+	140676	153160	1.378582	1.022960	1.552382
g22258	-	3	+	153185	202767	37.480991	27.812315	42.206291
g22259	-	3	-	215485	221741	1.839080	1.364667	2.070936
g22260	-	3	+	222203	225087	965.649109	716.548218	1087.390381
adi2mcaRNA4380_R0	-	3	-	230132	254017	37.194054	27.599398	41.883179
g22264	-	3	+	273299	288416	6.789802	5.038290	7.645805
g22265	-	3	+	288805	292767	0.635199	0.471342	0.715280
g22266	-	3	-	293033	360001	9.224079	6.844616	10.386976
g22267	-	3	-	363434	374928	84.509430	62.709198	95.163696
g22268	-	3	-	390508	402136	2.856417	2.119570	3.216531
g22269	-	3	+	402702	405516	4.535826	3.365755	5.107666
g22270	-	3	-	407601	408480	156.985382	116.489090	176.776825
g22271	-	3	+	409065	421159	4.701976	3.489044	5.294763
g22272	-	3	-	423585	431119	0.652626	0.484273	0.734904
g22273	-	3	+	433538	451455	17.765587	13.182738	20.005327
g22275	-	3	+	463107	464282	39.653057	29.424068	44.652191
g22276	-	3	+	466494	485984	76.713409	56.924255	86.384811
g22277	-	3	+	488690	499775	45.449970	33.725597	51.179935
g22278	-	3	+	502726	527931	32.538956	24.145138	36.641205
g22279	-	3	-	529848	530441	0.629630	0.467209	0.709009
g22281	-	3	-	537718	538995	488.240479	362.292908	549.793884
g22282	-	3	-	541328	541849	0.000000	0.000000	0.000000
g22283	-	3	-	546510	547058	2.765027	2.051755	3.113619
g22285	-	3	-	560929	561477	6.408015	4.754990	7.215886
g22288	-	3	-	640493	657587	20.311754	15.072091	22.872496
g22289	-	3	-	659016	662048	55.010704	40.820026	61.946011
adi2mcaRNA4360_R0	-	3	+	662247	692572	6.202385	4.602405	6.984332
adi2mcaRNA4352_R9	-	3	-	694822	699876	4.796460	3.559155	5.401159
g22292	-	4	+	150	1549	271.080566	201.152039	305.256226
g22293	-	4	+	3966	5045	1.217893	0.903723	1.371435
g22294	-	4	-	5852	6586	0.026291	0.019509	0.029606
g22295	-	4	+	9618	19952	176.814743	131.203232	199.106110
g22296	-	4	-	24805	79004	0.469102	0.348091	0.528243
g22297	-	4	+	81907	151576	87.359764	64.824257	98.373383
g22298	-	4	-	194155	195289	3.885714	2.883347	4.375593
g22299	-	4	+	201376	202642	0.000000	0.000000	0.000000
g22300	-	4	-	202879	206375	2.707989	2.009430	3.049390
g22301	-	4	-	223874	307635	14.455342	10.726411	16.277754
adi2mcaRNA33759_R0	-	4	+	337718	341309	0.431193	0.319962	0.485554
g22305	-	4	-	351949	352578	1.903175	1.412228	2.143112
adi2mcaRNA23975_R0	-	4	-	355546	394427	55.569309	41.234531	62.575039
g22307	-	4	+	402886	416463	0.000000	0.000000	0.000000
g22315	-	4	+	471405	519898	34.357975	25.494919	38.689552
g22316	-	4	+	526459	529793	4.380597	3.250569	4.932867
g22317	-	4	-	553046	574067	30.097837	22.333735	33.892330
g22318	-	4	+	581748	614954	7.283424	5.404576	8.201659
g22319	-	4	+	621279	625110	75.665215	56.146450	85.204475
g22320	-	4	-	626703	634084	0.000000	0.000000	0.000000
adi2mcaRNA11876_R3	-	4	+	648588	657161	0.211127	0.156664	0.237744
g22324	-	4	+	681723	687038	1.443182	1.070896	1.625127
g22325	-	4	-	732096	736329	19.525846	14.488917	21.987507
g22326	-	4	+	736760	741666	3.791183	2.813201	4.269145
g22327	-	4	-	743618	759498	2.184885	1.621267	2.460338
g22329	-	4	-	778251	779183	16.241156	12.051553	18.288710
g22330	-	4	-	784630	817728	102.574081	76.113853	115.505791
g22331	-	4	+	818147	834774	3.698686	2.744565	4.164987
g22332	-	4	-	838538	841981	2.346786	1.741404	2.642650
g22333	-	4	-	853818	865690	78.148148	57.988884	88.000427
g22334	-	4	+	865818	866129	497.182678	368.928375	559.863464
g22335	-	4	-	867417	871776	19.055798	14.140123	21.458199
g22336	-	4	+	872020	886138	73.139633	54.272377	82.360489
g22340	-	4	-	947896	948732	0.296296	0.219863	0.333651
g22343	-	4	+	973589	984814	2747.701904	2038.898804	3094.110107
g22344	-	4	+	999156	1010127	0.539007	0.399964	0.606961
g22345	-	4	-	1012942	1024450	0.000000	0.000000	0.000000
g22346	-	4	+	1026576	1040653	1.495505	1.109721	1.684046
g22347	-	4	-	1047763	1054019	5.165452	3.832961	5.816670
g22348	-	4	-	1058877	1062379	127.898819	94.905769	144.023270
g22349	-	4	+	1065976	1067247	0.000000	0.000000	0.000000
g22350	-	4	-	1075926	1095229	40.295753	29.900972	45.375916
g22351	-	4	+	1095595	1146880	15.015048	11.141734	16.908024
g22353	-	4	+	1187854	1193900	42.166222	31.288933	47.482197
g22354	-	4	-	1194025	1197569	0.000000	0.000000	0.000000
g22359	-	4	-	1237960	1239024	1.237559	0.918316	1.393580
g22361	-	4	+	1269848	1270849	0.853293	0.633176	0.960869
g22364	-	4	-	1310495	1311508	0.951677	0.706180	1.071657
g22366	-	4	+	1364911	1389158	135.066422	100.224396	152.094498
adi2mcaRNA24765_R5	-	4	+	1402630	1410166	8.404040	6.236116	9.463553
g22369	-	4	-	1413319	1413612	0.000000	0.000000	0.000000
adi2mcaRNA18601_R0	-	4	+	1419415	1424473	0.000000	0.000000	0.000000
adi2mcaRNA40046_R3	-	4	-	1427330	1431758	0.000000	0.000000	0.000000
g22372	-	4	+	1442400	1443293	0.000000	0.000000	0.000000
adi2mcaRNA40047_R0	-	4	-	1447681	1460218	5.304396	3.936063	5.973131
adi2mcaRNA29437_R0	-	4	+	1466800	1496430	26.634962	19.764151	29.992884
g22376	-	4	-	1501758	1506820	0.000000	0.000000	0.000000
g22377	-	4	+	1513561	1520610	2.952949	2.191200	3.325233
adi2mcaRNA29435_R0	-	4	-	1522644	1525343	0.000000	0.000000	0.000000
g22379	-	4	-	1537234	1546413	0.000000	0.000000	0.000000
g22380	-	4	+	1548875	1552126	21.927172	16.270792	24.691572
g22381	-	4	+	1554108	1564633	3.483796	2.585109	3.923005
g22382	-	4	-	1571070	1574805	0.483521	0.358791	0.544479
adi2mcaRNA29433_R0	-	4	+	1580802	1581728	0.000000	0.000000	0.000000
g22384	-	4	-	1598488	1616067	10.141737	7.525553	11.420325
g22385	-	4	+	1626169	1631441	0.000000	0.000000	0.000000
g22386	-	4	+	1631778	1632158	0.000000	0.000000	0.000000
g22387	-	4	-	1638231	1655672	0.000000	0.000000	0.000000
g22389	-	4	-	1671826	1678256	23.385542	17.352959	26.333801
g22391	-	4	-	1688435	1696501	407.963440	302.724304	459.396149
adi2mcaRNA29427_R0	-	4	-	1704859	1707158	35.380543	26.253702	39.841038
g22393	-	4	+	1708722	1725473	19.172773	14.226924	21.589922
g22394	-	4	+	1730790	1735611	11.728261	8.702814	13.206865
g22395	-	4	-	1736123	1742020	1.286645	0.954739	1.448855
g22396	-	4	-	1744830	1751346	59.250584	43.966179	66.720421
g22397	-	4	-	1780976	1787081	16.608974	12.324488	18.702900
g22398	-	4	+	1787294	1797526	9.497396	7.047428	10.694751
g22399	-	4	+	1802135	1821403	6.456675	4.791097	7.270680
g22400	-	4	+	1825396	1831729	26.550898	19.701771	29.898220
g22401	-	4	-	1846639	1852836	39.393776	29.231672	44.360226
g22402	-	4	+	1854404	1890013	35.547234	26.377394	40.028740
g22404	-	4	+	1895777	1907582	0.000000	0.000000	0.000000
adi2mcaRNA29409_R0	-	4	-	1910075	1919638	3.222046	2.390880	3.628256
adi2mcaRNA18102_R0	-	4	-	1932021	1933270	1.419333	1.053199	1.598271
adi2mcaRNA29406_R0	-	4	+	1977771	2026497	10.273504	7.623329	11.568705
g22412	-	4	-	2035148	2036497	0.336962	0.250039	0.379443
adi2mcaRNA34697_R2	-	4	-	2060396	2061081	2.597542	1.927475	2.925019
g22416	-	4	+	2069113	2098687	8.307616	6.164566	9.354973
g22417	-	4	+	2106181	2134255	6.072363	4.505923	6.837917
g22418	-	4	+	2139155	2148395	4.196237	3.113767	4.725265
g22421	-	4	-	2190065	2196919	10.152611	7.533622	11.432570
g22422	-	4	-	2199537	2208160	8.989990	6.670913	10.123375
g22423	-	4	-	2210453	2220683	20.799517	15.434029	23.421751
g22424	-	4	-	2222636	2232384	138.346436	102.658287	155.788025
g22425	-	4	-	2239498	2249778	6.117693	4.539560	6.888962
g22426	-	4	+	2253083	2254687	0.785670	0.582997	0.884721
g22427	-	4	-	2260673	2270395	17.855375	13.249365	20.106438
g22428	-	4	+	2270971	2275675	732.720337	543.706238	825.095764
g22433	-	4	-	2322988	2334653	14.742451	10.939457	16.601061
g22434	-	4	-	2334733	2338427	0.171717	0.127421	0.193366
g22436	-	4	+	2366472	2383752	0.373042	0.276811	0.420072
g22440	-	4	-	2469231	2471555	0.624884	0.463688	0.703664
g22442	-	4	+	2484805	2485857	0.000000	0.000000	0.000000
g22443	-	4	-	2486778	2495675	102.208931	75.842896	115.094604
g22444	-	4	+	2498727	2509025	3.474199	2.577987	3.912198
adi2mcaRNA22520_R0	-	4	-	2511281	2513567	1.347660	1.000015	1.517562
g22456	-	4	-	2673536	2677231	3.550211	2.634391	3.997793
g22462	-	4	-	2788177	2794821	3.640777	2.701595	4.099777
g22466	-	4	+	2815572	2832137	0.000000	0.000000	0.000000
g22467	-	4	+	2834592	2844559	1.302326	0.966375	1.466513
g22468	-	4	-	2846299	2852039	2.003003	1.486304	2.255525
g22469	-	4	-	2853334	2866440	4.613433	3.423342	5.195057
g22470	-	4	+	2867011	2876607	12.246999	9.087737	13.791001
g22472	-	4	-	2885258	2889395	10.692135	7.933969	12.040113
g22473	-	4	+	2909557	2923061	9.026906	6.698306	10.164946
g22446	-	4	-	2527002	2528013	42.927082	31.853521	48.338985
g22447	-	4	+	2528104	2535237	10.286015	7.632612	11.582792
adi2mcaRNA41381_R0	-	4	-	2538305	2581160	2949.115723	2188.355469	3320.916260
g22451	-	4	-	2592812	2594078	0.000000	0.000000	0.000000
g22452	-	4	-	2625510	2632579	887.247864	658.371521	999.104919
g22454	-	4	-	2662831	2664082	1011.110718	750.282410	1138.583374
g22455	-	4	-	2665506	2669830	170.327789	126.389664	191.801346
adi2mcaRNA3109_R0	-	5	-	15643	20765	0.000000	0.000000	0.000000
adi2mcaRNA3106_R0	-	5	+	26011	53961	13.099551	9.720363	14.751037
adi2mcaRNA3101_R0	-	5	+	63261	67639	0.000000	0.000000	0.000000
adi2mcaRNA2756_R6	-	5	-	74558	77874	0.050800	0.037696	0.057204
g22480	-	5	+	80117	98451	2.092683	1.552850	2.356512
g22481	-	5	-	109433	114104	0.000000	0.000000	0.000000
g22482	-	5	+	118522	134550	58.388367	43.326378	65.749504
g22483	-	5	-	140128	146093	482.354706	357.925446	543.166077
g22484	-	5	+	146222	151203	14.412766	10.694818	16.229811
g22485	-	5	-	152808	158239	0.486322	0.360869	0.547634
g22486	-	5	+	164292	173314	10.448692	7.753325	11.765979
g22487	-	5	+	176681	195812	49.357655	36.625248	55.580269
g22488	-	5	+	199636	200691	39.954544	29.647783	44.991692
g22489	-	5	+	207270	213237	7.611111	5.647732	8.570659
g22490	-	5	+	219450	221486	27.112421	20.118443	30.530537
adi2mcaRNA3062_R0	-	5	+	223509	260634	185.990952	138.012329	209.439178
g22493	-	5	-	262405	285150	37.590809	27.893805	42.329952
g22494	-	5	+	285618	290677	15.804223	11.727332	17.796692
g22495	-	5	-	294961	300624	190.654327	141.472733	214.690475
