Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g21634	-	1	+	1385571	1392430	17.531401	8.081966	11.210277
g21635	-	1	-	1396451	1417415	473.808380	218.425400	302.971985
g21636	-	1	+	1417568	1425363	45.703632	21.069349	29.224726
g21637	-	1	-	1427003	1427857	12.222222	5.634438	7.815376
g21638	-	1	-	1431855	1441370	6.257979	2.884925	4.001602
g21639	-	1	-	1442699	1443019	0.000000	0.000000	0.000000
g21640	-	1	-	1455017	1461600	58.477478	26.958086	37.392834
g21641	-	1	+	1461790	1482365	38.030037	17.531826	24.317923
g21642	-	1	-	1485768	1490221	62.443916	28.786612	39.929131
g21643	-	1	+	1498213	1500580	78.688408	36.275314	50.316509
g21644	-	1	-	1501925	1515543	22.708445	10.468581	14.520685
g21645	-	1	+	1515644	1593061	30.485600	14.053845	19.493710
g21647	-	1	-	1597433	1598451	0.402655	0.185624	0.257474
g21648	-	1	-	1600981	1603957	127.883484	58.954216	81.773804
g21649	-	1	+	1604161	1611958	572.367493	263.861115	365.994598
g21650	-	1	-	1624523	1637721	96.274193	44.382351	61.561562
g21651	-	1	-	1639760	1648770	21.103245	9.728584	13.494256
g21652	-	1	+	1664341	1667185	67.132301	30.947954	42.927074
g21653	-	1	+	1671954	1700430	18.539541	8.546718	11.854923
g21654	-	1	+	1701166	1707078	2.217877	1.022440	1.418199
g21655	-	1	-	1709460	1721830	9.334842	4.303357	5.969070
g21656	-	1	+	1721906	1725879	47.330441	21.819307	30.264973
g21657	-	1	-	1726722	1735015	155.871704	71.856773	99.670593
g21658	-	1	+	1737732	1742672	256.339722	118.172470	163.913849
g21659	-	1	-	1749946	1765665	26.846939	12.376425	17.167006
g21660	-	1	+	1765998	1773941	36.927509	17.023561	23.612923
g21661	-	1	-	1775583	1779292	831.649170	383.389801	531.789673
g21662	-	1	+	1779355	1781634	396.599274	182.832047	253.601395
g21663	-	1	+	1788594	1809349	10.277778	4.738050	6.572021
g21664	-	1	+	1817015	1818862	15.015982	6.922359	9.601818
g21665	-	1	+	1821776	1822537	14.713911	6.783105	9.408662
g21666	-	1	-	1823732	1824430	54.802574	25.263958	35.042953
g21667	-	1	+	1824608	1835679	96.616142	44.539989	61.780216
adi2mcaRNA15974_R0	-	1	-	1838697	1847254	45.608917	21.025686	29.164162
g21669	-	1	+	1847388	1850319	11.977693	5.521709	7.659015
g21670	-	1	-	1851564	1852055	3.615854	1.666907	2.312121
g21671	-	1	+	1856734	1862442	0.000000	0.000000	0.000000
g21672	-	1	+	1869053	1873028	22.955688	10.582560	14.678782
g21673	-	1	-	1874738	1876989	56.910255	26.235596	36.390690
g21674	-	1	+	1877095	1882171	14.339506	6.610505	9.169252
g21675	-	1	-	1883336	1889435	15.004854	6.917230	9.594703
adi2mcaRNA15965_R0	-	1	+	1892664	1901226	22.898077	10.556002	14.641945
g21677	-	1	-	1902335	1909826	47.123432	21.723877	30.132603
g21678	-	1	-	1924608	1926509	0.060463	0.027873	0.038662
adi2mcaRNA15962_R0	-	1	+	1932948	1937713	18.076023	8.333036	11.558531
g21681	-	1	-	1938653	1940964	395.224304	182.198196	252.722198
g21682	-	1	-	1944937	1947079	0.515848	0.237806	0.329854
g21683	-	1	+	1953301	1968254	32.704762	15.076878	20.912729
g21684	-	1	+	1970772	1974318	2.933748	1.352456	1.875956
g21685	-	1	+	1984567	2003518	21.489902	9.906833	13.741501
g21686	-	1	+	2007243	2036975	55.641235	25.650579	35.579227
g21687	-	1	+	2041709	2042566	20.062937	9.249003	12.829041
g21689	-	1	-	2059983	2060780	7.759398	3.577078	4.961668
g21690	-	1	+	2064873	2065865	21.630825	9.971798	13.831614
g21691	-	1	-	2071531	2083593	30.645512	14.127564	19.595963
g21692	-	1	+	2084265	2098448	50.073109	23.083675	32.018742
g21693	-	1	+	2103413	2104172	191.887924	88.460228	122.700790
adi2mcaRNA15941_R0	-	1	+	2136468	2169370	23.540356	10.852091	15.052643
g21696	-	1	-	2175815	2178349	57.971203	26.724693	37.069099
g21697	-	1	-	2183490	2184443	50.336479	23.205090	32.187153
g21698	-	1	-	2192681	2201442	6.918840	3.189581	4.424182
g21699	-	1	-	2206921	2207271	54.353275	25.056831	34.755653
g21700	-	1	-	2209757	2223543	87.741280	40.448681	56.105274
g21701	-	1	-	2230513	2232206	83.586205	38.533195	53.448357
g21702	-	1	+	2232380	2254937	34.999390	16.134701	22.380005
g21703	-	1	-	2256857	2267938	24.740620	11.405413	15.820140
g21704	-	1	+	2277230	2304315	10.294284	4.745659	6.582576
g21705	-	1	-	2311594	2345468	226.668533	104.494064	144.940903
g21706	-	1	+	2370843	2371787	26.078306	12.022085	16.675510
g21707	-	1	+	2390569	2392153	0.000000	0.000000	0.000000
g21708	-	1	-	2398989	2401514	45.227940	20.850056	28.920549
g21709	-	1	+	2402222	2416695	7.291199	3.361239	4.662283
g21710	-	1	-	2423039	2426056	272.116333	125.445480	174.002029
g21711	-	1	+	2445106	2445447	0.491228	0.226456	0.314111
g21713	-	1	-	2457801	2480051	21.566523	9.942156	13.790495
g21714	-	1	+	2483360	2488971	24.960228	11.506651	15.960566
g21715	-	1	-	2492735	2501708	0.395862	0.182492	0.253130
g21716	-	1	-	2506259	2521776	38.378956	17.692677	24.541037
g21717	-	1	-	2531062	2533957	2.426368	1.118554	1.551517
g21721	-	1	+	2548946	2617412	1.179579	0.543785	0.754270
g21723	-	1	+	2619255	2625409	1.745098	0.804489	1.115885
adi2mcaRNA38266_R0	-	1	+	2645879	2655436	18.248407	8.412506	11.668760
g21727	-	1	+	2680167	2723369	38.743828	17.860884	24.774349
g21728	-	1	+	2731650	2732693	0.306513	0.141302	0.195997
g21729	-	1	+	2741282	2742325	0.119732	0.055196	0.076561
g21730	-	1	-	2748256	2760020	28.587141	13.178657	18.279758
g21731	-	1	+	2762550	2764304	1.013617	0.467277	0.648147
g21732	-	1	-	2779907	2789826	141.365967	65.169632	90.395042
g21733	-	1	+	2802080	2810921	44.781250	20.644131	28.634916
g21734	-	1	-	2817403	2818158	0.000000	0.000000	0.000000
g21735	-	1	-	2818538	2818840	0.000000	0.000000	0.000000
g21736	-	1	+	2818940	2819770	0.000000	0.000000	0.000000
g21737	-	1	-	2820556	2823439	0.801366	0.369429	0.512425
g21738	-	1	+	2842437	2846764	3.982587	1.835971	2.546625
g21739	-	1	+	2861041	2874369	3.377820	1.557173	2.159913
g21740	-	1	-	2881617	2888372	26.501417	12.217139	16.946064
adi2mcaRNA32123_R6	-	1	+	2896312	2897842	1.806034	0.832581	1.154850
g21742	-	1	-	2898393	2899355	6.442279	2.969887	4.119450
g21743	-	1	+	2902908	2918764	243.020187	112.032173	155.396805
g21744	-	1	-	2920847	2924472	15.602756	7.192862	9.977025
g21745	-	1	-	2937235	2955005	54.551647	25.148279	34.882500
g21746	-	1	+	2960805	2961755	1.473251	0.679168	0.942055
g21747	-	1	+	2961767	2979106	6.631341	3.057045	4.240344
adi2mcaRNA331_R0	-	1	-	2991798	3049901	102.809082	47.394932	65.740227
g21750	-	1	-	3062915	3067597	42.012344	19.367668	26.864368
g21751	-	1	+	3068049	3089658	28.602573	13.185771	18.289627
g21752	-	1	-	3091241	3097303	98.422638	45.372784	62.935364
g21753	-	1	+	3098199	3120601	30.017075	13.837855	19.194115
g21754	-	1	+	3125992	3152597	42.059227	19.389280	26.894348
g21755	-	1	+	3165614	3172746	9.430737	4.347565	6.030390
g21756	-	1	+	3176728	3177291	1.964543	0.905653	1.256207
g21761	-	1	+	3194175	3199090	16.497511	7.605343	10.549167
g21762	-	1	+	3202783	3208946	0.000000	0.000000	0.000000
g21763	-	1	-	3217532	3220768	3.202415	1.476312	2.047752
g21777	-	2	+	69651	77802	0.156574	0.072181	0.100120
g21779	-	2	-	94869	95147	0.623656	0.287505	0.398791
g21781	-	2	-	104743	105093	0.293447	0.135279	0.187642
adi2mcaRNA41058_R4	-	2	+	108951	109364	0.198068	0.091309	0.126653
g21795	-	2	+	174011	175376	0.117371	0.054108	0.075052
g21799	-	2	-	208892	211608	0.547337	0.252322	0.349989
adi2mcaRNA5182_R2	-	2	-	316126	317115	1.409769	0.649903	0.901463
g21824	-	2	+	328452	329399	0.061182	0.028205	0.039122
g21826	-	2	+	332212	334114	0.232576	0.107217	0.148718
g21833	-	2	+	346565	346921	0.000000	0.000000	0.000000
g21834	-	2	+	350357	355127	0.000000	0.000000	0.000000
g21835	-	2	+	356295	360376	0.000000	0.000000	0.000000
g21836	-	2	+	360396	360878	0.000000	0.000000	0.000000
g21837	-	2	+	365652	368636	0.000000	0.000000	0.000000
g21838	-	2	-	372024	376954	0.134425	0.061970	0.085957
g21840	-	2	-	380191	380571	0.797900	0.367831	0.510209
adi2mcaRNA32128_R8	-	2	+	381490	384988	0.024059	0.011091	0.015384
g21842	-	2	-	388933	389558	0.000000	0.000000	0.000000
g21843	-	2	+	391374	392051	0.110619	0.050995	0.070734
g21844	-	2	-	396554	397069	0.000000	0.000000	0.000000
g21845	-	2	+	397463	397858	0.000000	0.000000	0.000000
g21846	-	2	+	398983	399711	0.000000	0.000000	0.000000
adi2mcaRNA24868_R1	-	2	+	404925	408268	0.000000	0.000000	0.000000
g21848	-	2	+	408339	409391	0.000000	0.000000	0.000000
g21852	-	2	+	420558	424547	0.000000	0.000000	0.000000
g21854	-	2	+	430976	431861	0.000000	0.000000	0.000000
g21856	-	2	-	443526	445142	1.014286	0.467585	0.648575
g21857	-	2	+	447636	447986	0.000000	0.000000	0.000000
g21858	-	2	+	452394	453655	0.321088	0.148021	0.205316
adi2mcaRNA19209_R9	-	2	+	453748	456189	0.000000	0.000000	0.000000
g21861	-	2	+	469017	470286	0.000000	0.000000	0.000000
g21862	-	2	+	470355	471086	0.000000	0.000000	0.000000
g21863	-	2	+	471170	471460	0.000000	0.000000	0.000000
g21864	-	2	-	472376	478155	1.836066	0.846425	1.174054
g21865	-	2	+	481474	481974	0.000000	0.000000	0.000000
g21866	-	2	+	482023	482460	0.000000	0.000000	0.000000
g21867	-	2	+	485734	488498	0.124746	0.057508	0.079768
g21868	-	2	+	488675	489445	0.352269	0.162396	0.225255
adi2mcaRNA27525_R0	-	2	+	490606	492350	0.000000	0.000000	0.000000
g21870	-	2	+	494105	495943	0.000000	0.000000	0.000000
adi2mcaRNA26527_R5	-	2	+	500287	503943	0.000000	0.000000	0.000000
g21873	-	2	+	512744	513142	0.000000	0.000000	0.000000
g21874	-	2	+	517191	517613	0.000000	0.000000	0.000000
g21875	-	2	+	519146	520009	0.000000	0.000000	0.000000
g21878	-	2	+	553648	598651	65.493637	30.192530	41.879246
g21879	-	2	-	607474	624823	56.142139	25.881496	35.899525
g21880	-	2	+	625616	647606	4.442846	2.048149	2.840933
g21881	-	2	+	685854	686894	1.282421	0.591195	0.820031
g21883	-	2	+	707569	709703	81.362610	37.508118	52.026497
g21884	-	2	+	710149	722230	176.585342	81.405746	112.915718
g21885	-	2	+	728410	732054	601.055786	277.086365	384.339081
g21886	-	2	-	736763	739427	2.997133	1.381677	1.916486
g21887	-	2	-	744846	745238	0.000000	0.000000	0.000000
g21888	-	2	-	748514	750619	0.000000	0.000000	0.000000
g21889	-	2	+	752337	753564	0.000000	0.000000	0.000000
adi2mcaRNA37122_R4	-	2	+	764157	765308	0.519798	0.239627	0.332380
g21892	-	2	-	765502	766458	0.023199	0.010695	0.014834
g21893	-	2	+	769271	777949	7.413542	3.417639	4.740515
g21894	-	2	+	781138	820334	103.712120	47.811230	66.317665
g21898	-	2	+	884061	886955	0.244615	0.112767	0.156417
g21900	-	2	-	953681	957634	2.379068	1.096749	1.521271
g21901	-	2	-	961956	987338	26.434582	12.186328	16.903326
g21902	-	2	-	990398	1006841	0.000000	0.000000	0.000000
g21903	-	2	+	1009003	1029567	60.541641	27.909664	38.712742
g21904	-	2	-	1041522	1062656	30.302128	13.969265	19.376390
g21905	-	2	+	1067970	1068872	1.727575	0.796411	1.104680
g21906	-	2	-	1071974	1129475	38.720131	17.849960	24.759197
g21907	-	2	-	1145506	1156476	52.665310	24.278681	33.676300
g21908	-	2	+	1156860	1160519	16.782986	7.736947	10.731711
g21909	-	2	+	1177892	1219935	40.154072	18.511005	25.676115
g21910	-	2	-	1234675	1235748	94.002792	43.335236	60.109135
g21911	-	2	-	1246929	1247648	1.938345	0.893576	1.239455
g21912	-	2	-	1281284	1282471	0.000000	0.000000	0.000000
g21913	-	2	-	1290848	1291675	0.297101	0.136963	0.189978
g21914	-	2	-	1297861	1299294	0.404884	0.186651	0.258899
g21915	-	2	+	1299552	1300028	1.240252	0.571756	0.793067
g21916	-	2	-	1304194	1322331	0.371840	0.171418	0.237769
adi2mcaRNA30308_R0	-	2	-	1365735	1370798	0.000000	0.000000	0.000000
g21921	-	2	-	1420387	1425461	0.162912	0.075102	0.104172
g21922	-	2	-	1438738	1439664	0.765015	0.352671	0.489181
adi2mcaRNA31266_R0	-	2	+	1456498	1458105	2.288434	1.054967	1.463316
g21924	-	2	-	1460182	1463226	0.000000	0.000000	0.000000
g21926	-	2	+	1479550	1483095	0.239728	0.110514	0.153292
g21927	-	2	+	1483176	1483742	1.313051	0.605316	0.839617
g21930	-	2	-	1511630	1512193	0.163120	0.075198	0.104305
g21940	-	2	+	1540851	1545611	0.884471	0.407741	0.565566
g21944	-	2	+	1641639	1642025	2.628767	1.211860	1.680938
g21945	-	2	-	1644426	1645157	0.151639	0.069905	0.096964
g21946	-	2	-	1648954	1649340	2.013781	0.928352	1.287692
g21947	-	2	+	1677919	1693133	0.000000	0.000000	0.000000
adi2mcaRNA13897_R4	-	2	-	1861863	1866688	0.000000	0.000000	0.000000
g21964	-	2	-	1903222	1904659	0.152871	0.070473	0.097752
g21973	-	2	-	1980495	1982276	0.245960	0.113387	0.157277
adi2mcaRNA8211_R1	-	2	-	1986379	2025301	0.000000	0.000000	0.000000
adi2mcaRNA19209_R1	-	2	-	2027457	2029858	0.000000	0.000000	0.000000
g21995	-	2	+	2075072	2075854	0.000000	0.000000	0.000000
g21996	-	2	+	2075956	2080437	0.066711	0.030754	0.042658
g21997	-	2	+	2080856	2083836	0.000000	0.000000	0.000000
g21998	-	2	-	2086836	2087288	0.178809	0.082431	0.114338
g21999	-	2	-	2087875	2096656	0.696592	0.321129	0.445429
g22000	-	2	-	2096911	2098266	0.076991	0.035493	0.049231
g22001	-	2	-	2098835	2099662	0.067029	0.030900	0.042861
g22002	-	2	-	2100027	2107378	0.000000	0.000000	0.000000
g22004	-	2	+	2122693	2124736	0.000000	0.000000	0.000000
g22014	-	2	-	2187825	2196695	0.277442	0.127901	0.177407
g22016	-	2	-	2197983	2209106	0.000000	0.000000	0.000000
g22017	-	2	+	2209786	2210778	1.270292	0.585604	0.812275
g22020	-	2	+	2245719	2252833	0.077005	0.035499	0.049240
adi2mcaRNA567_R7	-	2	-	2279918	2283439	0.000000	0.000000	0.000000
g22027	-	2	+	2284220	2284666	0.335570	0.154698	0.214577
adi2mcaRNA39219_R2	-	2	+	2319828	2323168	0.999068	0.460570	0.638844
g22037	-	2	-	2329012	2331575	0.000000	0.000000	0.000000
g22038	-	2	+	2334003	2335908	0.000000	0.000000	0.000000
g22043	-	2	+	2381002	2387851	4.379496	2.018945	2.800425
g22044	-	2	-	2388599	2389980	1.772295	0.817027	1.133276
g22046	-	2	+	2401839	2402645	0.148699	0.068550	0.095084
g22049	-	2	+	2404423	2406566	0.292911	0.135032	0.187299
g22050	-	2	+	2423225	2423611	1.524548	0.702816	0.974857
g22051	-	2	+	2423731	2424453	0.000000	0.000000	0.000000
g22056	-	2	-	2434014	2439746	0.122256	0.056360	0.078175
g22057	-	2	+	2439781	2442704	0.266133	0.122687	0.170176
g22063	-	2	-	2464659	2467368	0.000000	0.000000	0.000000
g22067	-	2	+	2482412	2484130	0.000000	0.000000	0.000000
adi2mcaRNA26191_R3	-	2	+	2484357	2486123	0.000000	0.000000	0.000000
g22069	-	2	-	2486832	2487812	0.116208	0.053572	0.074308
adi2mcaRNA28641_R5	-	2	-	2491978	2493689	0.217822	0.100416	0.139284
adi2mcaRNA3707_R2	-	2	+	2522420	2524977	0.000000	0.000000	0.000000
g22082	-	2	-	2541862	2545966	0.000000	0.000000	0.000000
adi2mcaRNA9235_R5	-	2	-	2550355	2552309	0.000000	0.000000	0.000000
g22085	-	2	+	2554961	2556807	0.000000	0.000000	0.000000
adi2mcaRNA3707_R9	-	2	-	2568200	2571475	0.000000	0.000000	0.000000
g22095	-	2	-	2607821	2611811	0.344553	0.158839	0.220321
g22102	-	2	+	2656370	2660773	0.000000	0.000000	0.000000
g22104	-	2	+	2686282	2690223	0.000000	0.000000	0.000000
g22105	-	2	+	2690640	2691542	0.299557	0.138096	0.191549
g22109	-	2	-	2711063	2711428	3.114754	1.435900	1.991698
g22111	-	2	+	2714169	2721821	0.146574	0.067571	0.093725
g22115	-	2	+	2744301	2745368	0.080993	0.037338	0.051790
adi2mcaRNA13580_R0	-	2	-	2784406	2799781	145.741867	67.186928	93.193169
g22122	-	2	-	2834451	2834975	0.000000	0.000000	0.000000
g22123	-	2	+	2843719	2845957	1.297917	0.598339	0.829940
g22128	-	2	-	2865700	2867195	0.000000	0.000000	0.000000
g22129	-	2	+	2867677	2878251	0.810453	0.373618	0.518236
g22134	-	2	-	2893780	2896901	0.173612	0.080035	0.111014
g22135	-	2	-	2896940	2897698	0.328063	0.151237	0.209777
adi2mcaRNA10172_R9	-	2	-	2903073	2906465	0.000000	0.000000	0.000000
adi2mcaRNA13572_R6	-	2	+	2907627	2909363	0.426167	0.196463	0.272508
g22140	-	2	+	2928969	2931902	0.274143	0.126380	0.175298
g22141	-	2	-	2933863	2934306	1.452706	0.669697	0.928918
g22145	-	2	+	2957956	2958492	1.310986	0.604364	0.838297
adi2mcaRNA6051_R0	-	2	+	2998714	3002272	0.316456	0.145886	0.202355
adi2mcaRNA2762_R2	-	2	+	3013942	3017408	0.000000	0.000000	0.000000
g22163	-	2	+	3019202	3019828	0.762887	0.351690	0.487820
adi2mcaRNA17245_R4	-	2	+	3019907	3020991	0.196190	0.090443	0.125452
g22165	-	2	+	3022347	3031695	0.574944	0.265049	0.367642
g22166	-	2	-	3034455	3035221	8.871940	4.089960	5.673072
g22167	-	2	+	3035603	3035923	1.190031	0.548604	0.760953
g22168	-	2	+	3036135	3036719	2.683760	1.237212	1.716103
g22169	-	2	-	3037241	3037690	0.333333	0.153666	0.213146
g22175	-	2	+	3054938	3056937	1.004348	0.463004	0.642220
g22177	-	2	+	3059403	3065817	0.306330	0.141218	0.195880
g22179	-	2	+	3069944	3072761	0.000000	0.000000	0.000000
g22184	-	2	-	3083145	3083561	0.393285	0.181304	0.251482
g22190	-	2	-	3105095	3107212	0.307273	0.141653	0.196483
g22193	-	2	-	3113352	3114538	0.000000	0.000000	0.000000
g22197	-	2	+	3122679	3123422	0.526882	0.242892	0.336909
g22198	-	2	+	3139995	3142606	0.000000	0.000000	0.000000
g22202	-	2	-	3174707	3192267	0.000000	0.000000	0.000000
g22203	-	2	+	3192695	3195187	0.000000	0.000000	0.000000
adi2mcaRNA13434_R7	-	2	-	3211291	3212311	0.000000	0.000000	0.000000
g22210	-	2	+	3265547	3267208	0.163538	0.075391	0.104573
g22211	-	2	-	3268131	3269477	0.051225	0.023615	0.032755
g22212	-	2	+	3271305	3275602	0.090864	0.041888	0.058102
adi2mcaRNA29808_R3	-	2	+	3281552	3282675	0.000000	0.000000	0.000000
g22214	-	2	+	3294635	3298608	0.314613	0.145036	0.201176
g22215	-	2	+	3298781	3299602	0.048662	0.022433	0.031116
g22217	-	2	-	3305545	3306042	0.000000	0.000000	0.000000
g22221	-	2	-	3325764	3328173	0.000000	0.000000	0.000000
g22223	-	2	+	3340291	3343569	0.607680	0.280140	0.388575
g22225	-	2	-	3375597	3377887	0.272390	0.125572	0.174177
g22227	-	2	-	3387321	3392288	0.000000	0.000000	0.000000
g22240	-	2	+	3441532	3445804	0.000000	0.000000	0.000000
g22244	-	3	-	21794	22282	0.874645	0.403211	0.559283
g22246	-	3	-	31649	32011	0.082645	0.038099	0.052847
g22248	-	3	-	39993	42230	0.770057	0.354996	0.492405
g22249	-	3	+	46351	55333	14.471977	6.671574	9.253960
g22250	-	3	+	55562	57264	23.299967	10.741272	14.898928
g22252	-	3	+	72739	103818	36.407986	16.784061	23.280718
g22253	-	3	-	105498	107241	1128.840210	520.394714	721.825439
g22254	-	3	+	108354	114468	93.727684	43.208412	59.933224
g22255	-	3	+	123378	124586	1.267163	0.584161	0.810275
g22256	-	3	+	134917	136281	0.369850	0.170501	0.236497
g22257	-	3	+	140676	153160	1.905732	0.878541	1.218601
g22258	-	3	+	153185	202767	66.827911	30.807631	42.732433
g22259	-	3	-	215485	221741	21.588760	9.952407	13.804714
g22260	-	3	+	222203	225087	1415.244019	652.426697	904.963501
adi2mcaRNA4380_R0	-	3	-	230132	254017	409.408813	188.737228	261.792328
g22264	-	3	+	273299	288416	10.511273	4.845691	6.721327
g22265	-	3	+	288805	292767	1.099912	0.507059	0.703328
g22266	-	3	-	293033	360001	24.730747	11.400861	15.813828
g22267	-	3	-	363434	374928	47.066364	21.697569	30.096111
g22268	-	3	-	390508	402136	0.000000	0.000000	0.000000
g22269	-	3	+	402702	405516	35.750778	16.481089	22.860476
g22270	-	3	-	407601	408480	270.725159	124.804146	173.112473
g22271	-	3	+	409065	421159	5.559767	2.563049	3.555137
g22272	-	3	-	423585	431119	15.407176	7.102700	9.851963
g22273	-	3	+	433538	451455	58.555889	26.994232	37.442970
g22275	-	3	+	463107	464282	47.650509	21.966858	30.469637
g22276	-	3	+	466494	485984	30.514652	14.067239	19.512285
g22277	-	3	+	488690	499775	146.442322	67.509834	93.641060
g22278	-	3	+	502726	527931	18.527418	8.541130	11.847171
g22279	-	3	-	529848	530441	13.012345	5.998684	8.320613
g22280	-	3	-	531618	532199	9.745705	4.492764	6.231792
g22281	-	3	-	537718	538995	3878.970215	1788.203125	2480.368164
g22282	-	3	-	541328	541849	0.149425	0.068885	0.095548
g22285	-	3	-	560929	561477	0.255009	0.117559	0.163063
g22288	-	3	-	640493	657587	30.515608	14.067678	19.512897
g22289	-	3	-	659016	662048	60.481651	27.882008	38.674381
adi2mcaRNA4360_R0	-	3	+	662247	692572	29.389381	13.548489	18.792744
adi2mcaRNA4352_R9	-	3	-	694822	699876	2.899705	1.336762	1.854187
g22292	-	4	+	150	1549	132.722229	61.184875	84.867889
g22293	-	4	+	3966	5045	1.568296	0.722984	1.002831
g22294	-	4	-	5852	6586	0.081646	0.037639	0.052208
g22295	-	4	+	9618	19952	70.255463	32.387730	44.924149
g22296	-	4	-	24805	79004	8.390411	3.867975	5.365164
g22297	-	4	+	81907	151576	28.721409	13.240554	18.365614
g22298	-	4	-	194155	195289	17.335714	7.991755	11.085147
g22299	-	4	+	201376	202642	0.000000	0.000000	0.000000
g22300	-	4	-	202879	206375	14.796144	6.821014	9.461245
g22301	-	4	-	223874	307635	47.947819	22.103918	30.659750
g22302	-	4	+	317701	329284	21.776569	10.038987	13.924808
adi2mcaRNA33759_R0	-	4	+	337718	341309	37.256882	17.175402	23.823536
g22304	-	4	-	342447	345894	0.000000	0.000000	0.000000
g22305	-	4	-	351949	352578	3.258730	1.502273	2.083762
adi2mcaRNA23975_R0	-	4	-	355546	394427	63.360935	29.209356	40.515511
g22307	-	4	+	402886	416463	0.113169	0.052171	0.072365
g22309	-	4	+	427595	428482	0.156532	0.072161	0.100093
g22310	-	4	-	437225	437842	0.048544	0.022379	0.031041
g22311	-	4	+	439860	443024	0.155450	0.071662	0.099401
g22312	-	4	-	448148	448876	0.406036	0.187182	0.259636
g22314	-	4	+	464666	468607	0.071537	0.032979	0.045744
g22315	-	4	+	471405	519898	47.517982	21.905764	30.384895
g22317	-	4	-	553046	574067	23.001221	10.603551	14.707898
g22318	-	4	+	581748	614954	50.810543	23.423634	32.490288
g22319	-	4	+	621279	625110	22.871111	10.543571	14.624701
g22320	-	4	-	626703	634084	1.001558	0.461718	0.640436
adi2mcaRNA11876_R3	-	4	+	648588	657161	1.157191	0.533464	0.739954
g22323	-	4	-	667293	669192	0.000000	0.000000	0.000000
g22324	-	4	+	681723	687038	28.405304	13.094830	18.163485
g22325	-	4	-	732096	736329	24.044563	11.084530	15.375053
g22326	-	4	+	736760	741666	13.723125	6.326354	8.775114
