"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0023051",0.0395632938456658,1,1,1,"regulation of signaling","BP"
"GO:0030155",0.0395632938456658,1,1,1,"regulation of cell adhesion","BP"
"GO:0048024",0.0404832293239427,1,1,1,"regulation of mRNA splicing, via spliceosome","BP"
"GO:0006729",0.0418897365880688,0.996990361666873,2,5,"tetrahydrobiopterin biosynthetic process","BP"
"GO:0006207",0.0420195145171578,0.996425433455452,2,8,"'de novo' pyrimidine nucleobase biosynthetic process","BP"
"GO:0006348",0.0427462080759405,1,1,1,"chromatin silencing at telomere","BP"
"GO:0006434",0.0429704489385165,1,1,1,"seryl-tRNA aminoacylation","BP"
"GO:0050794",0.0442399058595564,1,1,1,"regulation of cellular process","BP"
"GO:0006265",0.0449526145768135,0.996030734119973,2,8,"DNA topological change","BP"
"GO:0007411",0.0454698454068273,1,1,1,"axon guidance","BP"
"GO:0016319",0.0454698454068273,1,1,1,"mushroom body development","BP"
"GO:0016322",0.0454698454068273,1,1,1,"neuron remodeling","BP"
"GO:0031103",0.0454698454068273,1,1,1,"axon regeneration","BP"
"GO:0042752",0.0454698454068273,1,1,1,"regulation of circadian rhythm","BP"
"GO:0045475",0.0454698454068273,1,1,1,"locomotor rhythm","BP"
"GO:0048526",0.0454698454068273,1,1,1,"imaginal disc-derived wing expansion","BP"
"GO:0048842",0.0454698454068273,1,1,1,"positive regulation of axon extension involved in axon guidance","BP"
"GO:0051315",0.0469601199466606,1,1,1,"attachment of mitotic spindle microtubules to kinetochore","BP"
"GO:0000165",0.0473365324125203,1,1,1,"MAPK cascade","BP"
"GO:0010387",0.048022774810904,1,1,1,"COP9 signalosome assembly","BP"
"GO:0018095",0.0481198094422064,1,1,1,"protein polyglutamylation","BP"
"GO:0009264",0.0481368228418692,1,1,1,"deoxyribonucleotide catabolic process","BP"
"GO:0043484",0.0482238749933663,1,1,1,"regulation of RNA splicing","BP"
"GO:0002092",0.0489872153779751,1,1,1,"positive regulation of receptor internalization","BP"
"GO:0097061",0.0489872153779751,1,1,1,"dendritic spine organization","BP"
"GO:0097062",0.0489872153779751,1,1,1,"dendritic spine maintenance","BP"
"GO:0000786",3.99740839113964e-24,1,30,46,"nucleosome","CC"
"GO:0005634",1.41245095178065e-13,1,56,379,"nucleus","CC"
"GO:0005839",1.16360836545411e-06,0.999999974000821,6,9,"proteasome core complex","CC"
"GO:0071011",0.000154002465416477,1,3,3,"precatalytic spliceosome","CC"
"GO:0046540",0.00138606369449665,0.999961771997621,3,5,"U4/U6 x U5 tri-snRNP complex","CC"
"GO:0005786",0.0023630610068954,1,2,2,"signal recognition particle, endoplasmic reticulum targeting","CC"
"GO:0070652",0.00273967535058219,0.9998741639185,3,7,"HAUS complex","CC"
"GO:0048500",0.00748598486513623,0.999868847562237,2,3,"signal recognition particle","CC"
"GO:0005680",0.00773585327902979,0.999447840631343,3,8,"anaphase-promoting complex","CC"
"GO:0005750",0.0110169927118249,0.999763137416733,2,3,"mitochondrial respiratory chain complex III","CC"
"GO:0005682",0.022696304890169,1,1,1,"U5 snRNP","CC"
"GO:0071005",0.022696304890169,1,1,1,"U2-type precatalytic spliceosome","CC"
"GO:0043625",0.0407074985797278,1,1,1,"delta DNA polymerase complex","CC"
"GO:0005667",0.0409594546872443,0.993396033290833,3,17,"transcription regulator complex","CC"
"GO:0031307",0.0412459152966386,1,1,1,"integral component of mitochondrial outer membrane","CC"
"GO:0000974",0.0428118996479409,1,1,1,"Prp19 complex","CC"
"GO:0005838",0.0462538039649336,1,1,1,"proteasome regulatory particle","CC"
"GO:0031213",0.0474506596029747,1,1,1,"RSF complex","CC"
"GO:0036396",0.0476315631686747,1,1,1,"RNA N6-methyladenosine methyltransferase complex","CC"
"GO:0034457",0.0480048910739786,1,1,1,"Mpp10 complex","CC"
"GO:0031464",0.0481695991576286,1,1,1,"Cul4A-RING E3 ubiquitin ligase complex","CC"
"GO:0005751",0.0485687471264084,1,1,1,"mitochondrial respiratory chain complex IV","CC"
"GO:0014069",0.0489872153779751,1,1,1,"postsynaptic density","CC"
"GO:0032588",0.0489872153779751,1,1,1,"trans-Golgi network membrane","CC"
"GO:0098842",0.0489872153779751,1,1,1,"postsynaptic early endosome","CC"
"GO:0003677",7.25180178824105e-20,1,103,690,"DNA binding","MF"
"GO:0003723",7.88030354965174e-07,0.999999749306959,30,239,"RNA binding","MF"
"GO:0003676",1.22754160819275e-05,0.999992790330669,103,1224,"nucleic acid binding","MF"
"GO:0008312",2.9790285766645e-05,0.999999690696554,4,5,"7S RNA binding","MF"
"GO:0003918",5.3116626285294e-05,1,3,3,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF"
"GO:0009055",5.43885189111745e-05,0.999992500294755,9,34,"electron transfer activity","MF"
"GO:0004298",0.000549872358823897,0.999955021984491,5,14,"threonine-type endopeptidase activity","MF"
"GO:0046982",0.00130872334449742,0.99973594723195,8,43,"protein heterodimerization activity","MF"
"GO:0003700",0.00167971317134882,0.999269412624322,22,201,"DNA-binding transcription factor activity","MF"
"GO:0004642",0.00177036403974383,1,2,2,"phosphoribosylformylglycinamidine synthase activity","MF"
"GO:0003938",0.00178898180799228,1,2,2,"IMP dehydrogenase activity","MF"
"GO:0030942",0.0023630610068954,1,2,2,"endoplasmic reticulum signal peptide binding","MF"
"GO:0004613",0.00239378193349647,1,2,2,"phosphoenolpyruvate carboxykinase (GTP) activity","MF"
"GO:0030337",0.00266392145199929,1,2,2,"DNA polymerase processivity factor activity","MF"
"GO:0008093",0.00301132138522737,1,2,2,"cytoskeletal anchor activity","MF"
"GO:0070840",0.00301132138522737,1,2,2,"dynein complex binding","MF"
"GO:0016891",0.00391027437985343,1,2,2,"endoribonuclease activity, producing 5'-phosphomonoesters","MF"
"GO:0051537",0.00394595957036028,0.999602794655492,4,14,"2 iron, 2 sulfur cluster binding","MF"
"GO:0016616",0.00511861467387058,0.999705189809663,3,7,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF"
"GO:0019904",0.00535915766692279,0.999665719627064,3,8,"protein domain specific binding","MF"
"GO:0004683",0.00627432239422995,0.999899817329265,2,3,"calmodulin-dependent protein kinase activity","MF"
"GO:0005471",0.0103631465682986,0.999784336565127,2,3,"ATP:ADP antiporter activity","MF"
"GO:0003824",0.0108196623600201,0.994998682964533,17,176,"catalytic activity","MF"
"GO:0016274",0.0127968958037811,0.998780242836928,3,11,"protein-arginine N-methyltransferase activity","MF"
"GO:0004146",0.0139750247965896,0.999521451590313,2,4,"dihydrofolate reductase activity","MF"
"GO:0042803",0.0170063831331452,0.999353159255026,2,4,"protein homodimerization activity","MF"
"GO:0004402",0.0176477289783084,0.998062866657249,3,12,"histone acetyltransferase activity","MF"
"GO:0017025",0.0193067554381628,0.999091360955005,2,5,"TBP-class protein binding","MF"
"GO:0017128",0.0193358785254183,0.999089253778407,2,5,"phospholipid scramblase activity","MF"
"GO:0050681",0.022696304890169,1,1,1,"androgen receptor binding","MF"
"GO:0016301",0.0258848651249323,0.993764533531563,5,33,"kinase activity","MF"
"GO:0016639",0.0276579443988093,0.99841906579471,2,5,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","MF"
"GO:0000981",0.0317479413463388,0.984207486077836,15,149,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"GO:0004017",0.0333051629531526,0.997715838736538,2,6,"adenylate kinase activity","MF"
"GO:0004070",0.0350299608476129,1,1,1,"aspartate carbamoyltransferase activity","MF"
"GO:0004767",0.0370639474171987,1,1,1,"sphingomyelin phosphodiesterase activity","MF"
"GO:0003883",0.038259038895372,1,1,1,"CTP synthase activity","MF"
"GO:0008094",0.040630532535011,0.996726929052752,2,7,"DNA-dependent ATPase activity","MF"
"GO:0015269",0.0422525169949461,0.996696177521327,2,6,"calcium-activated potassium channel activity","MF"
"GO:0004828",0.0429704489385165,1,1,1,"serine-tRNA ligase activity","MF"
"GO:0003688",0.0448435294423585,1,1,1,"DNA replication origin binding","MF"
"GO:0016671",0.0455124297585757,1,1,1,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF"
"GO:0004526",0.0456557703595314,0.996272949294617,2,6,"ribonuclease P activity","MF"
"GO:0004518",0.0463584354449944,0.992147775705942,3,17,"nuclease activity","MF"
"GO:0003963",0.0477673742912233,1,1,1,"RNA-3'-phosphate cyclase activity","MF"
"GO:0004108",0.0477990979757273,1,1,1,"citrate (Si)-synthase activity","MF"
"GO:0019843",0.0479077901428594,0.99598258743592,2,6,"rRNA binding","MF"
"GO:0004139",0.0481368228418692,1,1,1,"deoxyribose-phosphate aldolase activity","MF"
"GO:0017174",0.0492703139346928,1,1,1,"glycine N-methyltransferase activity","MF"
"GO:0005524",0.0494456615100327,0.961857378593642,78,1441,"ATP binding","MF"
