"","moduleCluster","moduleColor","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"492",2,"coral1","GO:0030234",0.0466050737149558,0.999082393560495,1,6,"enzyme regulator activity","MF"
"493",2,"coral1","GO:0005747",0.0265622407645222,0.999733683648292,1,4,"mitochondrial respiratory chain complex I","CC"
"494",2,"coral1","GO:0019236",0.0293387084378341,0.999674713987453,1,4,"response to pheromone","BP"
"495",2,"coral1","GO:0032299",4.50700444928558e-07,1,3,3,"ribonuclease H2 complex","CC"
"496",2,"coral1","GO:0006120",3.13941601335247e-05,1,2,2,"mitochondrial electron transport, NADH to ubiquinone","BP"
"497",2,"coral1","GO:0000387",6.69078343382299e-05,0.999998979010961,3,12,"spliceosomal snRNP assembly","BP"
"498",2,"coral1","GO:0005634",0.000116749859264568,0.999975257675888,11,379,"nucleus","CC"
"499",2,"coral1","GO:0042989",0.0247817359366905,0.999768366081031,1,4,"sequestering of actin monomers","BP"
"500",2,"coral1","GO:0005732",0.0251881715968899,0.999760664447192,1,4,"small nucleolar ribonucleoprotein complex","CC"
"501",2,"coral1","GO:0048188",0.0253003072466926,0.999785195165719,1,3,"Set1C/COMPASS complex","CC"
"502",2,"coral1","GO:0004649",0.025463910053811,0.999782391946781,1,3,"poly(ADP-ribose) glycohydrolase activity","MF"
"503",2,"coral1","GO:0006376",0.0255196005219911,0.999781433535786,1,3,"mRNA splice site selection","BP"
"504",2,"coral1","GO:0031047",0.0255196005219911,0.999781433535786,1,3,"gene silencing by RNA","BP"
"505",2,"coral1","GO:0016192",0.0263467918337425,0.996101191473167,3,79,"vesicle-mediated transport","BP"
"506",2,"coral1","GO:0005815",0.00101564066747723,0.999988771858384,2,6,"microtubule organizing center","CC"
"507",2,"coral1","GO:0002098",0.00170735664919879,0.999973043097,2,8,"tRNA wobble uridine modification","BP"
"508",2,"coral1","GO:0006269",0.0338518790788547,0.999566101333674,1,4,"DNA replication, synthesis of RNA primer","BP"
"509",2,"coral1","GO:0031122",0.0338789511639791,0.999565402013109,1,4,"cytoplasmic microtubule organization","BP"
"510",2,"coral1","GO:0042176",0.0338812485636116,0.999565342640854,1,4,"regulation of protein catabolic process","BP"
"511",2,"coral1","GO:0051082",0.0358869508998691,0.99669960351243,2,40,"unfolded protein binding","MF"
"512",2,"coral1","GO:0006397",0.03613302539761,0.996671172044823,2,38,"mRNA processing","BP"
"513",2,"coral1","GO:0046982",0.037765393643249,0.996420470707636,2,43,"protein heterodimerization activity","MF"
"514",2,"coral1","GO:0006886",0.0386023383657098,0.993362783749946,3,91,"intracellular protein transport","BP"
"515",2,"coral1","GO:0005685",0.0390047277432384,0.999384597992915,1,5,"U1 snRNP","CC"
"516",2,"coral1","GO:0004407",0.000703348894969068,0.999994067396939,2,5,"histone deacetylase activity","MF"
"517",2,"coral1","GO:0016575",0.000703348894969068,0.999994067396939,2,5,"histone deacetylation","BP"
"518",2,"coral1","GO:0033588",0.000708094982136599,0.999994006986585,2,5,"Elongator holoenzyme complex","CC"
"519",2,"coral1","GO:0004129",0.00246317963015462,0.999949874937999,2,11,"cytochrome-c oxidase activity","MF"
"520",2,"coral1","GO:0003743",0.00313178339762354,0.999792893003642,3,38,"translation initiation factor activity","MF"
"521",2,"coral1","GO:0005484",0.00171653847742095,0.999972824021217,2,8,"SNAP receptor activity","MF"
"522",2,"coral1","GO:0008483",0.00192050058322326,0.99996780522758,2,8,"transaminase activity","MF"
"523",2,"coral1","GO:0006260",0.000354022357865368,0.999978795620116,4,45,"DNA replication","BP"
"524",2,"coral1","GO:0023052",0.000422085419825255,0.999997631422184,2,4,"signaling","BP"
"525",2,"coral1","GO:0008137",0.00333925342512841,0.999917071216868,2,15,"NADH dehydrogenase (ubiquinone) activity","MF"
"526",2,"coral1","GO:0034453",0.000194805523811898,0.999999476162234,2,3,"microtubule anchoring","BP"
"527",2,"coral1","GO:0007034",0.00431064004928762,0.99987898450279,2,14,"vacuolar transport","BP"
"528",2,"coral1","GO:0017022",0.0046676137859798,1,1,1,"myosin binding","MF"
"529",2,"coral1","GO:0090266",0.00737381034914401,1,1,1,"regulation of mitotic cell cycle spindle assembly checkpoint","BP"
"530",2,"coral1","GO:0016779",0.00533198846851979,0.999833008960311,2,14,"nucleotidyltransferase activity","MF"
"1119",2,"lavenderblush2","GO:0019888",0.0217147175674129,0.999822773488302,1,4,"protein phosphatase regulator activity","MF"
"1120",2,"lavenderblush2","GO:0008446",0.00547314614778307,1,1,1,"GDP-mannose 4,6-dehydratase activity","MF"
"1121",2,"lavenderblush2","GO:0019673",0.00547314614778307,1,1,1,"GDP-mannose metabolic process","BP"
"1122",2,"lavenderblush2","GO:0030623",0.00547314614965726,1,1,1,"U5 snRNA binding","MF"
"1123",2,"lavenderblush2","GO:0008380",0.0251449649881706,0.999746252771336,1,5,"RNA splicing","BP"
"1124",2,"lavenderblush2","GO:0004407",0.0270620458063215,0.999705854596046,1,5,"histone deacetylase activity","MF"
"1125",2,"lavenderblush2","GO:0016575",0.0270620458063215,0.999705854596046,1,5,"histone deacetylation","BP"
"1126",2,"lavenderblush2","GO:0006397",0.0164086053049015,0.999010442753296,2,38,"mRNA processing","BP"
"1127",2,"lavenderblush2","GO:0017070",0.00812887257586028,0.999983526525356,1,2,"U6 snRNA binding","MF"
"1128",2,"lavenderblush2","GO:0061400",0.0109104858179975,0.999970281608367,1,2,"positive regulation of transcription from RNA polymerase II promoter in response to calcium ion","BP"
"1129",2,"lavenderblush2","GO:0008289",0.0132145258367053,0.999289407489664,2,37,"lipid binding","MF"
"1130",2,"lavenderblush2","GO:0006189",0.0217073340264266,0.999822894547799,1,4,"'de novo' IMP biosynthetic process","BP"
"1131",2,"lavenderblush2","GO:0004639",0.00546564087706534,1,1,1,"phosphoribosylaminoimidazolesuccinocarboxamide synthase activity","MF"
"1132",2,"lavenderblush2","GO:0030289",0.00547314614540455,1,1,1,"protein phosphatase 4 complex","CC"
"1133",2,"lavenderblush2","GO:0004385",0.00547314614622084,1,1,1,"guanylate kinase activity","MF"
"1134",2,"lavenderblush2","GO:0006163",0.00547314614622084,1,1,1,"purine nucleotide metabolic process","BP"
"1135",2,"lavenderblush2","GO:0003723",3.05485199541466e-05,0.999996266398089,8,239,"RNA binding","MF"
"1136",2,"lavenderblush2","GO:0032549",0.0270698182446922,0.999705684670751,1,5,"ribonucleoside binding","MF"
"1137",2,"lavenderblush2","GO:0032040",0.0426654174936684,0.999196042237877,1,8,"small-subunit processome","CC"
"1138",2,"lavenderblush2","GO:0042555",0.0482006474381684,0.998955607329655,1,9,"MCM complex","CC"
"1139",2,"lavenderblush2","GO:0003810",0.000547209719852691,0.999995344466437,2,7,"protein-glutamine gamma-glutamyltransferase activity","MF"
"1140",2,"lavenderblush2","GO:0006351",0.017446057963993,0.998910178460295,2,41,"transcription, DNA-templated","BP"
"1141",2,"lavenderblush2","GO:0005337",0.0216655822825801,0.999823578318109,1,4,"nucleoside transmembrane transporter activity","MF"
"1142",2,"lavenderblush2","GO:1901642",0.0216655822825801,0.999823578318109,1,4,"nucleoside transmembrane transport","BP"
"1143",2,"lavenderblush2","GO:0035145",0.00546550419955171,1,1,1,"exon-exon junction complex","CC"
"1144",2,"lavenderblush2","GO:0003676",4.4094984553146e-07,0.99999990170932,20,1224,"nucleic acid binding","MF"
"1145",2,"lavenderblush2","GO:0033551",1.59967007908331e-05,1,2,2,"monopolin complex","CC"
"1146",2,"lavenderblush2","GO:0000398",1.61495924596515e-05,0.999999581191634,4,31,"mRNA splicing, via spliceosome","BP"
"1147",2,"lavenderblush2","GO:0005849",2.95900347519425e-05,1,2,2,"mRNA cleavage factor complex","CC"
"1148",2,"lavenderblush2","GO:0006396",0.00217496990367822,0.999872519611057,3,49,"RNA processing","BP"
"1149",2,"lavenderblush2","GO:0004356",8.25604220919564e-05,0.999999856362439,2,3,"glutamate-ammonia ligase activity","MF"
"1150",2,"lavenderblush2","GO:0006542",8.25604220919564e-05,0.999999856362439,2,3,"glutamine biosynthetic process","BP"
"1151",2,"lavenderblush2","GO:0006378",8.86119092752648e-05,0.999999840253347,2,3,"mRNA polyadenylation","BP"
"1152",2,"lavenderblush2","GO:0018149",0.000547209719852691,0.999995344466437,2,7,"peptide cross-linking","BP"
"1153",2,"lavenderblush2","GO:0003729",0.00158261759715945,0.999974375939185,2,11,"mRNA binding","MF"
"1154",2,"lavenderblush2","GO:0005681",0.00217071624029395,0.999957234216612,2,14,"spliceosomal complex","CC"
"1155",2,"lavenderblush2","GO:0000445",0.00515983210885506,1,1,1,"THO complex part of transcription export complex","CC"
"1156",2,"lightslateblue","GO:0004801",0.00519579329939192,1,1,1,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity","MF"
"1157",2,"lightslateblue","GO:0006695",0.00589491937761858,0.999987036480963,1,4,"cholesterol biosynthetic process","BP"
"1158",2,"lightslateblue","GO:0030688",0.00946707100586893,0.99997765867596,1,2,"preribosome, small subunit precursor","CC"
"1159",2,"lightslateblue","GO:0005750",0.00957780799858993,0.999969525324187,1,3,"mitochondrial respiratory chain complex III","CC"
"1160",2,"lightslateblue","GO:0000462",0.00967415423728003,0.999976668143729,1,2,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"1161",2,"lightslateblue","GO:0008121",0.00972296559898444,0.999968592543257,1,3,"ubiquinol-cytochrome-c reductase activity","MF"
"1162",2,"lightslateblue","GO:0009156",0.00530203484317266,1,1,1,"ribonucleoside monophosphate biosynthetic process","BP"
"1163",2,"lightslateblue","GO:0006413",0.00546746807387133,0.999818434013093,2,24,"translational initiation","BP"
"1164",2,"lightslateblue","GO:0004631",0.00589491937761858,0.999987036480963,1,4,"phosphomevalonate kinase activity","MF"
"1165",2,"lightslateblue","GO:0030163",7.50924582735597e-06,0.999999952249252,3,8,"protein catabolic process","BP"
"1166",2,"lightslateblue","GO:0017057",0.00629919420910913,0.999986837588131,1,3,"6-phosphogluconolactonase activity","MF"
"1167",2,"lightslateblue","GO:0004618",0.00652934855722089,0.999989388649366,1,2,"phosphoglycerate kinase activity","MF"
"1168",2,"lightslateblue","GO:0016887",0.00684993332851006,0.999048705018296,4,148,"ATPase activity","MF"
"1169",2,"lightslateblue","GO:0004345",0.00842602838914688,0.9999823113721,1,2,"glucose-6-phosphate dehydrogenase activity","MF"
"1170",2,"lightslateblue","GO:0006839",0.00913806182377402,0.999979188023515,1,2,"mitochondrial transport","BP"
"1171",2,"lightslateblue","GO:0004386",0.00503744616899877,0.999358864253128,4,146,"helicase activity","MF"
"1172",2,"lightslateblue","GO:0036402",0.00504387831100861,1,1,1,"proteasome-activating ATPase activity","MF"
"1173",2,"lightslateblue","GO:0002143",0.00509428182903971,1,1,1,"tRNA wobble position uridine thiolation","BP"
"1174",2,"lightslateblue","GO:0004792",0.00509428182903971,1,1,1,"thiosulfate sulfurtransferase activity","MF"
"1175",2,"lightslateblue","GO:0006614",0.0401634933278049,0.999277661822958,1,9,"SRP-dependent cotranslational protein targeting to membrane","BP"
"1176",2,"lightslateblue","GO:0046933",0.0403817983391758,0.999260711884109,1,10,"proton-transporting ATP synthase activity, rotational mechanism","MF"
"1177",2,"lightslateblue","GO:0008641",0.0409466089233253,0.999248992859733,1,9,"ubiquitin-like modifier activating enzyme activity","MF"
"1178",2,"lightslateblue","GO:0000281",0.00984645949554796,0.999975827506307,1,2,"mitotic cytokinesis","BP"
"1179",2,"lightslateblue","GO:0004749",0.0103054538870189,0.99997351519962,1,2,"ribose phosphate diphosphokinase activity","MF"
"1180",2,"lightslateblue","GO:0009165",0.0103054538870189,0.99997351519962,1,2,"nucleotide biosynthetic process","BP"
"1181",2,"lightslateblue","GO:0004129",1.28469241553431e-05,0.999999890837735,3,11,"cytochrome-c oxidase activity","MF"
"1182",2,"lightslateblue","GO:0001405",1.72229855396108e-05,1,2,2,"PAM complex, Tim23 associated import motor","CC"
"1183",2,"lightslateblue","GO:0005742",0.0049701674455351,1,1,1,"mitochondrial outer membrane translocase complex","CC"
"1184",2,"lightslateblue","GO:0000276",0.0319650290371647,0.999550953397522,1,8,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"1185",2,"lightslateblue","GO:0016811",0.032127899661038,0.999555508711927,1,7,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","MF"
"1186",2,"lightslateblue","GO:0006241",0.0344354560512455,0.99948890215854,1,7,"CTP biosynthetic process","BP"
"1187",2,"lightslateblue","GO:0008233",0.0346907895973722,0.999470546977648,1,8,"peptidase activity","MF"
"1188",2,"lightslateblue","GO:0006303",0.0375465250370348,0.999379103521214,1,8,"double-strand break repair via nonhomologous end joining","BP"
"1189",2,"lightslateblue","GO:0000387",0.00119541361661974,0.999982998091153,2,12,"spliceosomal snRNP assembly","BP"
"1190",2,"lightslateblue","GO:0003908",0.00140955372150399,1,1,1,"methylated-DNA-[protein]-cysteine S-methyltransferase activity","MF"
"1191",2,"lightslateblue","GO:0005730",0.00209174668480366,0.999959608240671,2,14,"nucleolus","CC"
"1192",2,"lightslateblue","GO:0015986",0.00268407858104748,0.999939207765547,2,19,"ATP synthesis coupled proton transport","BP"
"1193",2,"lightslateblue","GO:0006884",0.00434206132829192,1,1,1,"cell volume homeostasis","BP"
"1194",2,"lightslateblue","GO:0034709",0.00434206132829192,1,1,1,"methylosome","CC"
"1195",2,"lightslateblue","GO:0048500",0.0122469443899662,0.999950113205365,1,3,"signal recognition particle","CC"
"1196",2,"lightslateblue","GO:0042773",0.0127721217815116,0.999945730066662,1,3,"ATP synthesis coupled electron transport","BP"
"1197",2,"lightslateblue","GO:0000027",2.52887205186467e-05,1,2,2,"ribosomal large subunit assembly","BP"
"1198",2,"lightslateblue","GO:0005737",7.21792247873753e-05,0.999991695938302,7,218,"cytoplasm","CC"
"1199",2,"lightslateblue","GO:0006122",7.65400005912316e-05,0.999999819034447,2,4,"mitochondrial electron transport, ubiquinol to cytochrome c","BP"
"1200",2,"lightslateblue","GO:0005743",0.000120585435540857,0.99999752635485,3,23,"mitochondrial inner membrane","CC"
"1201",2,"lightslateblue","GO:0006098",0.000265343078609835,0.999998434854997,2,7,"pentose-phosphate shunt","BP"
"1202",2,"lightslateblue","GO:0007224",0.0158457545238634,0.999916350548461,1,3,"smoothened signaling pathway","BP"
"1203",2,"lightslateblue","GO:0005740",0.0180186724845821,0.999878257464953,1,4,"mitochondrial envelope","CC"
"1204",2,"lightslateblue","GO:0006006",0.0182634882711892,0.999874913788145,1,4,"glucose metabolic process","BP"
"1205",2,"lightslateblue","GO:0008312",0.021950427839663,0.999807035688653,1,5,"7S RNA binding","MF"
"1206",2,"lightslateblue","GO:0031966",0.0279250025225023,0.999673988289187,1,6,"mitochondrial membrane","CC"
"1207",2,"lightslateblue","GO:0004550",0.0292793884356546,0.999641403582885,1,6,"nucleoside diphosphate kinase activity","MF"
"1208",2,"lightslateblue","GO:0034715",0.00434206132829192,1,1,1,"pICln-Sm protein complex","CC"
"1209",2,"lightslateblue","GO:0030686",0.00438688632952933,1,1,1,"90S preribosome","CC"
"1210",2,"lightslateblue","GO:0006364",0.00473257082805983,0.999854980286655,2,22,"rRNA processing","BP"
"1211",2,"lightslateblue","GO:0005829",0.00477261513111813,0.999853118639379,2,22,"cytosol","CC"
"1212",2,"lightslateblue","GO:0003743",0.013787400588164,0.999241986998559,2,38,"translation initiation factor activity","MF"
"1213",2,"lightslateblue","GO:0000350",0.0152142863124088,0.999922906776358,1,3,"generation of catalytic spliceosome for second transesterification step","BP"
"1214",2,"lightslateblue","GO:0034453",0.0152339856587399,0.999922706318136,1,3,"microtubule anchoring","BP"
"1215",2,"lightslateblue","GO:0006228",0.0292793884356546,0.999641403582885,1,6,"UTP biosynthetic process","BP"
"1216",2,"lightslateblue","GO:0006605",0.0131518808237646,0.999942444944511,1,3,"protein targeting","BP"
"1217",2,"lightslateblue","GO:0006165",0.0292793884356546,0.999641403582885,1,6,"nucleoside diphosphate phosphorylation","BP"
"1218",2,"lightslateblue","GO:0006183",0.0292793884356546,0.999641403582885,1,6,"GTP biosynthetic process","BP"
"1219",2,"lightslateblue","GO:0045261",0.030852377807947,0.999581850242782,1,8,"proton-transporting ATP synthase complex, catalytic core F(1)","CC"
"1220",2,"lightslateblue","GO:0005815",0.0308417289673609,0.999601864453784,1,6,"microtubule organizing center","CC"
"1362",2,"magenta4","GO:0006614",0.0227805415271122,0.999770137358771,1,9,"SRP-dependent cotranslational protein targeting to membrane","BP"
"1363",2,"magenta4","GO:0008610",0.0231278840437651,0.999763042995401,1,9,"lipid biosynthetic process","BP"
"1364",2,"magenta4","GO:0006541",0.0114244701649476,0.999948175628217,1,5,"glutamine metabolic process","BP"
"1365",2,"magenta4","GO:0008312",0.0125410014341667,0.99993752240779,1,5,"7S RNA binding","MF"
"1366",2,"magenta4","GO:0005741",0.0126150650075588,0.999936780367,1,5,"mitochondrial outer membrane","CC"
"1367",2,"magenta4","GO:0003723",0.0211889970818568,0.997106299765045,3,239,"RNA binding","MF"
"1368",2,"magenta4","GO:0005524",0.022770782041654,0.992162897133028,8,1441,"ATP binding","MF"
"1369",2,"magenta4","GO:0006913",0.00991144986443725,0.999963447885308,1,4,"nucleocytoplasmic transport","BP"
"1370",2,"magenta4","GO:0042803",0.0105461567262597,0.999958605404196,1,4,"protein homodimerization activity","MF"
"1371",2,"magenta4","GO:0009113",0.0103552837059396,0.999960093467329,1,4,"purine nucleobase biosynthetic process","BP"
"1372",2,"magenta4","GO:0051225",0.0247617573500174,0.999722081895329,1,11,"spindle assembly","BP"
"1373",2,"magenta4","GO:0016274",0.0269950341201284,0.999669413578199,1,11,"protein-arginine N-methyltransferase activity","MF"
"1374",2,"magenta4","GO:0036128",0.0103161783130277,0.999960394959813,1,4,"CatSper complex","CC"
"1375",2,"magenta4","GO:0016639",0.0129895286067996,0.999932961206523,1,5,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","MF"
"1376",2,"magenta4","GO:0070652",0.0175443420899773,0.99986876848124,1,7,"HAUS complex","CC"
"1377",2,"magenta4","GO:0006207",0.0182471697324193,0.99985506246353,1,8,"'de novo' pyrimidine nucleobase biosynthetic process","BP"
"1378",2,"magenta4","GO:0005198",0.029005885621889,0.999614886559618,1,12,"structural molecule activity","MF"
"1379",2,"magenta4","GO:0043169",0.0203010259297946,0.999820456839039,1,8,"cation binding","MF"
"1380",2,"magenta4","GO:0045292",0.00533836800156512,0.999992941410277,1,2,"mRNA cis splicing, via spliceosome","BP"
"1381",2,"magenta4","GO:0006396",0.00651589662970393,0.999756647422737,2,49,"RNA processing","BP"
"1382",2,"magenta4","GO:0048500",0.00736389361090502,0.999982080683068,1,3,"signal recognition particle","CC"
"1383",2,"magenta4","GO:0030126",0.00968231958533205,0.999965121748353,1,4,"COPI vesicle coat","CC"
"1384",2,"magenta4","GO:0005516",0.000204986615318418,0.999998872335493,2,9,"calmodulin binding","MF"
"1385",2,"magenta4","GO:0015935",0.000885486824688105,0.999988774157744,2,17,"small ribosomal subunit","CC"
"1386",2,"magenta4","GO:0004588",0.00267366961588511,1,1,1,"orotate phosphoribosyltransferase activity","MF"
"1387",2,"magenta4","GO:0044205",0.00267366961588511,1,1,1,"'de novo' UMP biosynthetic process","BP"
"1388",2,"magenta4","GO:0036002",0.00267613135575513,1,1,1,"pre-mRNA binding","MF"
"1389",2,"magenta4","GO:0045900",0.00267780091012524,1,1,1,"negative regulation of translational elongation","BP"
"1390",2,"magenta4","GO:0000387",0.0312349763438569,0.999553048936804,1,12,"spliceosomal snRNP assembly","BP"
"1391",2,"magenta4","GO:0018216",0.0196430644870611,0.999831948872434,1,8,"peptidyl-arginine methylation","BP"
"1392",2,"magenta4","GO:0097192",0.00531713356285064,0.999992997528067,1,2,"extrinsic apoptotic signaling pathway in absence of ligand","BP"
"1393",2,"magenta4","GO:0003676",0.038864657468254,0.986266317274498,7,1224,"nucleic acid binding","MF"
"1394",2,"magenta4","GO:0004642",5.99292541606417e-06,1,2,2,"phosphoribosylformylglycinamidine synthase activity","MF"
"1395",2,"magenta4","GO:0004683",1.9051011280166e-05,0.99999998424471,2,3,"calmodulin-dependent protein kinase activity","MF"
"1396",2,"magenta4","GO:0006189",3.79948579035373e-05,0.999999937204368,2,4,"'de novo' IMP biosynthetic process","BP"
"1397",2,"magenta4","GO:0006412",0.0492738007170032,0.994533820284335,2,135,"translation","BP"
"1398",2,"magenta4","GO:0007165",0.0494596592448318,0.990616034522738,3,332,"signal transduction","BP"
"1399",2,"magenta4","GO:0004590",0.00482688995645688,0.999994230702988,1,2,"orotidine-5'-phosphate decarboxylase activity","MF"
"1400",2,"magenta4","GO:0017070",0.00500248343680602,0.999993802762393,1,2,"U6 snRNA binding","MF"
"1401",2,"magenta4","GO:0006801",0.0327246045112208,0.99950573096503,1,13,"superoxide metabolic process","BP"
"1402",2,"magenta4","GO:0008630",0.00531713356285064,0.999992997528067,1,2,"intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"1403",2,"magenta4","GO:0004197",0.0465008285246228,0.998970842108091,1,19,"cysteine-type endopeptidase activity","MF"
"1404",2,"magenta4","GO:0004386",0.0488951094079571,0.99459450410419,2,146,"helicase activity","MF"
"1405",2,"magenta4","GO:0006596",0.00526787968016046,0.999993126830322,1,2,"polyamine biosynthetic process","BP"
"1419",3,"mediumpurple3","GO:0003824",0.0118656861476445,0.996651242149614,7,176,"catalytic activity","MF"
"1420",3,"mediumpurple3","GO:0019310",0.0169598226714867,1,1,1,"inositol catabolic process","BP"
"1421",3,"mediumpurple3","GO:0006352",0.013147988534043,0.999339724312206,2,14,"DNA-templated transcription, initiation","BP"
"1422",3,"mediumpurple3","GO:0071949",0.0149987128503623,0.998264648790846,3,31,"FAD binding","MF"
"1423",3,"mediumpurple3","GO:0007034",0.0160836591519534,0.999101970577681,2,14,"vacuolar transport","BP"
"1424",3,"mediumpurple3","GO:0061484",0.0115908709930594,1,1,1,"hematopoietic stem cell homeostasis","BP"
"1425",3,"mediumpurple3","GO:0003884",0.000116478008137328,0.999998395075734,3,6,"D-amino-acid oxidase activity","MF"
"1426",3,"mediumpurple3","GO:0046416",0.000116478008137328,0.999998395075734,3,6,"D-amino acid metabolic process","BP"
"1427",3,"mediumpurple3","GO:0004582",0.0178586736113226,1,1,1,"dolichyl-phosphate beta-D-mannosyltransferase activity","MF"
"1428",3,"mediumpurple3","GO:0045132",0.000238860053602423,1,2,2,"meiotic chromosome segregation","BP"
"1429",3,"mediumpurple3","GO:0004631",0.0161792805509777,0.999901407163306,1,4,"phosphomevalonate kinase activity","MF"
"1430",3,"mediumpurple3","GO:0006695",0.0161792805509777,0.999901407163306,1,4,"cholesterol biosynthetic process","BP"
