"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0032217",0.0102761718519687,0.999701097077556,2,4,"riboflavin transmembrane transporter activity","MF"
"GO:0004659",0.0106442611041437,0.99968458038766,2,4,"prenyltransferase activity","MF"
"GO:0016972",0.0120445283769813,0.999618947028022,2,4,"thiol oxidase activity","MF"
"GO:0003824",0.0128989951537594,0.994071126989471,16,176,"catalytic activity","MF"
"GO:0009374",0.0132806544478119,0.999557451572185,2,4,"biotin binding","MF"
"GO:0046872",0.0137455850642591,0.992163937072373,28,338,"metal ion binding","MF"
"GO:0070290",0.0166224752383395,0.999278000997066,2,5,"N-acylphosphatidylethanolamine-specific phospholipase D activity","MF"
"GO:0008138",0.0212982791115199,0.996213306463981,4,21,"protein tyrosine/serine/threonine phosphatase activity","MF"
"GO:0016705",0.0290196297468012,0.986520604963018,13,144,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"GO:0120013",0.0316943815432718,0.997884656912825,2,6,"lipid transfer activity","MF"
"GO:0003712",0.0347018872033086,0.992675276242943,4,25,"transcription coregulator activity","MF"
"GO:0015385",0.0368655283367773,0.997326915502081,2,6,"sodium:proton antiporter activity","MF"
"GO:0008194",0.0388396972372032,0.993918577930673,3,16,"UDP-glycosyltransferase activity","MF"
"GO:0050353",0.0402473088721817,1,1,1,"trimethyllysine dioxygenase activity","MF"
"GO:0004452",0.0409404759421339,1,1,1,"isopentenyl-diphosphate delta-isomerase activity","MF"
"GO:0000009",0.0422065863448972,1,1,1,"alpha-1,6-mannosyltransferase activity","MF"
"GO:0004476",0.0424868164864744,1,1,1,"mannose-6-phosphate isomerase activity","MF"
"GO:0005506",0.0444083033166675,0.976791138293673,15,182,"iron ion binding","MF"
"GO:0044547",0.0470060511461741,1,1,1,"DNA topoisomerase binding","MF"
"GO:0072587",0.0470060511461741,1,1,1,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activator activity","MF"
"GO:0008176",0.0470503677374901,1,1,1,"tRNA (guanine-N7-)-methyltransferase activity","MF"
"GO:0004392",0.0475510507182735,1,1,1,"heme oxygenase (decyclizing) activity","MF"
"GO:0071253",0.0476630001415036,1,1,1,"connexin binding","MF"
"GO:0005096",0.0479500180054374,0.986303233962777,5,35,"GTPase activator activity","MF"
