"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0000902",0.0307885161049366,0.997266227618222,3,5,"cell morphogenesis","BP"
"GO:0006499",0.0308624998433163,1,2,2,"N-terminal protein myristoylation","BP"
"GO:0007163",0.0309118701128956,1,2,2,"establishment or maintenance of cell polarity","BP"
"GO:0031124",0.0309175391333374,1,2,2,"mRNA 3'-end processing","BP"
"GO:0009052",0.0309499631247517,1,2,2,"pentose-phosphate shunt, non-oxidative branch","BP"
"GO:0034969",0.0309556296747085,1,2,2,"histone arginine methylation","BP"
"GO:0030705",0.0309558134358239,1,2,2,"cytoskeleton-dependent intracellular transport","BP"
"GO:0006695",0.0310584201499511,0.998360054865701,2,4,"cholesterol biosynthetic process","BP"
"GO:0000723",0.0321963694319998,0.991389292047611,6,19,"telomere maintenance","BP"
"GO:0022900",0.0381018087916681,0.998383175319049,2,3,"electron transport chain","BP"
"GO:0006520",0.0382324548617672,0.988093359912298,7,22,"cellular amino acid metabolic process","BP"
"GO:0046488",0.0391121785773934,0.996164900312125,3,5,"phosphatidylinositol metabolic process","BP"
"GO:0016192",0.0394607387340672,0.978967102296603,19,79,"vesicle-mediated transport","BP"
"GO:0006807",0.0400092323481358,0.990386074522911,5,15,"nitrogen compound metabolic process","BP"
"GO:0055114",0.04029767714787,0.967435910669428,136,819,"oxidation-reduction process","BP"
"GO:0005978",0.0409844534462662,0.995901603141181,3,5,"glycogen biosynthetic process","BP"
"GO:0042773",0.0414229125429663,0.9981567647166,2,3,"ATP synthesis coupled electron transport","BP"
"GO:0000079",0.0474802741004201,0.997715414364472,2,3,"regulation of cyclin-dependent protein serine/threonine kinase activity","BP"
"GO:0006468",0.0486258371281076,0.961311736098132,112,615,"protein phosphorylation","BP"
"GO:0005829",2.0745992896755e-06,0.999999774259874,13,22,"cytosol","CC"
"GO:0031966",1.03540495342425e-05,1,6,6,"mitochondrial membrane","CC"
"GO:0005634",2.91322344966579e-05,0.999983614349002,84,379,"nucleus","CC"
"GO:0005737",0.000140724521473327,0.999927685088557,53,218,"cytoplasm","CC"
"GO:0033178",0.0014691410611882,1,3,3,"proton-transporting two-sector ATPase complex, catalytic domain","CC"
"GO:0005685",0.00244511411129294,0.999914371695722,4,5,"U1 snRNP","CC"
"GO:0032299",0.00313394067203188,1,3,3,"ribonuclease H2 complex","CC"
"GO:0009331",0.0044454141363373,1,3,3,"glycerol-3-phosphate dehydrogenase complex","CC"
"GO:0005739",0.00513158637625489,0.998165579726116,14,51,"mitochondrion","CC"
"GO:0009897",0.00538178068086109,1,3,3,"external side of plasma membrane","CC"
"GO:0008305",0.00544493080047067,1,3,3,"integrin complex","CC"
"GO:0005747",0.00562897007687996,0.999822138881731,3,4,"mitochondrial respiratory chain complex I","CC"
"GO:0005740",0.00760226531413951,0.999730765144305,3,4,"mitochondrial envelope","CC"
"GO:0005783",0.00888167038212281,0.997313685503873,10,31,"endoplasmic reticulum","CC"
"GO:0005885",0.00940296098483455,0.999026860657579,4,8,"Arp2/3 protein complex","CC"
"GO:0001405",0.0105656848422847,1,2,2,"PAM complex, Tim23 associated import motor","CC"
"GO:0043564",0.0121545174466661,0.999483768473166,3,4,"Ku70:Ku80 complex","CC"
"GO:0005643",0.0133356326033944,0.997872350368338,5,11,"nuclear pore","CC"
"GO:0000276",0.0144094012753502,0.998299884674958,4,8,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"GO:0008537",0.0208661936862742,1,2,2,"proteasome activator complex","CC"
"GO:0016272",0.0227207443299966,0.996408277872159,4,11,"prefoldin complex","CC"
"GO:0030915",0.0236777848649351,1,2,2,"Smc5-Smc6 complex","CC"
"GO:0031965",0.0257772186469642,1,2,2,"nuclear membrane","CC"
"GO:0030880",0.0299946148766691,0.998887342987407,2,3,"RNA polymerase complex","CC"
"GO:0005814",0.0308480106600443,1,2,2,"centriole","CC"
"GO:0005658",0.0309558134357124,1,2,2,"alpha DNA polymerase:primase complex","CC"
"GO:0000220",0.0309558134359989,1,2,2,"vacuolar proton-transporting V-type ATPase, V0 domain","CC"
"GO:0034998",0.0365935434339233,0.998482257234919,2,3,"oligosaccharyltransferase I complex","CC"
"GO:0033588",0.0374666600709728,0.996391711124146,3,5,"Elongator holoenzyme complex","CC"
"GO:0005856",0.037897954576194,0.984249839044267,11,40,"cytoskeleton","CC"
"GO:0005952",0.0427722145495527,0.99806159284849,2,3,"cAMP-dependent protein kinase complex","CC"
"GO:0000776",0.0442384611642122,0.994656168000092,3,6,"kinetochore","CC"
"GO:0003884",2.56312970764545e-05,1,6,6,"D-amino-acid oxidase activity","MF"
"GO:0035091",0.000269359206383308,0.999921010684811,18,49,"phosphatidylinositol binding","MF"
"GO:0004674",0.000434887443247595,0.999850617677498,21,62,"protein serine/threonine kinase activity","MF"
"GO:0015078",0.000498763925418509,0.999935994258834,8,15,"proton transmembrane transporter activity","MF"
"GO:0015035",0.000891209782374549,0.999834870379749,9,23,"protein disulfide oxidoreductase activity","MF"
"GO:0004725",0.00118932997208336,0.999563030008622,20,62,"protein tyrosine phosphatase activity","MF"
"GO:0003684",0.00134939659559676,0.999747442542213,9,20,"damaged DNA binding","MF"
"GO:0000287",0.00138886751025959,0.999553391115647,16,46,"magnesium ion binding","MF"
"GO:0043015",0.00145488115714494,0.999873396135496,6,9,"gamma-tubulin binding","MF"
"GO:0008017",0.00166563770570368,0.99928665935289,25,83,"microtubule binding","MF"
"GO:0042802",0.00179996372902081,0.99988758153983,5,7,"identical protein binding","MF"
"GO:0004843",0.00272291671939493,0.999017237814447,17,51,"thiol-dependent ubiquitin-specific protease activity","MF"
"GO:0003682",0.00288369970840293,0.999570421589658,7,13,"chromatin binding","MF"
"GO:0061630",0.00289001134792362,0.99934245929377,9,25,"ubiquitin protein ligase activity","MF"
"GO:0004364",0.00305752936771783,0.999681007340553,5,10,"glutathione transferase activity","MF"
"GO:0004523",0.00396374618720138,0.999714338609799,4,7,"RNA-DNA hybrid ribonuclease activity","MF"
"GO:0042578",0.00411430254344324,0.999831635430674,4,5,"phosphoric ester hydrolase activity","MF"
"GO:0004672",0.00437293500454998,0.997057165271838,78,389,"protein kinase activity","MF"
"GO:0005542",0.00470901316191929,0.999860848406601,3,4,"folic acid binding","MF"
"GO:0008483",0.00471295904418437,0.999546584003634,5,8,"transaminase activity","MF"
"GO:0004784",0.00495965789924767,1,3,3,"superoxide dismutase activity","MF"
"GO:0030695",0.00544447738357112,1,3,3,"GTPase regulator activity","MF"
"GO:0004129",0.00571680647409764,0.999265559164026,5,11,"cytochrome-c oxidase activity","MF"
"GO:0017110",0.00624194268025882,1,2,2,"nucleoside-diphosphatase activity","MF"
"GO:0003714",0.00741753215155076,0.999739765108432,3,4,"transcription corepressor activity","MF"
"GO:0051287",0.0077155804301094,0.997750121784754,10,29,"NAD binding","MF"
"GO:0003779",0.00903298985668839,0.996888224388587,12,39,"actin binding","MF"
"GO:0004671",0.00929018610583493,1,2,2,"protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity","MF"
"GO:0016791",0.00976292667217517,0.996774674461746,11,36,"phosphatase activity","MF"
"GO:0004045",0.0101511813838473,0.999418261412663,3,5,"aminoacyl-tRNA hydrolase activity","MF"
"GO:0004478",0.0113723822412973,1,2,2,"methionine adenosyltransferase activity","MF"
"GO:0044877",0.0115963704583341,0.999516466436746,3,4,"protein-containing complex binding","MF"
"GO:0042162",0.0121545174466661,0.999483768473166,3,4,"telomeric DNA binding","MF"
"GO:0030170",0.0141317248496829,0.993537495426634,18,66,"pyridoxal phosphate binding","MF"
"GO:0017176",0.014184533498545,0.999075359928645,3,5,"phosphatidylinositol N-acetylglucosaminyltransferase activity","MF"
"GO:0017056",0.0144937335521922,0.998452942719327,4,7,"structural constituent of nuclear pore","MF"
"GO:0004170",0.0150713051155335,1,2,2,"dUTP diphosphatase activity","MF"
"GO:0004144",0.0152625433629878,0.995858763469659,7,31,"diacylglycerol O-acyltransferase activity","MF"
"GO:0004345",0.0177010450871406,1,2,2,"glucose-6-phosphate dehydrogenase activity","MF"
"GO:0003713",0.0187295241369301,0.996497049000699,5,13,"transcription coactivator activity","MF"
"GO:0016627",0.020794441825063,0.995313108233806,6,15,"oxidoreductase activity, acting on the CH-CH group of donors","MF"
"GO:0004799",0.0217931663275806,1,2,2,"thymidylate synthase activity","MF"
"GO:0003841",0.0221609610659869,1,2,2,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF"
"GO:0003678",0.0222314913335063,0.992630234561305,9,29,"DNA helicase activity","MF"
"GO:0004637",0.0226998851114377,1,2,2,"phosphoribosylamine-glycine ligase activity","MF"
"GO:0009039",0.0231846164899685,1,2,2,"urease activity","MF"
"GO:0047304",0.0235063181391767,1,2,2,"2-aminoethylphosphonate-pyruvate transaminase activity","MF"
"GO:0008138",0.0239241148813894,0.993346644986877,7,21,"protein tyrosine/serine/threonine phosphatase activity","MF"
"GO:1990380",0.0239688383344431,1,2,2,"Lys48-specific deubiquitinase activity","MF"
"GO:0005484",0.0241062098062489,0.996651547424987,4,8,"SNAP receptor activity","MF"
"GO:0003743",0.0241131781436454,0.990762025561734,11,38,"translation initiation factor activity","MF"
"GO:0005524",0.0241774641558835,0.979659694044845,251,1441,"ATP binding","MF"
"GO:0004617",0.0245739880471255,1,2,2,"phosphoglycerate dehydrogenase activity","MF"
"GO:0008425",0.0245985362907448,1,2,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF"
"GO:0004367",0.0256552848069622,1,2,2,"glycerol-3-phosphate dehydrogenase [NAD+] activity","MF"
"GO:0008121",0.0258348515856375,0.999117910353279,2,3,"ubiquinol-cytochrome-c reductase activity","MF"
"GO:0019829",0.02602809020701,0.997467179910779,3,6,"ATPase-coupled cation transmembrane transporter activity","MF"
"GO:0000900",0.0261494730025376,1,2,2,"translation repressor activity, mRNA regulatory element binding","MF"
"GO:0009055",0.0262805620052577,0.990781611871051,9,34,"electron transfer activity","MF"
"GO:0004619",0.0269452348357379,1,2,2,"phosphoglycerate mutase activity","MF"
"GO:0004519",0.0281418575407494,0.994293223037334,5,12,"endonuclease activity","MF"
"GO:0000030",0.0284982640975321,0.997548341258444,3,5,"mannosyltransferase activity","MF"
"GO:0008495",0.0298566778592564,1,2,2,"protoheme IX farnesyltransferase activity","MF"
"GO:0008890",0.0300359958366327,1,2,2,"glycine C-acetyltransferase activity","MF"
"GO:0016151",0.0301495556894355,0.995191378820419,4,9,"nickel cation binding","MF"
"GO:0070403",0.0304143327377234,0.99335725542933,5,14,"NAD+ binding","MF"
"GO:0019136",0.0306516940891084,1,2,2,"deoxynucleoside kinase activity","MF"
"GO:0004833",0.0307478393560306,1,2,2,"tryptophan 2,3-dioxygenase activity","MF"
"GO:0004491",0.0308289205453496,1,2,2,"methylmalonate-semialdehyde dehydrogenase (acylating) activity","MF"
"GO:0004379",0.0308624998433163,1,2,2,"glycylpeptide N-tetradecanoyltransferase activity","MF"
"GO:0004373",0.0309031969770056,1,2,2,"glycogen (starch) synthase activity","MF"
"GO:0004698",0.0309118701128956,1,2,2,"calcium-dependent protein kinase C activity","MF"
"GO:0031491",0.0309366641142436,1,2,2,"nucleosome binding","MF"
"GO:0004751",0.0309499631247517,1,2,2,"ribose-5-phosphate isomerase activity","MF"
"GO:0003860",0.030952729291809,1,2,2,"3-hydroxyisobutyryl-CoA hydrolase activity","MF"
"GO:0008469",0.0309556296747085,1,2,2,"histone-arginine N-methyltransferase activity","MF"
"GO:0005049",0.0309558134358473,1,2,2,"nuclear export signal receptor activity","MF"
"GO:0003989",0.0309558134359644,1,2,2,"acetyl-CoA carboxylase activity","MF"
"GO:0004631",0.0310584201499511,0.998360054865701,2,4,"phosphomevalonate kinase activity","MF"
"GO:0003777",0.0325194800824571,0.983081143852469,19,78,"microtubule motor activity","MF"
"GO:0046961",0.0340982381243249,0.996300077904923,3,6,"proton-transporting ATPase activity, rotational mechanism","MF"
"GO:0004383",0.0344978369975261,0.991020962096082,6,16,"guanylate cyclase activity","MF"
"GO:0016888",0.0348906129399589,0.998591266790618,2,3,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF"
"GO:0004017",0.0350069789924086,0.996160494100084,3,6,"adenylate kinase activity","MF"
"GO:0005543",0.0355703950596127,0.996647639161433,3,5,"phospholipid binding","MF"
"GO:0003887",0.0367058047405342,0.989988022188938,6,18,"DNA-directed DNA polymerase activity","MF"
"GO:0015075",0.0383326871934562,0.996272883305542,3,5,"ion transmembrane transporter activity","MF"
"GO:0016491",0.0408260001469331,0.971610262338441,49,268,"oxidoreductase activity","MF"
"GO:0017048",0.041096319585549,0.995885697456076,3,5,"Rho GTPase binding","MF"
"GO:0008603",0.0427722145495527,0.99806159284849,2,3,"cAMP-dependent protein kinase regulator activity","MF"
"GO:0004719",0.043879635615924,0.997190816667361,2,4,"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","MF"
"GO:0046982",0.0496741501463827,0.978942836435373,10,43,"protein heterodimerization activity","MF"
