"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0005739",0.0038425354120362,0.998673056029588,14,51,"mitochondrion","CC"
"GO:0009331",0.0041136277362139,1,3,3,"glycerol-3-phosphate dehydrogenase complex","CC"
"GO:0005737",0.00426787853775542,0.997482037607654,46,218,"cytoplasm","CC"
"GO:0009897",0.00494210535012885,1,3,3,"external side of plasma membrane","CC"
"GO:0008305",0.00497401701073759,1,3,3,"integrin complex","CC"
"GO:0005747",0.00500869945194871,0.999848535418404,3,4,"mitochondrial respiratory chain complex I","CC"
"GO:0005783",0.00712492146705611,0.997917800332409,10,31,"endoplasmic reticulum","CC"
"GO:0005885",0.00827775318379872,0.999175669422038,4,8,"Arp2/3 protein complex","CC"
"GO:0043564",0.0112862051962664,0.999534368695975,3,4,"Ku70:Ku80 complex","CC"
"GO:0005643",0.0116093018409878,0.998213801664374,5,11,"nuclear pore","CC"
"GO:0008537",0.0195488065783365,1,2,2,"proteasome activator complex","CC"
"GO:0016272",0.0200862867387909,0.996945019240441,4,11,"prefoldin complex","CC"
"GO:0030915",0.0221243563745803,1,2,2,"Smc5-Smc6 complex","CC"
"GO:0031965",0.0244616168787817,1,2,2,"nuclear membrane","CC"
"GO:0030880",0.0272690031219996,0.99904067054862,2,3,"RNA polymerase complex","CC"
"GO:0005814",0.0290883488974638,1,2,2,"centriole","CC"
"GO:0005658",0.0291444231879378,1,2,2,"alpha DNA polymerase:primase complex","CC"
"GO:0000220",0.0291444231890627,1,2,2,"vacuolar proton-transporting V-type ATPase, V0 domain","CC"
"GO:0005856",0.0310827137567732,0.987499840379229,11,40,"cytoskeleton","CC"
"GO:0034998",0.0343990814523148,0.998622174696366,2,3,"oligosaccharyltransferase I complex","CC"
"GO:0033588",0.0348417789306293,0.996744438974192,3,5,"Elongator holoenzyme complex","CC"
"GO:0005952",0.0402864396306592,0.998235522390282,2,3,"cAMP-dependent protein kinase complex","CC"
"GO:0000776",0.0408493840924855,0.995226286930914,3,6,"kinetochore","CC"
"GO:0003884",2.16077907504344e-05,1,6,6,"D-amino-acid oxidase activity","MF"
"GO:0035091",0.000183091703807944,0.999948120545961,18,49,"phosphatidylinositol binding","MF"
"GO:0015035",0.000682443644985733,0.999878466090476,9,23,"protein disulfide oxidoreductase activity","MF"
"GO:0004725",0.000805016827690154,0.999714286531438,20,62,"protein tyrosine phosphatase activity","MF"
"GO:0004674",0.000818726025916199,0.999708990767562,20,62,"protein serine/threonine kinase activity","MF"
"GO:0008017",0.00106817077083249,0.999558210806538,25,83,"microtubule binding","MF"
"GO:0003684",0.00108036009094909,0.999804577924288,9,20,"damaged DNA binding","MF"
"GO:0043015",0.0012395603954489,0.999895730988182,6,9,"gamma-tubulin binding","MF"
"GO:0042802",0.00155703818106797,0.999906143178643,5,7,"identical protein binding","MF"
"GO:0004843",0.00196698146778641,0.999313535572021,17,51,"thiol-dependent ubiquitin-specific protease activity","MF"
"GO:0004672",0.00197600143047262,0.998714073243447,78,389,"protein kinase activity","MF"
"GO:0061630",0.00227686517507255,0.999500945193018,9,25,"ubiquitin protein ligase activity","MF"
"GO:0003682",0.00243210234211014,0.999649388723305,7,13,"chromatin binding","MF"
"GO:0015078",0.0025661031011557,0.999593776273017,7,15,"proton transmembrane transporter activity","MF"
"GO:0004364",0.00266282851890331,0.999731342876721,5,10,"glutathione transferase activity","MF"
"GO:0000287",0.00293092467050797,0.999005705884421,15,46,"magnesium ion binding","MF"
"GO:0004523",0.00342520807337942,0.999763448710193,4,7,"RNA-DNA hybrid ribonuclease activity","MF"
"GO:0042578",0.00366452260136105,0.999855203193344,4,5,"phosphoric ester hydrolase activity","MF"
"GO:0008483",0.00414821564161777,0.999613606087872,5,8,"transaminase activity","MF"
"GO:0005542",0.00425148789844124,0.999879071687329,3,4,"folic acid binding","MF"
"GO:0004784",0.00460425667939295,1,3,3,"superoxide dismutase activity","MF"
"GO:0030695",0.00497378823692712,1,3,3,"GTPase regulator activity","MF"
"GO:0017110",0.00592825667594358,1,2,2,"nucleoside-diphosphatase activity","MF"
"GO:0051287",0.00615439861222953,0.998267218066954,10,29,"NAD binding","MF"
"GO:0003714",0.00689198313336455,0.999764885399237,3,4,"transcription corepressor activity","MF"
"GO:0003779",0.00705332741864554,0.997652047223971,12,39,"actin binding","MF"
"GO:0016791",0.0077566842283392,0.997522740969191,11,36,"phosphatase activity","MF"
"GO:0004671",0.00850007449977529,1,2,2,"protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity","MF"
"GO:0004045",0.00887259102868043,0.999516920377248,3,5,"aminoacyl-tRNA hydrolase activity","MF"
"GO:0030170",0.0105391347778562,0.995335070325981,18,66,"pyridoxal phosphate binding","MF"
"GO:0044877",0.010589806043871,0.999573819042785,3,4,"protein-containing complex binding","MF"
"GO:0004478",0.0106136847716142,1,2,2,"methionine adenosyltransferase activity","MF"
"GO:0042162",0.0112862051962664,0.999534368695975,3,4,"telomeric DNA binding","MF"
"GO:0017176",0.0127661518166649,0.999201117461718,3,5,"phosphatidylinositol N-acetylglucosaminyltransferase activity","MF"
"GO:0004144",0.0129815924444025,0.996590414798784,7,31,"diacylglycerol O-acyltransferase activity","MF"
"GO:0017056",0.0131062486604936,0.998644586372884,4,7,"structural constituent of nuclear pore","MF"
"GO:0004170",0.0138655975658892,1,2,2,"dUTP diphosphatase activity","MF"
"GO:0003713",0.016153749515226,0.997094861671705,5,13,"transcription coactivator activity","MF"
"GO:0003678",0.0181357735815354,0.994203532553962,9,29,"DNA helicase activity","MF"
"GO:0016627",0.0182055590971226,0.996024019426891,6,15,"oxidoreductase activity, acting on the CH-CH group of donors","MF"
"GO:0004799",0.0204766175358783,1,2,2,"thymidylate synthase activity","MF"
"GO:0003841",0.0207679014514789,1,2,2,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF"
"GO:0004637",0.0213587849371213,1,2,2,"phosphoribosylamine-glycine ligase activity","MF"
"GO:0005484",0.0216320981946966,0.997098261805259,4,8,"SNAP receptor activity","MF"
"GO:0009039",0.0216378590496361,1,2,2,"urease activity","MF"
"GO:0009055",0.0218681739201766,0.992579117159436,9,34,"electron transfer activity","MF"
"GO:0047304",0.0221521652567339,1,2,2,"2-aminoethylphosphonate-pyruvate transaminase activity","MF"
"GO:1990380",0.0226567291322617,1,2,2,"Lys48-specific deubiquitinase activity","MF"
"GO:0004617",0.0232618657780108,1,2,2,"phosphoglycerate dehydrogenase activity","MF"
"GO:0008425",0.0232866763298064,1,2,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF"
"GO:0019829",0.0234900156719906,0.997805600649059,3,6,"ATPase-coupled cation transmembrane transporter activity","MF"
"GO:0003777",0.0242786804496938,0.987790018689843,19,78,"microtubule motor activity","MF"
"GO:0004367",0.024337171200203,1,2,2,"glycerol-3-phosphate dehydrogenase [NAD+] activity","MF"
"GO:0000900",0.0248248099131358,1,2,2,"translation repressor activity, mRNA regulatory element binding","MF"
"GO:0004519",0.0249600455958762,0.995103310017383,5,12,"endonuclease activity","MF"
"GO:0004619",0.0256174339299969,1,2,2,"phosphoglycerate mutase activity","MF"
"GO:0000030",0.0263330431222326,0.99780624747536,3,5,"mannosyltransferase activity","MF"
"GO:0070403",0.0266362339422718,0.994390264827769,5,14,"NAD+ binding","MF"
"GO:0016151",0.0268172238197073,0.995882533208896,4,9,"nickel cation binding","MF"
"GO:0008495",0.0283881171440157,1,2,2,"protoheme IX farnesyltransferase activity","MF"
"GO:0008890",0.028472473533562,1,2,2,"glycine C-acetyltransferase activity","MF"
"GO:0019136",0.0289803712564227,1,2,2,"deoxynucleoside kinase activity","MF"
"GO:0004833",0.0290362135396568,1,2,2,"tryptophan 2,3-dioxygenase activity","MF"
"GO:0004491",0.0290784154990238,1,2,2,"methylmalonate-semialdehyde dehydrogenase (acylating) activity","MF"
"GO:0004379",0.029095887520244,1,2,2,"glycylpeptide N-tetradecanoyltransferase activity","MF"
"GO:0004373",0.0291170586624447,1,2,2,"glycogen (starch) synthase activity","MF"
"GO:0004698",0.0291215699049167,1,2,2,"calcium-dependent protein kinase C activity","MF"
"GO:0031491",0.0291344650347178,1,2,2,"nucleosome binding","MF"
"GO:0004751",0.0291413809853598,1,2,2,"ribose-5-phosphate isomerase activity","MF"
"GO:0003860",0.0291428194240251,1,2,2,"3-hydroxyisobutyryl-CoA hydrolase activity","MF"
"GO:0008469",0.0291443276324547,1,2,2,"histone-arginine N-methyltransferase activity","MF"
"GO:0005049",0.0291444231884695,1,2,2,"nuclear export signal receptor activity","MF"
"GO:0003989",0.0291444231889415,1,2,2,"acetyl-CoA carboxylase activity","MF"
"GO:0004383",0.0302090962994907,0.99239104293349,6,16,"guanylate cyclase activity","MF"
"GO:0046961",0.0309381846643995,0.996772961036445,3,6,"proton-transporting ATPase activity, rotational mechanism","MF"
"GO:0004017",0.0319313027648844,0.99662649160701,3,6,"adenylate kinase activity","MF"
"GO:0003887",0.0319363220443169,0.991582299805598,6,18,"DNA-directed DNA polymerase activity","MF"
"GO:0005543",0.0326326569571747,0.997032346272879,3,5,"phospholipid binding","MF"
"GO:0016888",0.0330826044651976,0.998703645019922,2,3,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF"
"GO:0015075",0.0357014061424639,0.996630188229092,3,5,"ion transmembrane transporter activity","MF"
"GO:0016491",0.0362699127345986,0.975068427950782,48,268,"oxidoreductase activity","MF"
"GO:0017048",0.0378779165452206,0.996335477398407,3,5,"Rho GTPase binding","MF"
"GO:0008603",0.0402864396306592,0.998235522390282,2,3,"cAMP-dependent protein kinase regulator activity","MF"
"GO:0046982",0.0405042803199582,0.983445413145314,10,43,"protein heterodimerization activity","MF"
"GO:0004719",0.0411572205692007,0.997458346255263,2,4,"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","MF"
"GO:0003899",0.0447517539714715,0.987172640348407,6,18,"DNA-directed 5'-3' RNA polymerase activity","MF"
"GO:0005524",0.0464697309662408,0.960266888958901,240,1441,"ATP binding","MF"
"GO:0016798",0.0471146448547744,0.994156936713531,3,6,"hydrolase activity, acting on glycosyl bonds","MF"
"GO:0003824",0.0477152944489468,0.969514075315074,31,176,"catalytic activity","MF"
"GO:0005096",0.0482814355479774,0.980153963267351,10,35,"GTPase activator activity","MF"
