"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0006261",0.049655468309702,0.997548163167794,2,3,"DNA-dependent DNA replication","BP"
"GO:0000786",2.26976981971862e-19,1,34,46,"nucleosome","CC"
"GO:0005634",6.52215222655714e-12,1,98,379,"nucleus","CC"
"GO:0008023",0.00213825349625038,1,3,3,"transcription elongation factor complex","CC"
"GO:0071011",0.00245896893760583,1,3,3,"precatalytic spliceosome","CC"
"GO:0005667",0.0035014366917281,0.999379281282665,7,17,"transcription regulator complex","CC"
"GO:0005765",0.00837550707867681,0.999245536026472,4,7,"lysosomal membrane","CC"
"GO:0005694",0.0144276372562716,0.997480909294447,5,13,"chromosome","CC"
"GO:0032039",0.0163681635673893,1,2,2,"integrator complex","CC"
"GO:1990904",0.0168512194563179,0.997026536945588,5,12,"ribonucleoprotein complex","CC"
"GO:0070176",0.0177409195423073,1,2,2,"DRM complex","CC"
"GO:0036038",0.0182185467903824,1,2,2,"MKS complex","CC"
"GO:0043189",0.0196161610269724,1,2,2,"H4/H2A histone acetyltransferase complex","CC"
"GO:0005956",0.0197079763654684,1,2,2,"protein kinase CK2 complex","CC"
"GO:0005665",0.0201337065830325,1,2,2,"RNA polymerase II, core complex","CC"
"GO:0005764",0.022923967597455,0.996653026163214,4,9,"lysosome","CC"
"GO:0000776",0.0348163117337275,0.996189835499978,3,6,"kinetochore","CC"
"GO:0000139",0.0379650048356977,0.986717230622081,8,30,"Golgi membrane","CC"
"GO:0030127",0.0421436109980876,0.998106126871592,2,3,"COPII vesicle coat","CC"
"GO:0016593",0.0467516599457167,0.997770369471956,2,3,"Cdc73/Paf1 complex","CC"
"GO:0048500",0.0471863068248174,0.997737626568021,2,3,"signal recognition particle","CC"
"GO:0070652",0.0496781065053465,0.993112225206461,3,7,"HAUS complex","CC"
"GO:0003677",3.75872660960842e-21,1,186,690,"DNA binding","MF"
"GO:0003723",3.91585057519043e-06,0.999998291172119,56,239,"RNA binding","MF"
"GO:0008408",1.03277998612812e-05,0.999998519280824,13,26,"3'-5' exonuclease activity","MF"
"GO:0000981",5.50927237378754e-05,0.999976194802779,39,149,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"GO:0046982",6.56221802206368e-05,0.999984564311121,16,43,"protein heterodimerization activity","MF"
"GO:0003676",7.70203950608128e-05,0.999944467717123,212,1224,"nucleic acid binding","MF"
"GO:0015165",0.000206044613468241,0.999994954445412,5,6,"pyrimidine nucleotide-sugar transmembrane transporter activity","MF"
"GO:0003700",0.000220263269297582,0.999889527597627,46,201,"DNA-binding transcription factor activity","MF"
"GO:0003824",0.000921543211559399,0.999529501702836,39,176,"catalytic activity","MF"
"GO:0018024",0.00117902004189047,0.999919230903053,5,8,"histone-lysine N-methyltransferase activity","MF"
"GO:0003918",0.00158737734927043,1,3,3,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF"
"GO:0000175",0.00224867339974193,1,3,3,"3'-5'-exoribonuclease activity","MF"
"GO:0003956",0.00288635515831041,1,3,3,"NAD(P)+-protein-arginine ADP-ribosyltransferase activity","MF"
"GO:0017150",0.00672221576354883,0.999100610932355,5,11,"tRNA dihydrouridine synthase activity","MF"
"GO:0008094",0.00743986586573843,0.99935345867981,4,7,"DNA-dependent ATPase activity","MF"
"GO:0003917",0.0078914455474707,0.999716496072755,3,4,"DNA topoisomerase type I (single strand cut, ATP-independent) activity","MF"
"GO:0042803",0.00905259195610478,0.999657157173483,3,4,"protein homodimerization activity","MF"
"GO:0051087",0.0106422810660661,0.998399074100006,5,11,"chaperone binding","MF"
"GO:0070122",0.0107353606310324,0.997878556871377,6,16,"isopeptidase activity","MF"
"GO:0008017",0.0109056721309655,0.995039486573337,18,83,"microtubule binding","MF"
"GO:0043565",0.0143460923336939,0.992161582839649,27,127,"sequence-specific DNA binding","MF"
"GO:0004725",0.0144479662994048,0.993984668749126,14,62,"protein tyrosine phosphatase activity","MF"
"GO:0003924",0.0149559706237511,0.990260039627395,49,270,"GTPase activity","MF"
"GO:0003938",0.0159176554343878,1,2,2,"IMP dehydrogenase activity","MF"
"GO:0004642",0.0160813772616272,1,2,2,"phosphoribosylformylglycinamidine synthase activity","MF"
"GO:0030371",0.0165163950305348,1,2,2,"translation repressor activity","MF"
"GO:0004587",0.0167547620773173,1,2,2,"ornithine-oxo-acid transaminase activity","MF"
"GO:0004018",0.0168069837257893,1,2,2,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity","MF"
"GO:0004748",0.0168312538559659,1,2,2,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","MF"
"GO:0003991",0.0168583020574217,1,2,2,"acetylglutamate kinase activity","MF"
"GO:0003868",0.0168669746618594,1,2,2,"4-hydroxyphenylpyruvate dioxygenase activity","MF"
"GO:0035240",0.0170915834110667,1,2,2,"dopamine binding","MF"
"GO:0072544",0.0170915834110667,1,2,2,"L-DOPA binding","MF"
"GO:0072545",0.0170915834110667,1,2,2,"tyrosine binding","MF"
"GO:0004421",0.017097654490067,1,2,2,"hydroxymethylglutaryl-CoA synthase activity","MF"
"GO:0097020",0.0170987948523728,1,2,2,"COPII adaptor activity","MF"
"GO:0009019",0.0177705343853564,1,2,2,"tRNA (guanine-N1-)-methyltransferase activity","MF"
"GO:0030337",0.0177819507908135,1,2,2,"DNA polymerase processivity factor activity","MF"
"GO:0008093",0.01845414290005,1,2,2,"cytoskeletal anchor activity","MF"
"GO:0070840",0.01845414290005,1,2,2,"dynein complex binding","MF"
"GO:0008312",0.0184667924926086,0.998665099098929,3,5,"7S RNA binding","MF"
"GO:0004514",0.0193623326514635,1,2,2,"nicotinate-nucleotide diphosphorylase (carboxylating) activity","MF"
"GO:0070290",0.0194509026034638,0.998564771377006,3,5,"N-acylphosphatidylethanolamine-specific phospholipase D activity","MF"
"GO:0019887",0.0197079763654684,1,2,2,"protein kinase regulator activity","MF"
"GO:0005525",0.0199305010449834,0.986025283307784,64,373,"GTP binding","MF"
"GO:0016891",0.0200354104484313,1,2,2,"endoribonuclease activity, producing 5'-phosphomonoesters","MF"
"GO:0003755",0.0229169018080388,0.991113976234097,11,44,"peptidyl-prolyl cis-trans isomerase activity","MF"
"GO:0051539",0.0260890187381271,0.99239931004608,7,24,"4 iron, 4 sulfur cluster binding","MF"
"GO:0003777",0.0280306719739385,0.986397256993691,16,78,"microtubule motor activity","MF"
"GO:0016409",0.0281588542454072,0.991728068551868,7,23,"palmitoyltransferase activity","MF"
"GO:0051537",0.0282933220820163,0.993941921536361,5,14,"2 iron, 2 sulfur cluster binding","MF"
"GO:0046872",0.0304473120447062,0.978628638138674,56,338,"metal ion binding","MF"
"GO:0005515",0.0314147851181581,0.972022473465931,514,3720,"protein binding","MF"
"GO:0004449",0.0335065440163208,0.996390034163433,3,6,"isocitrate dehydrogenase (NAD+) activity","MF"
"GO:0005347",0.0363128133810302,0.989888767986331,6,20,"ATP transmembrane transporter activity","MF"
"GO:0003953",0.040577637144435,0.998215424590482,2,3,"NAD+ nucleosidase activity","MF"
"GO:0016717",0.04362930879156,0.991768383101538,4,10,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","MF"
"GO:0010181",0.0445744879517527,0.991003550041838,4,12,"FMN binding","MF"
"GO:0004683",0.0455250573964763,0.997861781701476,2,3,"calmodulin-dependent protein kinase activity","MF"
"GO:0017064",0.0494598971847552,0.997563382899755,2,3,"fatty acid amide hydrolase activity","MF"
