lifestage,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
Unfertilized_egg,GO:0009052,0.0291413809853598,1,2,2,"pentose-phosphate shunt, non-oxidative branch",BP
Unfertilized_egg,GO:0034969,0.0291443276324547,1,2,2,histone arginine methylation,BP
Unfertilized_egg,GO:0030705,0.0291444231883864,1,2,2,cytoskeleton-dependent intracellular transport,BP
Unfertilized_egg,GO:0016192,0.0299347098477635,0.984559666896224,19,79,vesicle-mediated transport,BP
Unfertilized_egg,GO:0006468,0.0300170499463978,0.976651026461929,111,615,protein phosphorylation,BP
Unfertilized_egg,GO:0006520,0.0330857867071452,0.990022977115458,7,22,cellular amino acid metabolic process,BP
Unfertilized_egg,GO:0022900,0.0353627147166044,0.998561367151364,2,3,electron transport chain,BP
Unfertilized_egg,GO:0006807,0.0353849585745586,0.991784852703659,5,15,nitrogen compound metabolic process,BP
Unfertilized_egg,GO:0046488,0.036232295580206,0.996559017751413,3,5,phosphatidylinositol metabolic process,BP
Unfertilized_egg,GO:0005978,0.0378207392072218,0.996343318021576,3,5,glycogen biosynthetic process,BP
Unfertilized_egg,GO:0000079,0.0440487109216761,0.997969906544824,2,3,regulation of cyclin-dependent protein serine/threonine kinase activity,BP
Unfertilized_egg,GO:0006351,0.0485505383917681,0.979611918170316,10,41,"transcription, DNA-templated",BP
Unfertilized_egg,GO:0005634,2.95202884970213e-5,0.999983479904966,82,379,nucleus,CC
Unfertilized_egg,GO:0005829,7.71564434163095e-5,0.999988537181815,11,22,cytosol,CC
Unfertilized_egg,GO:0031966,3.17781709045815e-4,0.999991396684244,5,6,mitochondrial membrane,CC
Unfertilized_egg,GO:0033178,0.00129944604048859,1,3,3,"proton-transporting two-sector ATPase complex, catalytic domain",CC
Unfertilized_egg,GO:0005685,0.0021597261056373,0.999927082381913,4,5,U1 snRNP,CC
Unfertilized_egg,GO:0032299,0.00286525780009854,1,3,3,ribonuclease H2 complex,CC
Unfertilized_egg,GO:0005739,0.0038425354120362,0.998673056029588,14,51,mitochondrion,CC
Unfertilized_egg,GO:0009331,0.0041136277362139,1,3,3,glycerol-3-phosphate dehydrogenase complex,CC
Unfertilized_egg,GO:0005737,0.00426787853775542,0.997482037607654,46,218,cytoplasm,CC
Unfertilized_egg,GO:0009897,0.00494210535012885,1,3,3,external side of plasma membrane,CC
Unfertilized_egg,GO:0008305,0.00497401701073759,1,3,3,integrin complex,CC
Unfertilized_egg,GO:0005747,0.00500869945194871,0.999848535418404,3,4,mitochondrial respiratory chain complex I,CC
Unfertilized_egg,GO:0005783,0.00712492146705611,0.997917800332409,10,31,endoplasmic reticulum,CC
Unfertilized_egg,GO:0005885,0.00827775318379872,0.999175669422038,4,8,Arp2/3 protein complex,CC
Unfertilized_egg,GO:0043564,0.0112862051962664,0.999534368695975,3,4,Ku70:Ku80 complex,CC
Unfertilized_egg,GO:0005643,0.0116093018409878,0.998213801664374,5,11,nuclear pore,CC
Unfertilized_egg,GO:0008537,0.0195488065783365,1,2,2,proteasome activator complex,CC
Unfertilized_egg,GO:0016272,0.0200862867387909,0.996945019240441,4,11,prefoldin complex,CC
Unfertilized_egg,GO:0030915,0.0221243563745803,1,2,2,Smc5-Smc6 complex,CC
Unfertilized_egg,GO:0031965,0.0244616168787817,1,2,2,nuclear membrane,CC
Unfertilized_egg,GO:0030880,0.0272690031219996,0.99904067054862,2,3,RNA polymerase complex,CC
Unfertilized_egg,GO:0005814,0.0290883488974638,1,2,2,centriole,CC
Unfertilized_egg,GO:0005658,0.0291444231879378,1,2,2,alpha DNA polymerase:primase complex,CC
Unfertilized_egg,GO:0000220,0.0291444231890627,1,2,2,"vacuolar proton-transporting V-type ATPase, V0 domain",CC
Unfertilized_egg,GO:0005856,0.0310827137567732,0.987499840379229,11,40,cytoskeleton,CC
Unfertilized_egg,GO:0034998,0.0343990814523148,0.998622174696366,2,3,oligosaccharyltransferase I complex,CC
Unfertilized_egg,GO:0033588,0.0348417789306293,0.996744438974192,3,5,Elongator holoenzyme complex,CC
Unfertilized_egg,GO:0005952,0.0402864396306592,0.998235522390282,2,3,cAMP-dependent protein kinase complex,CC
Unfertilized_egg,GO:0000776,0.0408493840924855,0.995226286930914,3,6,kinetochore,CC
Unfertilized_egg,GO:0003884,2.16077907504344e-5,1,6,6,D-amino-acid oxidase activity,MF
Unfertilized_egg,GO:0035091,1.83091703807944e-4,0.999948120545961,18,49,phosphatidylinositol binding,MF
Unfertilized_egg,GO:0015035,6.82443644985733e-4,0.999878466090476,9,23,protein disulfide oxidoreductase activity,MF
Unfertilized_egg,GO:0004725,8.05016827690154e-4,0.999714286531438,20,62,protein tyrosine phosphatase activity,MF
Unfertilized_egg,GO:0004674,8.18726025916199e-4,0.999708990767562,20,62,protein serine/threonine kinase activity,MF
Unfertilized_egg,GO:0008017,0.00106817077083249,0.999558210806538,25,83,microtubule binding,MF
Unfertilized_egg,GO:0003684,0.00108036009094909,0.999804577924288,9,20,damaged DNA binding,MF
Unfertilized_egg,GO:0043015,0.0012395603954489,0.999895730988182,6,9,gamma-tubulin binding,MF
Unfertilized_egg,GO:0042802,0.00155703818106797,0.999906143178643,5,7,identical protein binding,MF
Unfertilized_egg,GO:0004843,0.00196698146778641,0.999313535572021,17,51,thiol-dependent ubiquitin-specific protease activity,MF
Unfertilized_egg,GO:0004672,0.00197600143047262,0.998714073243447,78,389,protein kinase activity,MF
Unfertilized_egg,GO:0061630,0.00227686517507255,0.999500945193018,9,25,ubiquitin protein ligase activity,MF
Unfertilized_egg,GO:0003682,0.00243210234211014,0.999649388723305,7,13,chromatin binding,MF
Unfertilized_egg,GO:0015078,0.0025661031011557,0.999593776273017,7,15,proton transmembrane transporter activity,MF
Unfertilized_egg,GO:0004364,0.00266282851890331,0.999731342876721,5,10,glutathione transferase activity,MF
Unfertilized_egg,GO:0000287,0.00293092467050797,0.999005705884421,15,46,magnesium ion binding,MF
Unfertilized_egg,GO:0004523,0.00342520807337942,0.999763448710193,4,7,RNA-DNA hybrid ribonuclease activity,MF
Unfertilized_egg,GO:0042578,0.00366452260136105,0.999855203193344,4,5,phosphoric ester hydrolase activity,MF
Unfertilized_egg,GO:0008483,0.0041482156416177696,0.999613606087872,5,8,transaminase activity,MF
Unfertilized_egg,GO:0005542,0.00425148789844124,0.999879071687329,3,4,folic acid binding,MF
Unfertilized_egg,GO:0004784,0.00460425667939295,1,3,3,superoxide dismutase activity,MF
Unfertilized_egg,GO:0030695,0.00497378823692712,1,3,3,GTPase regulator activity,MF
Unfertilized_egg,GO:0017110,0.00592825667594358,1,2,2,nucleoside-diphosphatase activity,MF
Unfertilized_egg,GO:0051287,0.00615439861222953,0.998267218066954,10,29,NAD binding,MF
Unfertilized_egg,GO:0003714,0.00689198313336455,0.999764885399237,3,4,transcription corepressor activity,MF
Unfertilized_egg,GO:0003779,0.00705332741864554,0.997652047223971,12,39,actin binding,MF
Unfertilized_egg,GO:0016791,0.0077566842283392,0.997522740969191,11,36,phosphatase activity,MF
Unfertilized_egg,GO:0004671,0.00850007449977529,1,2,2,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,MF
Unfertilized_egg,GO:0004045,0.00887259102868043,0.999516920377248,3,5,aminoacyl-tRNA hydrolase activity,MF
Unfertilized_egg,GO:0030170,0.0105391347778562,0.995335070325981,18,66,pyridoxal phosphate binding,MF
Unfertilized_egg,GO:0044877,0.010589806043871,0.999573819042785,3,4,protein-containing complex binding,MF
Unfertilized_egg,GO:0004478,0.0106136847716142,1,2,2,methionine adenosyltransferase activity,MF
Unfertilized_egg,GO:0042162,0.0112862051962664,0.999534368695975,3,4,telomeric DNA binding,MF
Unfertilized_egg,GO:0017176,0.0127661518166649,0.999201117461718,3,5,phosphatidylinositol N-acetylglucosaminyltransferase activity,MF
Unfertilized_egg,GO:0004144,0.0129815924444025,0.996590414798784,7,31,diacylglycerol O-acyltransferase activity,MF
Unfertilized_egg,GO:0017056,0.0131062486604936,0.998644586372884,4,7,structural constituent of nuclear pore,MF
Unfertilized_egg,GO:0004170,0.0138655975658892,1,2,2,dUTP diphosphatase activity,MF
Unfertilized_egg,GO:0003713,0.016153749515226,0.997094861671705,5,13,transcription coactivator activity,MF
Unfertilized_egg,GO:0003678,0.0181357735815354,0.994203532553962,9,29,DNA helicase activity,MF
Unfertilized_egg,GO:0016627,0.0182055590971226,0.996024019426891,6,15,"oxidoreductase activity, acting on the CH-CH group of donors",MF
Unfertilized_egg,GO:0004799,0.0204766175358783,1,2,2,thymidylate synthase activity,MF
Unfertilized_egg,GO:0003841,0.0207679014514789,1,2,2,1-acylglycerol-3-phosphate O-acyltransferase activity,MF
Unfertilized_egg,GO:0004637,0.0213587849371213,1,2,2,phosphoribosylamine-glycine ligase activity,MF
Unfertilized_egg,GO:0005484,0.0216320981946966,0.997098261805259,4,8,SNAP receptor activity,MF
Unfertilized_egg,GO:0009039,0.0216378590496361,1,2,2,urease activity,MF
Unfertilized_egg,GO:0009055,0.0218681739201766,0.992579117159436,9,34,electron transfer activity,MF
Unfertilized_egg,GO:0047304,0.0221521652567339,1,2,2,2-aminoethylphosphonate-pyruvate transaminase activity,MF
Unfertilized_egg,GO:1990380,0.0226567291322617,1,2,2,Lys48-specific deubiquitinase activity,MF
Unfertilized_egg,GO:0004617,0.0232618657780108,1,2,2,phosphoglycerate dehydrogenase activity,MF
Unfertilized_egg,GO:0008425,0.0232866763298064,1,2,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",MF
Unfertilized_egg,GO:0019829,0.0234900156719906,0.997805600649059,3,6,ATPase-coupled cation transmembrane transporter activity,MF
Unfertilized_egg,GO:0003777,0.0242786804496938,0.987790018689843,19,78,microtubule motor activity,MF
Unfertilized_egg,GO:0004367,0.024337171200203,1,2,2,glycerol-3-phosphate dehydrogenase [NAD+] activity,MF
Unfertilized_egg,GO:0000900,0.0248248099131358,1,2,2,"translation repressor activity, mRNA regulatory element binding",MF
Unfertilized_egg,GO:0004519,0.0249600455958762,0.995103310017383,5,12,endonuclease activity,MF
Unfertilized_egg,GO:0004619,0.0256174339299969,1,2,2,phosphoglycerate mutase activity,MF
Unfertilized_egg,GO:0000030,0.0263330431222326,0.99780624747536,3,5,mannosyltransferase activity,MF
Unfertilized_egg,GO:0070403,0.0266362339422718,0.994390264827769,5,14,NAD+ binding,MF
Unfertilized_egg,GO:0016151,0.0268172238197073,0.995882533208896,4,9,nickel cation binding,MF
Unfertilized_egg,GO:0008495,0.0283881171440157,1,2,2,protoheme IX farnesyltransferase activity,MF
Unfertilized_egg,GO:0008890,0.028472473533562,1,2,2,glycine C-acetyltransferase activity,MF
Unfertilized_egg,GO:0019136,0.0289803712564227,1,2,2,deoxynucleoside kinase activity,MF
Unfertilized_egg,GO:0004833,0.0290362135396568,1,2,2,"tryptophan 2,3-dioxygenase activity",MF
Unfertilized_egg,GO:0004491,0.0290784154990238,1,2,2,methylmalonate-semialdehyde dehydrogenase (acylating) activity,MF
Unfertilized_egg,GO:0004379,0.029095887520244,1,2,2,glycylpeptide N-tetradecanoyltransferase activity,MF
Unfertilized_egg,GO:0004373,0.0291170586624447,1,2,2,glycogen (starch) synthase activity,MF
Unfertilized_egg,GO:0004698,0.0291215699049167,1,2,2,calcium-dependent protein kinase C activity,MF
Unfertilized_egg,GO:0031491,0.0291344650347178,1,2,2,nucleosome binding,MF
Unfertilized_egg,GO:0004751,0.0291413809853598,1,2,2,ribose-5-phosphate isomerase activity,MF
Unfertilized_egg,GO:0003860,0.0291428194240251,1,2,2,3-hydroxyisobutyryl-CoA hydrolase activity,MF
Unfertilized_egg,GO:0008469,0.0291443276324547,1,2,2,histone-arginine N-methyltransferase activity,MF
Unfertilized_egg,GO:0005049,0.0291444231884695,1,2,2,nuclear export signal receptor activity,MF
Unfertilized_egg,GO:0003989,0.0291444231889415,1,2,2,acetyl-CoA carboxylase activity,MF
Unfertilized_egg,GO:0004383,0.0302090962994907,0.99239104293349,6,16,guanylate cyclase activity,MF
Unfertilized_egg,GO:0046961,0.0309381846643995,0.996772961036445,3,6,"proton-transporting ATPase activity, rotational mechanism",MF
Unfertilized_egg,GO:0004017,0.0319313027648844,0.99662649160701,3,6,adenylate kinase activity,MF
Unfertilized_egg,GO:0003887,0.0319363220443169,0.991582299805598,6,18,DNA-directed DNA polymerase activity,MF
Unfertilized_egg,GO:0005543,0.0326326569571747,0.997032346272879,3,5,phospholipid binding,MF
Unfertilized_egg,GO:0016888,0.0330826044651976,0.998703645019922,2,3,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters",MF
Unfertilized_egg,GO:0015075,0.0357014061424639,0.996630188229092,3,5,ion transmembrane transporter activity,MF
Unfertilized_egg,GO:0016491,0.0362699127345986,0.975068427950782,48,268,oxidoreductase activity,MF
Unfertilized_egg,GO:0017048,0.0378779165452206,0.996335477398407,3,5,Rho GTPase binding,MF
Unfertilized_egg,GO:0008603,0.0402864396306592,0.998235522390282,2,3,cAMP-dependent protein kinase regulator activity,MF
Unfertilized_egg,GO:0046982,0.0405042803199582,0.983445413145314,10,43,protein heterodimerization activity,MF
Unfertilized_egg,GO:0004719,0.0411572205692007,0.997458346255263,2,4,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,MF
Unfertilized_egg,GO:0003899,0.0447517539714715,0.987172640348407,6,18,DNA-directed 5'-3' RNA polymerase activity,MF
Unfertilized_egg,GO:0005524,0.0464697309662408,0.960266888958901,240,1441,ATP binding,MF
Unfertilized_egg,GO:0016798,0.0471146448547744,0.994156936713531,3,6,"hydrolase activity, acting on glycosyl bonds",MF
Unfertilized_egg,GO:0003824,0.0477152944489468,0.969514075315074,31,176,catalytic activity,MF
Unfertilized_egg,GO:0005096,0.0482814355479774,0.980153963267351,10,35,GTPase activator activity,MF
Fertilized_egg,GO:0046416,4.86771871786505e-7,1,6,6,D-amino acid metabolic process,BP
Fertilized_egg,GO:0007034,1.6811765356683e-4,0.999986520292293,6,14,vacuolar transport,BP
Fertilized_egg,GO:0000387,3.50197848740027e-4,0.999975640760756,5,12,spliceosomal snRNP assembly,BP
Fertilized_egg,GO:0034453,4.31730231579402e-4,1,3,3,microtubule anchoring,BP
Fertilized_egg,GO:0034314,6.64902044217071e-4,0.999967768097671,4,8,Arp2/3 complex-mediated actin nucleation,BP
Fertilized_egg,GO:0015986,7.0095518335267e-4,0.999917583276347,6,19,ATP synthesis coupled proton transport,BP
Fertilized_egg,GO:0006493,0.00190939554490766,0.999959534157708,3,4,protein O-linked glycosylation,BP
Fertilized_egg,GO:0006807,0.00199364683833546,0.999775972624968,5,15,nitrogen compound metabolic process,BP
Fertilized_egg,GO:0023052,0.00232831056650103,0.999946968435656,3,4,signaling,BP
Fertilized_egg,GO:0006120,0.00289956358005718,1,2,2,"mitochondrial electron transport, NADH to ubiquinone",BP
Fertilized_egg,GO:0006839,0.004357278822721,1,2,2,mitochondrial transport,BP
Fertilized_egg,GO:0045132,0.0044733564811163,1,2,2,meiotic chromosome segregation,BP
Fertilized_egg,GO:0006520,0.00476811808335299,0.999144806417427,6,22,cellular amino acid metabolic process,BP
Fertilized_egg,GO:0006695,0.00490710794752387,0.99990301890795,2,4,cholesterol biosynthetic process,BP
Fertilized_egg,GO:0000122,0.00527064347624969,0.999891896162752,2,4,negative regulation of transcription by RNA polymerase II,BP
Fertilized_egg,GO:0000027,0.00551906073464105,1,2,2,ribosomal large subunit assembly,BP
Fertilized_egg,GO:0043065,0.00586781862243694,1,2,2,positive regulation of apoptotic process,BP
Fertilized_egg,GO:0001919,0.00617217612191437,1,2,2,regulation of receptor recycling,BP
Fertilized_egg,GO:0007040,0.00617217612191437,1,2,2,lysosome organization,BP
Fertilized_egg,GO:0042632,0.00617217612191437,1,2,2,cholesterol homeostasis,BP
Fertilized_egg,GO:0043410,0.00617217612191437,1,2,2,positive regulation of MAPK cascade,BP
Fertilized_egg,GO:0006007,0.00649695467071123,1,2,2,glucose catabolic process,BP
Fertilized_egg,GO:0009058,0.00670770534738816,0.997909645126728,10,52,biosynthetic process,BP
Fertilized_egg,GO:0048034,0.00754033306433364,1,2,2,heme O biosynthetic process,BP
Fertilized_egg,GO:0006360,0.00781393931743678,1,2,2,transcription by RNA polymerase I,BP
Fertilized_egg,GO:0030705,0.00940611509175954,1,2,2,cytoskeleton-dependent intracellular transport,BP
Fertilized_egg,GO:0006886,0.00947950974233783,0.996026304071977,15,91,intracellular protein transport,BP
Fertilized_egg,GO:0006464,0.00982591239531856,0.997539147976599,7,33,cellular protein modification process,BP
Fertilized_egg,GO:0042773,0.0107713933557673,0.999771159387962,2,3,ATP synthesis coupled electron transport,BP
Fertilized_egg,GO:0016192,0.0116436721834789,0.995346496070413,13,79,vesicle-mediated transport,BP
Fertilized_egg,GO:0006122,0.0139309208695094,0.999523716037878,2,4,"mitochondrial electron transport, ubiquinol to cytochrome c",BP
Fertilized_egg,GO:0006096,0.0146248368255952,0.997879572880812,4,13,glycolytic process,BP
Fertilized_egg,GO:0006506,0.0158447367244341,0.99753347087264,4,16,GPI anchor biosynthetic process,BP
Fertilized_egg,GO:0019700,0.016078444718224,0.999576518188295,2,3,organic phosphonate catabolic process,BP
Fertilized_egg,GO:0006002,0.0181599719141819,0.999489066400998,2,3,fructose 6-phosphate metabolic process,BP
Fertilized_egg,GO:0006014,0.0190671531407124,0.999449123984649,2,3,D-ribose metabolic process,BP
Fertilized_egg,GO:0016197,0.0193511866874569,0.999436395194335,2,3,endosomal transport,BP
Fertilized_egg,GO:0032008,0.0195640674444317,0.999426785985183,2,3,positive regulation of TOR signaling,BP
Fertilized_egg,GO:0071230,0.0195640674444317,0.999426785985183,2,3,cellular response to amino acid stimulus,BP
Fertilized_egg,GO:0015693,0.0199357866269802,0.999409865844901,2,3,magnesium ion transport,BP
Fertilized_egg,GO:0015689,0.0199900203060784,0.999170426574434,2,4,molybdate ion transport,BP
Fertilized_egg,GO:0045947,0.0237520198495883,0.998917664397506,2,4,negative regulation of translational initiation,BP
Fertilized_egg,GO:0006006,0.0237826458464588,0.998915508147485,2,4,glucose metabolic process,BP
Fertilized_egg,GO:0006376,0.0242392451038162,0.999201284487458,2,3,mRNA splice site selection,BP
Fertilized_egg,GO:0006303,0.0250045062637607,0.997212833972317,3,8,double-strand break repair via nonhomologous end joining,BP
Fertilized_egg,GO:0030163,0.0252369705651484,0.997176693414589,3,8,protein catabolic process,BP
Fertilized_egg,GO:0048747,0.0303330215286687,1,1,1,muscle fiber development,BP
Fertilized_egg,GO:0006397,0.0308680682878841,0.990089776314659,7,38,mRNA processing,BP
Fertilized_egg,GO:0000723,0.0339263971006319,0.993121330655515,4,19,telomere maintenance,BP
Fertilized_egg,GO:0006094,0.0342473262499862,0.99809182170848,2,4,gluconeogenesis,BP
Fertilized_egg,GO:0006913,0.0343377091228914,0.998083985340387,2,4,nucleocytoplasmic transport,BP
Fertilized_egg,GO:0006298,0.0353065486480989,0.993037744937813,4,15,mismatch repair,BP
Fertilized_egg,GO:0006779,0.0353201245287782,0.997998043838816,2,4,porphyrin-containing compound biosynthetic process,BP
Fertilized_egg,GO:0036297,0.0365960558156024,0.997884352178778,2,4,interstrand cross-link repair,BP
Fertilized_egg,GO:0032324,0.0367556351578844,1,1,1,molybdopterin cofactor biosynthetic process,BP
Fertilized_egg,GO:0006777,0.038377309725057,0.99737345678902,2,5,Mo-molybdopterin cofactor biosynthetic process,BP
Fertilized_egg,GO:0006281,0.0388306661638241,0.982749099029017,11,87,DNA repair,BP
Fertilized_egg,GO:0006555,0.0392155317184744,0.997643712422659,2,4,methionine metabolic process,BP
Fertilized_egg,GO:1902600,0.0394918500886845,0.991662765851378,4,18,proton transmembrane transport,BP
Fertilized_egg,GO:0006606,0.0416296650239927,0.994071858689113,3,9,protein import into nucleus,BP
Fertilized_egg,GO:0006352,0.0427315965377977,0.993188707556225,3,14,"DNA-templated transcription, initiation",BP
Fertilized_egg,GO:0051259,0.0428970319211449,1,1,1,protein complex oligomerization,BP
Fertilized_egg,GO:0048193,0.043990391381182103,0.996751618650377,2,5,Golgi vesicle transport,BP
Fertilized_egg,GO:0035556,0.0452422412573039,0.975034912817037,18,146,intracellular signal transduction,BP
Fertilized_egg,GO:0006260,0.0462155523856424,0.983576670282868,7,45,DNA replication,BP
Fertilized_egg,GO:0006457,0.046446492781632,0.982041167803452,8,55,protein folding,BP
Fertilized_egg,GO:0006633,0.0469153030617427,0.992986434020018,3,9,fatty acid biosynthetic process,BP
Fertilized_egg,GO:0061484,0.0495811573724305,1,1,1,hematopoietic stem cell homeostasis,BP
Fertilized_egg,GO:0031966,1.60614800940917e-7,1,6,6,mitochondrial membrane,CC
