"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:1902600",0.0394918500886845,0.991662765851378,4,18,"proton transmembrane transport","BP"
"GO:0006606",0.0416296650239927,0.994071858689113,3,9,"protein import into nucleus","BP"
"GO:0006352",0.0427315965377977,0.993188707556225,3,14,"DNA-templated transcription, initiation","BP"
"GO:0051259",0.0428970319211449,1,1,1,"protein complex oligomerization","BP"
"GO:0048193",0.0439903913811821,0.996751618650377,2,5,"Golgi vesicle transport","BP"
"GO:0035556",0.0452422412573039,0.975034912817037,18,146,"intracellular signal transduction","BP"
"GO:0006260",0.0462155523856424,0.983576670282868,7,45,"DNA replication","BP"
"GO:0006457",0.046446492781632,0.982041167803452,8,55,"protein folding","BP"
"GO:0006633",0.0469153030617427,0.992986434020018,3,9,"fatty acid biosynthetic process","BP"
"GO:0061484",0.0495811573724305,1,1,1,"hematopoietic stem cell homeostasis","BP"
"GO:0031966",1.60614800940917e-07,1,6,6,"mitochondrial membrane","CC"
"GO:0005737",2.8951852531949e-07,0.999999900783974,39,218,"cytoplasm","CC"
"GO:0005829",0.000118115994086585,0.999985541622213,8,22,"cytosol","CC"
"GO:0032299",0.000370097404206643,1,3,3,"ribonuclease H2 complex","CC"
"GO:0005747",0.000658390995752715,0.999990461930383,3,4,"mitochondrial respiratory chain complex I","CC"
"GO:0005885",0.000664902044217071,0.999967768097671,4,8,"Arp2/3 protein complex","CC"
"GO:0005740",0.000910375347759567,0.999985207535929,3,4,"mitochondrial envelope","CC"
"GO:0000276",0.000969943917221211,0.99994783483618,4,8,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"GO:0001405",0.00245631924735929,1,2,2,"PAM complex, Tim23 associated import motor","CC"
"GO:0031965",0.00617929942747652,1,2,2,"nuclear membrane","CC"
"GO:0030880",0.00731890519980159,0.999873276758576,2,3,"RNA polymerase complex","CC"
"GO:0034998",0.00873170781733341,0.999834055029855,2,3,"oligosaccharyltransferase I complex","CC"
"GO:0000220",0.00976552264849788,1,2,2,"vacuolar proton-transporting V-type ATPase, V0 domain","CC"
"GO:0005815",0.011065328387371,0.999228078863378,3,6,"microtubule organizing center","CC"
"GO:0030896",0.0173990902739255,0.999521719476134,2,3,"checkpoint clamp complex","CC"
"GO:0000178",0.0176512426523895,0.999510984961097,2,3,"exosome (RNase complex)","CC"
"GO:0048188",0.0221167060916809,0.999307038435247,2,3,"Set1C/COMPASS complex","CC"
"GO:0071986",0.0229567601575524,0.99897310737964,2,4,"Ragulator complex","CC"
"GO:0043564",0.0302379307068106,0.998427313054263,2,4,"Ku70:Ku80 complex","CC"
"GO:0005666",0.0312517045119003,0.99834475042656,2,4,"RNA polymerase III complex","CC"
"GO:0005892",0.0325873107981802,1,1,1,"acetylcholine-gated channel complex","CC"
"GO:0043240",0.0365960558156024,0.997884352178778,2,4,"Fanconi anaemia nuclear complex","CC"
"GO:0005615",0.0440129017209959,0.990563969172076,4,16,"extracellular space","CC"
"GO:0003884",4.86771871786505e-07,1,6,6,"D-amino-acid oxidase activity","MF"
"GO:0015078",3.26107301055721e-06,0.999999803434106,8,15,"proton transmembrane transporter activity","MF"
"GO:0008483",0.000203297860917369,0.999990718072296,5,8,"transaminase activity","MF"
"GO:0004129",0.000204127866530773,0.999987942701209,5,11,"cytochrome-c oxidase activity","MF"
"GO:0004523",0.000232799034829981,0.999992393019516,4,7,"RNA-DNA hybrid ribonuclease activity","MF"
"GO:0003684",0.000436320361192247,0.999943934874356,7,20,"damaged DNA binding","MF"
"GO:0016627",0.000696967739032796,0.999924175130224,6,15,"oxidoreductase activity, acting on the CH-CH group of donors","MF"
"GO:0017056",0.00127950428285218,0.999933310640837,4,7,"structural constituent of nuclear pore","MF"
"GO:0035091",0.00144429760000965,0.999616224896003,11,49,"phosphatidylinositol binding","MF"
"GO:0042802",0.00148431585182071,0.999919339096525,4,7,"identical protein binding","MF"
"GO:0005484",0.00211611207442906,0.999858442793126,4,8,"SNAP receptor activity","MF"
"GO:0016151",0.00261981422609336,0.999800106287548,4,9,"nickel cation binding","MF"
"GO:0000030",0.0041700936382228,0.999828749105969,3,5,"mannosyltransferase activity","MF"
"GO:0004345",0.00447361642176385,1,2,2,"glucose-6-phosphate dehydrogenase activity","MF"
"GO:0004631",0.00490710794752387,0.99990301890795,2,4,"phosphomevalonate kinase activity","MF"
"GO:0008017",0.00518035301053694,0.99798753341968,15,83,"microtubule binding","MF"
"GO:0008121",0.00554308365935272,0.999917044481966,2,3,"ubiquinol-cytochrome-c reductase activity","MF"
"GO:0047304",0.00571152861164909,1,2,2,"2-aminoethylphosphonate-pyruvate transaminase activity","MF"
"GO:0015075",0.00571311829800545,0.999736430037689,3,5,"ion transmembrane transporter activity","MF"
"GO:1990380",0.00572654056836414,1,2,2,"Lys48-specific deubiquitinase activity","MF"
"GO:0004617",0.00587466564054499,1,2,2,"phosphoglycerate dehydrogenase activity","MF"
"GO:0008425",0.00588015957251283,1,2,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF"
"GO:0009039",0.00612379862879473,1,2,2,"urease activity","MF"
"GO:0000900",0.00629080579803782,1,2,2,"translation repressor activity, mRNA regulatory element binding","MF"
"GO:0004619",0.00649695467071123,1,2,2,"phosphoglycerate mutase activity","MF"
"GO:0043015",0.00661314074586911,0.999340404540765,4,9,"gamma-tubulin binding","MF"
"GO:0042578",0.00747984798329422,0.999618342005639,3,5,"phosphoric ester hydrolase activity","MF"
"GO:0008495",0.00754033306433364,1,2,2,"protoheme IX farnesyltransferase activity","MF"
"GO:0004491",0.00846138719183897,1,2,2,"methylmalonate-semialdehyde dehydrogenase (acylating) activity","MF"
"GO:0003860",0.00876333030437121,1,2,2,"3-hydroxyisobutyryl-CoA hydrolase activity","MF"
"GO:0004719",0.00918319668407571,0.999748212191988,2,4,"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","MF"
"GO:0015035",0.0092430126262264,0.99835593857007,5,23,"protein disulfide oxidoreductase activity","MF"
"GO:0003989",0.00971767651917096,1,2,2,"acetyl-CoA carboxylase activity","MF"
"GO:0017069",0.0123331897932869,0.999604799654747,2,4,"snRNA binding","MF"
"GO:0004861",0.0168443885000233,0.999200162166351,2,6,"cyclin-dependent protein serine/threonine kinase inhibitor activity","MF"
"GO:0003872",0.0181599719141819,0.999489066400998,2,3,"6-phosphofructokinase activity","MF"
"GO:0009055",0.018542626000383,0.99524327877766,6,34,"electron transfer activity","MF"
"GO:0004747",0.0190671531407124,0.999449123984649,2,3,"ribokinase activity","MF"
"GO:0015095",0.0199357866269802,0.999409865844901,2,3,"magnesium ion transmembrane transporter activity","MF"
"GO:0015098",0.0199900203060784,0.999170426574434,2,4,"molybdate ion transmembrane transporter activity","MF"
"GO:0004784",0.0204016538002193,0.99938840846168,2,3,"superoxide dismutase activity","MF"
"GO:0003678",0.0210908485193836,0.99452659058529,6,29,"DNA helicase activity","MF"
"GO:0009374",0.0227821023918158,0.998985141864019,2,4,"biotin binding","MF"
"GO:0004045",0.0238310844085337,0.998743527888034,2,5,"aminoacyl-tRNA hydrolase activity","MF"
"GO:0030695",0.025014211902822,0.999161313502672,2,3,"GTPase regulator activity","MF"
"GO:0016765",0.0270460429337333,0.998676962573618,2,4,"transferase activity, transferring alkyl or aryl (other than methyl) groups","MF"
"GO:0016758",0.0272344844128444,0.998662665455916,2,4,"transferase activity, transferring hexosyl groups","MF"
"GO:0004144",0.0280653869594522,0.994346139009994,4,31,"diacylglycerol O-acyltransferase activity","MF"
"GO:0003908",0.0287662850463979,1,1,1,"methylated-DNA-[protein]-cysteine S-methyltransferase activity","MF"
"GO:0017176",0.029803702520077,0.99822530044832,2,5,"phosphatidylinositol N-acetylglucosaminyltransferase activity","MF"
"GO:0042162",0.0302379307068106,0.998427313054263,2,4,"telomeric DNA binding","MF"
"GO:0000287",0.0323128356920546,0.988524421111144,8,46,"magnesium ion binding","MF"
"GO:0004866",0.0339749615854338,0.995723860907151,3,8,"endopeptidase inhibitor activity","MF"
"GO:0052381",0.034863031251562,1,1,1,"tRNA dimethylallyltransferase activity","MF"
"GO:0030983",0.0353065486480989,0.993037744937813,4,15,"mismatched DNA binding","MF"
"GO:0017022",0.0376243419224914,1,1,1,"myosin binding","MF"
"GO:0071949",0.0383154107374983,0.988471269960862,6,31,"FAD binding","MF"
"GO:0003755",0.0383259913947614,0.98694727747353,7,44,"peptidyl-prolyl cis-trans isomerase activity","MF"
"GO:0004489",0.0392155317184744,0.997643712422659,2,4,"methylenetetrahydrofolate reductase (NAD(P)H) activity","MF"
"GO:0004435",0.0430057349295945,0.993794676045907,3,9,"phosphatidylinositol phospholipase C activity","MF"
"GO:0008137",0.0431907614318108,0.993010164812396,3,15,"NADH dehydrogenase (ubiquinone) activity","MF"
"GO:0106073",0.0493354356315764,1,1,1,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity","MF"
