VASA	augustus.g22473.t1	32.448	339	213	5	242	580	81	403	1.59e-51	185
VASA	augustus.g55796.t1	31.034	377	236	5	238	605	40	401	9.06e-50	188
VASA	augustus.g63274.t1	34.605	367	218	9	233	592	63	414	1.11e-49	186
VASA	augustus.g54727.t1	35.398	339	198	8	238	569	125	449	2.36e-49	182
VASA	augustus.g24303.t1	33.422	374	204	10	247	580	304	672	3.84e-49	185
VASA	augustus.g46624.t1	33.170	407	238	12	240	630	22	410	7.61e-49	181
VASA	augustus.g39402.t1	32.065	368	216	7	222	579	41	384	5.38e-48	175
VASA	augustus.g58240.t1	30.997	371	226	10	222	580	88	440	1.39e-42	161
VASA	augustus.g68549.t1	30.788	419	230	12	232	592	137	553	2.21e-42	164
VASA	augustus.g41308.t1	31.307	329	197	10	263	580	1	311	1.07e-34	135
VASA	adi2mcaRNA27174_R0	33.088	272	167	9	248	511	83	347	9.36e-31	124
VASA	augustus.g67731.t1	25.658	456	242	12	208	582	287	726	1.02e-30	129
VASA	adi2mcaRNA33574_R1	40.909	198	103	5	233	429	63	247	1.29e-30	127
VASA	augustus.g18223.t1	26.923	390	229	11	253	607	3	371	2.07e-29	123
VASA	augustus.g30999.t1	29.741	232	149	4	354	579	13	236	3.11e-29	117
VASA	augustus.g28907.t1	26.718	393	241	12	222	583	162	538	3.13e-26	114
VASA	adi2mcaRNA26160_R0	25.556	360	197	9	253	579	135	456	1.11e-23	106
VASA	adi2mcaRNA2147_R0	29.137	278	164	8	304	549	28	304	2.71e-23	105
VASA	adi2mcaRNA2147_R0	29.268	246	137	4	372	580	295	540	1.79e-21	100
VASA	augustus.g53108.t1	40.196	102	60	1	506	607	1	101	7.96e-22	92.8
VASA	adi2mcaRNA19558_R0	28.866	291	191	8	309	585	288	576	2.31e-20	96.7
VASA	adi2mcaRNA21731_R0	33.152	184	117	3	415	595	298	478	2.68e-20	96.3
VASA	adi2mcaRNA21731_R0	36.170	94	53	1	223	316	192	278	2.47e-14	77.4
VASA	adi2mcaRNA21731_R1	32.759	174	113	2	425	595	299	471	1.16e-19	94.4
VASA	adi2mcaRNA21731_R1	36.170	94	53	1	223	316	192	278	2.13e-14	77.4
VASA	augustus.g24313.t1	28.996	269	129	9	304	559	3	222	6.19e-19	89.4
VASA	augustus.g27883.t1	22.485	338	242	8	234	554	619	953	6.93e-19	92.8
VASA	augustus.g31000.t1	50.000	94	37	4	224	316	93	177	4.19e-17	80.9
VASA	adi2mcaRNA19558_R1	34.532	139	84	4	302	434	287	424	2.22e-14	77.4
VASA	augustus.g69852.t1	38.235	102	54	2	477	569	84	185	2.21e-12	67.0
VASA	augustus.g23038.t1	26.946	167	102	5	225	389	33	181	8.38e-11	65.9
VASA	augustus.g23038.t1	40.741	81	48	0	506	586	466	546	4.41e-10	63.5
VASA	augustus.g50686.t1	40.000	75	29	2	110	168	115	189	3.72e-07	51.6
VASA	augustus.g50686.t1	40.000	60	29	2	110	165	42	98	1.57e-06	50.1
VASA	augustus.g68654.t1	19.617	418	270	9	178	581	183	548	6.57e-07	53.5
VASA	adi2mcaRNA8872_R1	38.372	86	43	4	104	186	144	222	2.99e-06	51.2
VASA	augustus.g69853.t1	35.185	54	35	0	351	404	4	57	4.53e-06	45.8
VASA	augustus.g16442.t1	21.311	427	252	15	178	581	183	548	5.20e-06	50.4
VASA	adi2mcaRNA37595_R4	27.972	143	88	4	444	581	215	347	6.24e-06	50.1
VASA	augustus.g35583.t1	38.000	50	31	0	351	400	4	53	8.55e-06	45.1
NANOS	augustus.g56764.t1	90.129	233	21	2	1	232	1	232	6.57e-149	414
NANOS	augustus.g59997.t1	42.328	189	80	5	37	211	35	208	5.25e-35	124
MYBL1	augustus.g47070.t1	70.015	667	166	13	1	642	1	658	0.0	881
MYBL1	augustus.g6786.t1	37.748	151	91	3	32	181	537	685	1.18e-25	114
MYBL1	augustus.g6786.t1	34.177	158	101	3	34	190	487	642	1.26e-23	107
MYBL1	augustus.g6786.t1	31.915	141	90	5	50	186	450	588	2.16e-14	78.2
MYBL1	augustus.g48819.t1	37.255	102	62	2	34	135	6	105	1.82e-11	68.6
MYBL1	augustus.g48819.t1	40.000	85	50	1	89	173	9	92	4.87e-11	67.0
RFX3	augustus.g45492.t1	82.487	748	118	8	1	740	114	856	0.0	1219
RFX3	augustus.g39432.t1	38.382	482	244	9	189	662	43	479	3.97e-103	334
RFX3	augustus.g47085.t1	34.607	471	240	10	201	663	76	486	9.86e-82	278
RFX3	augustus.g62874.t1	33.830	470	249	9	201	665	63	475	1.61e-74	258
RFX3	augustus.g1554.t1	39.785	93	54	2	185	275	118	210	4.29e-12	70.5
HSFP5	augustus.g15070.t1	62.712	118	43	1	22	139	13	129	9.78e-50	167
HSFP5	augustus.g46401.t1	62.712	118	43	1	22	139	13	129	1.07e-49	167
HSFP5	augustus.g61783.t1	40.566	106	55	3	29	127	21	125	3.80e-14	73.2
HSFP5	augustus.g23023.t1	34.677	124	72	3	29	146	20	140	5.20e-12	67.0
HSFP5	augustus.g56571.t1	29.032	93	61	2	37	127	29	118	1.03e-06	50.4
HSFP5	adi2mcaRNA6803_R1	29.032	93	61	2	37	127	29	118	2.11e-06	49.3
SOLH2	augustus.g41670.t1	53.968	63	29	0	205	267	283	345	1.97e-16	82.4
